Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Rep_ID,Region_ID,Business_Unit,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Returns_Amount,Net_Sales_Amount
T0008736,O0003520,INV0003520,IL0008736,2025-10-17,2025-10-17,C00014,P0039,SR014,Northeast,Industrial,41185.0,11807.74,1702.68,0.0,10105.06
T0008737,O0003521,INV0003521,IL0008737,2025-10-07,2025-10-07,C00001,P0072,SR001,Midwest,Private Label,22097.0,3581.92,1160.54,34.54,2386.84
T0008738,O0003521,INV0003521,IL0008738,2025-10-07,2025-10-07,C00001,P0055,SR001,Midwest,Industrial,13327.0,691.67,224.1,0.0,467.57
T0008739,O0003522,INV0003522,IL0008739,2025-10-10,2025-10-10,C00002,P0070,SR002,Northeast,Retail Packaging,36807.0,1910.28,279.67,0.0,1630.62
T0008740,O0003522,INV0003522,IL0008740,2025-10-10,2025-10-10,C00002,P0055,SR002,Northeast,Industrial,20518.0,1064.88,155.9,0.0,908.99
T0008741,O0003523,INV0003523,IL0008741,2025-10-26,2025-10-26,C00088,P0018,SR016,West,Retail Packaging,2607.0,281.56,64.53,0.0,217.02
T0008742,O0003523,INV0003523,IL0008742,2025-10-26,2025-10-26,C00088,P0017,SR016,West,Foodservice Packaging,3833.0,463.79,106.3,0.0,357.49
T0008743,O0003523,INV0003523,IL0008743,2025-10-26,2025-10-26,C00088,P0075,SR016,West,Industrial,2660.0,156.94,35.97,0.0,120.97
T0008744,O0003523,INV0003523,IL0008744,2025-10-26,2025-10-26,C00088,P0065,SR016,West,Foodservice Packaging,1710.0,75.24,17.25,0.0,57.99
T0008745,O0003524,INV0003524,IL0008745,2025-10-26,2025-10-26,C00001,P0040,SR001,Midwest,Private Label,15797.0,819.86,265.64,0.0,554.23
T0008746,O0003524,INV0003524,IL0008746,2025-10-26,2025-10-26,C00001,P0052,SR001,Midwest,Private Label,19295.0,2755.33,892.73,0.0,1862.6
T0008747,O0003525,INV0003525,IL0008747,2025-10-07,2025-10-07,C00009,P0028,SR009,Midwest,Private Label,22795.0,3298.44,1007.34,0.0,2291.09
T0008748,O0003525,INV0003525,IL0008748,2025-10-07,2025-10-07,C00009,P0014,SR009,Midwest,Retail Packaging,38532.0,12546.02,3831.55,0.0,8714.46
T0008749,O0003525,INV0003525,IL0008749,2025-10-07,2025-10-07,C00009,P0062,SR009,Midwest,Retail Packaging,23734.0,2871.81,877.05,0.0,1994.76
T0008750,O0003525,INV0003525,IL0008750,2025-10-07,2025-10-07,C00009,P0018,SR009,Midwest,Retail Packaging,28771.0,3107.27,948.96,0.0,2158.31
T0008751,O0003526,INV0003526,IL0008751,2025-10-10,2025-10-10,C00010,P0042,SR010,Northeast,Retail Packaging,32824.0,5320.77,914.64,0.0,4406.13
T0008752,O0003526,INV0003526,IL0008752,2025-10-10,2025-10-10,C00010,P0020,SR010,Northeast,Private Label,24527.0,1079.19,185.51,0.0,893.68
T0008753,O0003527,INV0003527,IL0008753,2025-10-02,2025-10-02,C00010,P0030,SR010,Northeast,Retail Packaging,23367.0,1378.65,236.99,0.0,1141.66
T0008754,O0003527,INV0003527,IL0008754,2025-10-02,2025-10-02,C00010,P0008,SR010,Northeast,Private Label,22248.0,2834.4,487.23,0.0,2347.16
T0008755,O0003527,INV0003527,IL0008755,2025-10-02,2025-10-02,C00010,P0054,SR010,Northeast,Retail Packaging,21040.0,6032.17,1036.93,0.0,4995.24
T0008756,O0003528,INV0003528,IL0008756,2025-10-01,2025-10-01,C00118,P0051,SR022,Northeast,Industrial,3215.0,394.48,54.87,0.0,339.61
T0008757,O0003528,INV0003528,IL0008757,2025-10-01,2025-10-01,C00118,P0001,SR022,Northeast,Foodservice Packaging,3660.0,380.64,52.95,0.0,327.69
T0008758,O0003528,INV0003528,IL0008758,2025-10-01,2025-10-01,C00118,P0036,SR022,Northeast,Private Label,4355.0,534.36,74.33,0.0,460.03
T0008759,O0003529,INV0003529,IL0008759,2025-10-26,2025-10-26,C00105,P0004,SR009,Midwest,Private Label,3547.0,861.92,261.68,0.0,600.24
T0008760,O0003529,INV0003529,IL0008760,2025-10-26,2025-10-26,C00105,P0039,SR009,Midwest,Industrial,2702.0,774.66,235.19,0.0,539.48
T0008761,O0003529,INV0003529,IL0008761,2025-10-26,2025-10-26,C00105,P0071,SR009,Midwest,Industrial,3295.0,459.32,139.45,0.0,319.87
T0008762,O0003530,INV0003530,IL0008762,2025-10-02,2025-10-02,C00004,P0038,SR004,West,Retail Packaging,14644.0,1865.65,456.34,0.0,1409.31
T0008763,O0003531,INV0003531,IL0008763,2025-10-18,2025-10-18,C00115,P0003,SR019,South,Industrial,1508.0,162.86,32.75,0.0,130.11
T0008764,O0003531,INV0003531,IL0008764,2025-10-18,2025-10-18,C00115,P0040,SR019,South,Private Label,2528.0,131.2,26.38,0.0,104.82
T0008765,O0003531,INV0003531,IL0008765,2025-10-18,2025-10-18,C00115,P0019,SR019,South,Industrial,3194.0,776.14,156.08,0.0,620.06
T0008766,O0003531,INV0003531,IL0008766,2025-10-18,2025-10-18,C00115,P0020,SR019,South,Private Label,4054.0,178.38,35.87,0.0,142.5
T0008767,O0003532,INV0003532,IL0008767,2025-10-07,2025-10-07,C00070,P0002,SR022,Northeast,Retail Packaging,2403.0,290.76,44.4,0.0,246.36
T0008768,O0003532,INV0003532,IL0008768,2025-10-07,2025-10-07,C00070,P0048,SR022,Northeast,Private Label,3412.0,368.5,56.27,0.0,312.23
T0008769,O0003532,INV0003532,IL0008769,2025-10-07,2025-10-07,C00070,P0011,SR022,Northeast,Industrial,1759.0,245.2,37.44,0.0,207.76
T0008770,O0003533,INV0003533,IL0008770,2025-10-24,2025-10-24,C00001,P0056,SR001,Midwest,Private Label,12720.0,1773.17,574.51,0.0,1198.66
T0008771,O0003533,INV0003533,IL0008771,2025-10-24,2025-10-24,C00001,P0027,SR001,Midwest,Industrial,46424.0,7525.33,2438.21,0.0,5087.12
T0008772,O0003534,INV0003534,IL0008772,2025-10-01,2025-10-01,C00002,P0037,SR002,Northeast,Foodservice Packaging,27329.0,3902.58,571.34,0.0,3331.24
T0008773,O0003534,INV0003534,IL0008773,2025-10-01,2025-10-01,C00002,P0050,SR002,Northeast,Retail Packaging,28076.0,1235.34,180.85,0.0,1054.49
T0008774,O0003534,INV0003534,IL0008774,2025-10-01,2025-10-01,C00002,P0034,SR002,Northeast,Retail Packaging,25093.0,6097.6,892.69,0.0,5204.91
T0008775,O0003535,INV0003535,IL0008775,2025-10-18,2025-10-18,C00014,P0013,SR014,Northeast,Foodservice Packaging,35765.0,5175.2,746.26,0.0,4428.93
T0008776,O0003535,INV0003535,IL0008776,2025-10-18,2025-10-18,C00014,P0067,SR014,Northeast,Industrial,37841.0,5403.69,779.21,0.0,4624.48
T0008777,O0003536,INV0003536,IL0008777,2025-10-06,2025-10-06,C00027,P0058,SR003,South,Retail Packaging,12686.0,1835.66,392.83,0.0,1442.83
T0008778,O0003537,INV0003537,IL0008778,2025-10-11,2025-10-11,C00068,P0053,SR020,West,Foodservice Packaging,3488.0,444.37,118.38,0.0,325.99
T0008779,O0003537,INV0003537,IL0008779,2025-10-11,2025-10-11,C00068,P0068,SR020,West,Private Label,2751.0,350.48,93.37,0.0,257.11
T0008780,O0003537,INV0003537,IL0008780,2025-10-11,2025-10-11,C00068,P0026,SR020,West,Retail Packaging,3353.0,467.41,124.52,0.0,342.89
T0008781,O0003537,INV0003537,IL0008781,2025-10-11,2025-10-11,C00068,P0022,SR020,West,Retail Packaging,4100.0,585.48,155.97,0.0,429.51
T0008782,O0003538,INV0003538,IL0008782,2025-10-07,2025-10-07,C00015,P0003,SR015,South,Industrial,14652.0,1582.42,299.55,0.0,1282.86
T0008783,O0003539,INV0003539,IL0008783,2025-10-24,2025-10-24,C00013,P0019,SR013,Midwest,Industrial,38406.0,9332.66,2670.07,0.0,6662.58
T0008784,O0003539,INV0003539,IL0008784,2025-10-24,2025-10-24,C00013,P0063,SR013,Midwest,Industrial,18347.0,1981.48,566.9,0.0,1414.58
T0008785,O0003539,INV0003539,IL0008785,2025-10-24,2025-10-24,C00013,P0059,SR013,Midwest,Industrial,37068.0,12069.34,3453.04,0.0,8616.3
T0008786,O0003539,INV0003539,IL0008786,2025-10-24,2025-10-24,C00013,P0037,SR013,Midwest,Foodservice Packaging,20449.0,2920.12,835.45,0.0,2084.67
T0008787,O0003540,INV0003540,IL0008787,2025-10-24,2025-10-24,C00001,P0050,SR001,Midwest,Retail Packaging,37522.0,1650.97,534.91,0.0,1116.05
T0008788,O0003540,INV0003540,IL0008788,2025-10-24,2025-10-24,C00001,P0043,SR001,Midwest,Industrial,37273.0,5393.4,1747.46,0.0,3645.94
T0008789,O0003540,INV0003540,IL0008789,2025-10-24,2025-10-24,C00001,P0058,SR001,Midwest,Retail Packaging,35053.0,5072.17,1643.38,0.0,3428.79
T0008790,O0003540,INV0003540,IL0008790,2025-10-24,2025-10-24,C00001,P0020,SR001,Midwest,Private Label,13643.0,600.29,194.49,3.3,402.49
T0008791,O0003541,INV0003541,IL0008791,2025-10-28,2025-10-28,C00078,P0013,SR006,Northeast,Foodservice Packaging,3600.0,520.92,69.49,3.18,448.25
T0008792,O0003541,INV0003541,IL0008792,2025-10-28,2025-10-28,C00078,P0067,SR006,Northeast,Industrial,3642.0,520.08,69.38,0.0,450.7
T0008793,O0003541,INV0003541,IL0008793,2025-10-28,2025-10-28,C00078,P0010,SR006,Northeast,Retail Packaging,1810.0,93.94,12.53,0.0,81.41
T0008794,O0003541,INV0003541,IL0008794,2025-10-28,2025-10-28,C00078,P0002,SR006,Northeast,Retail Packaging,3812.0,461.25,61.53,0.0,399.72
T0008795,O0003542,INV0003542,IL0008795,2025-10-27,2025-10-27,C00009,P0045,SR009,Midwest,Foodservice Packaging,32461.0,1915.2,584.9,0.0,1330.3
T0008796,O0003542,INV0003542,IL0008796,2025-10-27,2025-10-27,C00009,P0064,SR009,Midwest,Private Label,20517.0,4985.63,1522.61,0.0,3463.02
T0008797,O0003542,INV0003542,IL0008797,2025-10-27,2025-10-27,C00009,P0017,SR009,Midwest,Foodservice Packaging,43667.0,5283.71,1613.64,0.0,3670.06
T0008798,O0003542,INV0003542,IL0008798,2025-10-27,2025-10-27,C00009,P0049,SR009,Midwest,Foodservice Packaging,34892.0,8478.76,2589.41,0.0,5889.34
T0008799,O0003543,INV0003543,IL0008799,2025-10-09,2025-10-09,C00020,P0065,SR020,West,Foodservice Packaging,12063.0,530.77,140.5,0.0,390.28
T0008800,O0003543,INV0003543,IL0008800,2025-10-09,2025-10-09,C00020,P0020,SR020,West,Private Label,8834.0,388.7,102.89,0.0,285.81
T0008801,O0003543,INV0003543,IL0008801,2025-10-09,2025-10-09,C00020,P0041,SR020,West,Foodservice Packaging,4909.0,684.31,181.14,0.0,503.18
T0008802,O0003544,INV0003544,IL0008802,2025-10-09,2025-10-09,C00011,P0006,SR011,South,Retail Packaging,28267.0,3468.36,666.62,0.0,2801.74
T0008803,O0003544,INV0003544,IL0008803,2025-10-09,2025-10-09,C00011,P0021,SR011,South,Foodservice Packaging,23778.0,2917.56,560.76,0.0,2356.81
T0008804,O0003544,INV0003544,IL0008804,2025-10-09,2025-10-09,C00011,P0010,SR011,South,Retail Packaging,17893.0,928.65,178.49,0.0,750.16
T0008805,O0003545,INV0003545,IL0008805,2025-10-15,2025-10-15,C00002,P0005,SR002,Northeast,Foodservice Packaging,27531.0,1211.36,177.34,0.0,1034.02
T0008806,O0003545,INV0003545,IL0008806,2025-10-15,2025-10-15,C00002,P0042,SR002,Northeast,Retail Packaging,43176.0,6998.83,1024.63,0.0,5974.2
T0008807,O0003546,INV0003546,IL0008807,2025-10-02,2025-10-02,C00015,P0013,SR015,South,Foodservice Packaging,28067.0,4061.29,768.8,0.0,3292.49
T0008808,O0003546,INV0003546,IL0008808,2025-10-02,2025-10-02,C00015,P0025,SR015,South,Foodservice Packaging,25743.0,1336.06,252.92,0.0,1083.15
T0008809,O0003547,INV0003547,IL0008809,2025-10-11,2025-10-11,C00001,P0031,SR001,Midwest,Industrial,16913.0,1758.95,569.9,0.0,1189.05
T0008810,O0003547,INV0003547,IL0008810,2025-10-11,2025-10-11,C00001,P0029,SR001,Midwest,Foodservice Packaging,36006.0,11723.55,3798.43,0.0,7925.12
T0008811,O0003547,INV0003547,IL0008811,2025-10-11,2025-10-11,C00001,P0067,SR001,Midwest,Industrial,27149.0,3876.88,1256.11,0.0,2620.77
T0008812,O0003547,INV0003547,IL0008812,2025-10-11,2025-10-11,C00001,P0037,SR001,Midwest,Foodservice Packaging,15014.0,2144.0,694.66,0.0,1449.34
T0008813,O0003548,INV0003548,IL0008813,2025-10-04,2025-10-04,C00002,P0035,SR002,Northeast,Industrial,27623.0,1215.41,177.94,0.0,1037.48
T0008814,O0003548,INV0003548,IL0008814,2025-10-04,2025-10-04,C00002,P0045,SR002,Northeast,Foodservice Packaging,25656.0,1513.7,221.61,0.0,1292.1
T0008815,O0003548,INV0003548,IL0008815,2025-10-04,2025-10-04,C00002,P0019,SR002,Northeast,Industrial,35110.0,8531.73,1249.05,0.0,7282.68
T0008816,O0003548,INV0003548,IL0008816,2025-10-04,2025-10-04,C00002,P0073,SR002,Northeast,Foodservice Packaging,20348.0,2944.36,431.05,0.0,2513.3
T0008817,O0003549,INV0003549,IL0008817,2025-10-08,2025-10-08,C00015,P0006,SR015,South,Retail Packaging,27931.0,3427.13,648.76,0.0,2778.38
T0008818,O0003549,INV0003549,IL0008818,2025-10-08,2025-10-08,C00015,P0075,SR015,South,Industrial,28707.0,1693.71,320.62,0.0,1373.09
T0008819,O0003550,INV0003550,IL0008819,2025-10-16,2025-10-16,C00001,P0052,SR001,Midwest,Private Label,16780.0,2396.18,776.36,16.85,1602.97
T0008820,O0003551,INV0003551,IL0008820,2025-10-21,2025-10-21,C00009,P0059,SR009,Midwest,Industrial,33407.0,10877.32,3321.93,70.98,7484.4
T0008821,O0003551,INV0003551,IL0008821,2025-10-21,2025-10-21,C00009,P0041,SR009,Midwest,Foodservice Packaging,38607.0,5381.82,1643.61,0.0,3738.21
T0008822,O0003552,INV0003552,IL0008822,2025-10-19,2025-10-19,C00117,P0039,SR021,Midwest,Industrial,3665.0,1050.76,334.25,0.0,716.51
T0008823,O0003552,INV0003552,IL0008823,2025-10-19,2025-10-19,C00117,P0015,SR021,Midwest,Industrial,3442.0,203.08,64.6,0.0,138.48
T0008824,O0003553,INV0003553,IL0008824,2025-10-07,2025-10-07,C00001,P0007,SR001,Midwest,Industrial,41542.0,5932.2,1922.03,0.0,4010.17
T0008825,O0003554,INV0003554,IL0008825,2025-10-23,2025-10-23,C00004,P0031,SR004,West,Industrial,16356.0,1701.02,416.07,0.0,1284.95
T0008826,O0003554,INV0003554,IL0008826,2025-10-23,2025-10-23,C00004,P0067,SR004,West,Industrial,42076.0,6008.45,1469.67,0.0,4538.79
T0008827,O0003554,INV0003554,IL0008827,2025-10-23,2025-10-23,C00004,P0027,SR004,West,Industrial,30388.0,4925.89,1204.87,0.0,3721.02
T0008828,O0003555,INV0003555,IL0008828,2025-10-20,2025-10-20,C00068,P0046,SR020,West,Retail Packaging,2342.0,243.57,64.89,0.0,178.68
T0008829,O0003555,INV0003555,IL0008829,2025-10-20,2025-10-20,C00068,P0007,SR020,West,Industrial,1692.0,241.62,64.37,0.0,177.25
T0008830,O0003555,INV0003555,IL0008830,2025-10-20,2025-10-20,C00068,P0061,SR020,West,Foodservice Packaging,2416.0,251.26,66.94,0.0,184.33
T0008831,O0003556,INV0003556,IL0008831,2025-10-28,2025-10-28,C00006,P0027,SR006,Northeast,Industrial,23355.0,3785.85,580.37,0.0,3205.48
T0008832,O0003557,INV0003557,IL0008832,2025-10-24,2025-10-24,C00001,P0047,SR001,Midwest,Industrial,30869.0,3735.15,1210.19,0.0,2524.96
T0008833,O0003557,INV0003557,IL0008833,2025-10-24,2025-10-24,C00001,P0025,SR001,Midwest,Foodservice Packaging,19109.0,991.76,321.33,10.32,660.11
T0008834,O0003557,INV0003557,IL0008834,2025-10-24,2025-10-24,C00001,P0018,SR001,Midwest,Retail Packaging,35359.0,3818.77,1237.28,0.0,2581.49
T0008835,O0003557,INV0003557,IL0008835,2025-10-24,2025-10-24,C00001,P0021,SR001,Midwest,Foodservice Packaging,31584.0,3875.36,1255.62,0.0,2619.74
T0008836,O0003558,INV0003558,IL0008836,2025-10-25,2025-10-25,C00031,P0050,SR007,South,Retail Packaging,6589.0,289.92,60.27,0.0,229.64
T0008837,O0003559,INV0003559,IL0008837,2025-10-12,2025-10-12,C00004,P0060,SR004,West,Private Label,39978.0,2358.7,576.94,0.0,1781.76
T0008838,O0003560,INV0003560,IL0008838,2025-10-10,2025-10-10,C00063,P0071,SR015,South,Industrial,4506.0,628.14,134.61,0.0,493.53
T0008839,O0003560,INV0003560,IL0008839,2025-10-10,2025-10-10,C00063,P0059,SR015,South,Industrial,2918.0,950.1,203.61,0.0,746.49
T0008840,O0003561,INV0003561,IL0008840,2025-10-19,2025-10-19,C00001,P0048,SR001,Midwest,Private Label,36732.0,3967.06,1285.33,0.0,2681.73
T0008841,O0003561,INV0003561,IL0008841,2025-10-19,2025-10-19,C00001,P0007,SR001,Midwest,Industrial,42428.0,6058.72,1963.02,0.0,4095.69
T0008842,O0003561,INV0003561,IL0008842,2025-10-19,2025-10-19,C00001,P0047,SR001,Midwest,Industrial,16397.0,1984.04,642.83,0.0,1341.21
T0008843,O0003562,INV0003562,IL0008843,2025-10-05,2025-10-05,C00058,P0016,SR010,Northeast,Private Label,1868.0,194.27,25.41,0.0,168.86
T0008844,O0003562,INV0003562,IL0008844,2025-10-05,2025-10-05,C00058,P0054,SR010,Northeast,Retail Packaging,3563.0,1021.51,133.61,0.0,887.9
T0008845,O0003562,INV0003562,IL0008845,2025-10-05,2025-10-05,C00058,P0035,SR010,Northeast,Industrial,2747.0,120.87,15.81,0.99,104.07
T0008846,O0003563,INV0003563,IL0008846,2025-10-28,2025-10-28,C00001,P0027,SR001,Midwest,Industrial,16066.0,2604.3,843.79,0.0,1760.51
T0008847,O0003563,INV0003563,IL0008847,2025-10-28,2025-10-28,C00001,P0021,SR001,Midwest,Foodservice Packaging,25852.0,3172.04,1027.74,31.42,2112.88
T0008848,O0003563,INV0003563,IL0008848,2025-10-28,2025-10-28,C00001,P0011,SR001,Midwest,Industrial,14788.0,2061.45,667.91,0.0,1393.54
T0008849,O0003563,INV0003563,IL0008849,2025-10-28,2025-10-28,C00001,P0019,SR001,Midwest,Industrial,31285.0,7602.26,2463.13,0.0,5139.12
T0008850,O0003564,INV0003564,IL0008850,2025-10-24,2025-10-24,C00005,P0031,SR005,Midwest,Industrial,32010.0,3329.04,1007.7,0.0,2321.34
T0008851,O0003564,INV0003564,IL0008851,2025-10-24,2025-10-24,C00005,P0011,SR005,Midwest,Industrial,37380.0,5210.77,1577.3,0.0,3633.47
T0008852,O0003565,INV0003565,IL0008852,2025-10-18,2025-10-18,C00083,P0009,SR011,South,Foodservice Packaging,2355.0,675.18,140.1,0.0,535.08
T0008853,O0003565,INV0003565,IL0008853,2025-10-18,2025-10-18,C00083,P0049,SR011,South,Foodservice Packaging,2891.0,702.51,145.77,0.0,556.74
T0008854,O0003566,INV0003566,IL0008854,2025-10-07,2025-10-07,C00001,P0048,SR001,Midwest,Private Label,27935.0,3016.98,977.5,0.0,2039.48
T0008855,O0003566,INV0003566,IL0008855,2025-10-07,2025-10-07,C00001,P0073,SR001,Midwest,Foodservice Packaging,12553.0,1816.42,588.52,0.0,1227.9
T0008856,O0003567,INV0003567,IL0008856,2025-10-18,2025-10-18,C00001,P0050,SR001,Midwest,Retail Packaging,33426.0,1470.74,476.52,0.0,994.22
T0008857,O0003567,INV0003567,IL0008857,2025-10-18,2025-10-18,C00001,P0080,SR001,Midwest,Private Label,27772.0,1221.97,395.92,0.0,826.05
T0008858,O0003567,INV0003567,IL0008858,2025-10-18,2025-10-18,C00001,P0017,SR001,Midwest,Foodservice Packaging,38668.0,4678.83,1515.94,0.0,3162.89
T0008859,O0003567,INV0003567,IL0008859,2025-10-18,2025-10-18,C00001,P0006,SR001,Midwest,Retail Packaging,35027.0,4297.81,1392.49,0.0,2905.32
T0008860,O0003568,INV0003568,IL0008860,2025-10-22,2025-10-22,C00003,P0075,SR003,South,Industrial,26937.0,1589.28,95.36,0.0,1493.93
T0008861,O0003568,INV0003568,IL0008861,2025-10-22,2025-10-22,C00003,P0035,SR003,South,Industrial,14275.0,628.1,37.69,0.0,590.41
T0008862,O0003569,INV0003569,IL0008862,2025-10-18,2025-10-18,C00001,P0008,SR001,Midwest,Private Label,13648.0,1738.76,563.36,0.0,1175.4
T0008863,O0003569,INV0003569,IL0008863,2025-10-18,2025-10-18,C00001,P0006,SR001,Midwest,Retail Packaging,26140.0,3207.38,1039.19,0.0,2168.19
T0008864,O0003570,INV0003570,IL0008864,2025-10-21,2025-10-21,C00091,P0045,SR019,South,Foodservice Packaging,1994.0,117.65,22.55,0.0,95.09
T0008865,O0003571,INV0003571,IL0008865,2025-10-05,2025-10-05,C00001,P0052,SR001,Midwest,Private Label,41134.0,5873.94,1903.16,0.0,3970.78
T0008866,O0003571,INV0003571,IL0008866,2025-10-05,2025-10-05,C00001,P0006,SR001,Midwest,Retail Packaging,27484.0,3372.29,1092.62,37.79,2241.87
T0008867,O0003571,INV0003571,IL0008867,2025-10-05,2025-10-05,C00001,P0078,SR001,Midwest,Retail Packaging,37798.0,4082.18,1322.63,0.0,2759.56
T0008868,O0003571,INV0003571,IL0008868,2025-10-05,2025-10-05,C00001,P0056,SR001,Midwest,Private Label,30187.0,4208.07,1363.41,0.0,2844.65
T0008869,O0003572,INV0003572,IL0008869,2025-10-20,2025-10-20,C00010,P0046,SR010,Northeast,Retail Packaging,29728.0,3091.71,531.47,0.0,2560.25
T0008870,O0003573,INV0003573,IL0008870,2025-10-11,2025-10-11,C00052,P0038,SR004,West,Retail Packaging,8907.0,1134.75,292.43,0.0,842.33
T0008871,O0003573,INV0003573,IL0008871,2025-10-11,2025-10-11,C00052,P0069,SR004,West,Foodservice Packaging,9744.0,2793.6,719.91,0.0,2073.69
T0008872,O0003574,INV0003574,IL0008872,2025-10-20,2025-10-20,C00007,P0025,SR007,South,Foodservice Packaging,25667.0,1332.12,306.92,0.0,1025.2
T0008873,O0003574,INV0003574,IL0008873,2025-10-20,2025-10-20,C00007,P0028,SR007,South,Private Label,26043.0,3768.42,868.24,0.0,2900.18
T0008874,O0003574,INV0003574,IL0008874,2025-10-20,2025-10-20,C00007,P0004,SR007,South,Private Label,28681.0,6969.48,1605.77,0.0,5363.71
T0008875,O0003574,INV0003574,IL0008875,2025-10-20,2025-10-20,C00007,P0018,SR007,South,Retail Packaging,25925.0,2799.9,645.1,0.0,2154.8
T0008876,O0003575,INV0003575,IL0008876,2025-10-24,2025-10-24,C00026,P0039,SR002,Northeast,Industrial,11469.0,3288.16,388.0,0.0,2900.16
T0008877,O0003575,INV0003575,IL0008877,2025-10-24,2025-10-24,C00026,P0011,SR002,Northeast,Industrial,13368.0,1863.5,219.89,0.0,1643.61
T0008878,O0003575,INV0003575,IL0008878,2025-10-24,2025-10-24,C00026,P0075,SR002,Northeast,Industrial,5953.0,351.23,41.44,2.93,306.86
T0008879,O0003575,INV0003575,IL0008879,2025-10-24,2025-10-24,C00026,P0080,SR002,Northeast,Private Label,10414.0,458.22,54.07,0.0,404.15
T0008880,O0003576,INV0003576,IL0008880,2025-10-12,2025-10-12,C00025,P0003,SR001,Midwest,Industrial,6646.0,717.77,204.71,0.0,513.06
T0008881,O0003577,INV0003577,IL0008881,2025-10-22,2025-10-22,C00004,P0058,SR004,West,Retail Packaging,38213.0,5529.42,1352.5,0.0,4176.92
T0008882,O0003578,INV0003578,IL0008882,2025-10-01,2025-10-01,C00002,P0061,SR002,Northeast,Foodservice Packaging,23541.0,2448.26,358.43,0.0,2089.84
T0008883,O0003578,INV0003578,IL0008883,2025-10-01,2025-10-01,C00002,P0036,SR002,Northeast,Private Label,12656.0,1552.89,227.34,0.0,1325.55
T0008884,O0003578,INV0003578,IL0008884,2025-10-01,2025-10-01,C00002,P0004,SR002,Northeast,Private Label,24748.0,6013.76,880.42,0.0,5133.35
T0008885,O0003579,INV0003579,IL0008885,2025-10-17,2025-10-17,C00025,P0012,SR001,Midwest,Private Label,8487.0,1375.74,392.36,0.0,983.38
T0008886,O0003579,INV0003579,IL0008886,2025-10-17,2025-10-17,C00025,P0050,SR001,Midwest,Retail Packaging,10814.0,475.82,135.7,0.0,340.11
T0008887,O0003580,INV0003580,IL0008887,2025-10-08,2025-10-08,C00007,P0064,SR007,South,Private Label,37186.0,9036.2,2081.94,0.0,6954.26
T0008888,O0003580,INV0003580,IL0008888,2025-10-08,2025-10-08,C00007,P0053,SR007,South,Foodservice Packaging,32748.0,4172.1,961.25,0.0,3210.84
T0008889,O0003580,INV0003580,IL0008889,2025-10-08,2025-10-08,C00007,P0036,SR007,South,Private Label,25398.0,3116.33,718.0,0.0,2398.33
T0008890,O0003581,INV0003581,IL0008890,2025-10-19,2025-10-19,C00001,P0024,SR001,Midwest,Private Label,24013.0,6884.53,2230.59,0.0,4653.94
T0008891,O0003581,INV0003581,IL0008891,2025-10-19,2025-10-19,C00001,P0011,SR001,Midwest,Industrial,18359.0,2559.24,829.2,0.0,1730.05
T0008892,O0003581,INV0003581,IL0008892,2025-10-19,2025-10-19,C00001,P0019,SR001,Midwest,Industrial,23748.0,5770.76,1869.73,0.0,3901.04
T0008893,O0003582,INV0003582,IL0008893,2025-10-02,2025-10-02,C00015,P0055,SR015,South,Industrial,26084.0,1353.76,256.27,0.0,1097.49
T0008894,O0003582,INV0003582,IL0008894,2025-10-02,2025-10-02,C00015,P0064,SR015,South,Private Label,33877.0,8232.11,1558.34,0.0,6673.77
T0008895,O0003582,INV0003582,IL0008895,2025-10-02,2025-10-02,C00015,P0067,SR015,South,Industrial,45271.0,6464.7,1223.77,0.0,5240.93
T0008896,O0003583,INV0003583,IL0008896,2025-10-16,2025-10-16,C00002,P0038,SR002,Northeast,Retail Packaging,13633.0,1736.84,254.27,0.0,1482.57
T0008897,O0003583,INV0003583,IL0008897,2025-10-16,2025-10-16,C00002,P0026,SR002,Northeast,Retail Packaging,15194.0,2118.04,310.08,0.0,1807.96
T0008898,O0003584,INV0003584,IL0008898,2025-10-04,2025-10-04,C00103,P0054,SR007,South,Retail Packaging,4748.0,1361.25,271.71,0.0,1089.55
T0008899,O0003584,INV0003584,IL0008899,2025-10-04,2025-10-04,C00103,P0039,SR007,South,Industrial,3801.0,1089.75,217.51,0.0,872.23
T0008900,O0003584,INV0003584,IL0008900,2025-10-04,2025-10-04,C00103,P0067,SR007,South,Industrial,4500.0,642.6,128.26,0.0,514.34
T0008901,O0003584,INV0003584,IL0008901,2025-10-04,2025-10-04,C00103,P0043,SR007,South,Industrial,4379.0,633.64,126.47,0.0,507.17
T0008902,O0003585,INV0003585,IL0008902,2025-10-12,2025-10-12,C00104,P0004,SR008,West,Private Label,3404.0,827.17,212.25,0.0,614.92
T0008903,O0003585,INV0003585,IL0008903,2025-10-12,2025-10-12,C00104,P0043,SR008,West,Industrial,4238.0,613.24,157.36,0.0,455.88
T0008904,O0003585,INV0003585,IL0008904,2025-10-12,2025-10-12,C00104,P0001,SR008,West,Foodservice Packaging,3238.0,336.75,86.41,0.0,250.34
T0008905,O0003586,INV0003586,IL0008905,2025-10-11,2025-10-11,C00001,P0061,SR001,Midwest,Foodservice Packaging,37253.0,3874.31,1255.28,0.0,2619.03
