Order_ID,Customer_ID,Ship_Date,Freight_Cost
O0002970,C00001,2025-08-18,46.85
O0002971,C00018,2025-08-24,56.58
O0002972,C00006,2025-08-27,786.63
O0002973,C00001,2025-08-16,9.57
O0002974,C00002,2025-08-05,436.86
O0002975,C00093,2025-08-22,24.23
O0002976,C00004,2025-08-18,55.37
O0002977,C00002,2025-08-22,498.35
O0002978,C00116,2025-08-26,40.3
O0002979,C00031,2025-08-10,43.54
O0002980,C00014,2025-08-14,279.93
O0002981,C00011,2025-08-25,295.99
O0002982,C00001,2025-08-23,347.4
O0002983,C00002,2025-08-24,276.53
O0002984,C00006,2025-08-27,311.22
O0002985,C00014,2025-08-24,518.94
O0002986,C00002,2025-08-22,10.27
O0002987,C00021,2025-08-13,1.74
O0002988,C00001,2025-08-02,467.58
O0002989,C00087,2025-08-03,39.98
O0002990,C00092,2025-08-02,13.84
O0002991,C00003,2025-08-26,732.08
O0002992,C00007,2025-08-28,291.49
O0002993,C00001,2025-08-01,500.88
O0002994,C00059,2025-08-28,12.28
O0002995,C00075,2025-08-18,40.7
O0002996,C00003,2025-08-20,73.82
O0002997,C00008,2025-08-04,202.57
O0002998,C00003,2025-08-22,824.57
O0002999,C00001,2025-08-03,309.04
O0003000,C00001,2025-08-04,618.22
O0003001,C00002,2025-08-21,74.79
O0003002,C00001,2025-08-13,423.8
O0003003,C00003,2025-08-09,69.52
O0003004,C00001,2025-08-11,1020.3
O0003005,C00080,2025-08-23,83.43
O0003006,C00050,2025-08-27,427.62
O0003007,C00054,2025-08-23,109.9
O0003008,C00037,2025-08-19,41.37
O0003009,C00092,2025-08-22,70.82
O0003010,C00103,2025-08-09,17.29
O0003011,C00037,2025-08-03,131.17
O0003012,C00044,2025-08-04,160.68
O0003013,C00010,2025-08-20,462.22
O0003014,C00004,2025-08-09,383.69
O0003015,C00027,2025-08-13,11.22
O0003016,C00002,2025-08-22,130.37
O0003017,C00068,2025-08-23,48.71
O0003018,C00001,2025-08-26,296.98
O0003019,C00003,2025-08-11,229.44
O0003020,C00001,2025-08-23,280.19
O0003021,C00002,2025-08-23,134.7
O0003022,C00011,2025-08-23,8.13
O0003023,C00046,2025-08-18,117.74
O0003024,C00002,2025-08-06,542.44
O0003025,C00001,2025-08-19,141.19
O0003026,C00069,2025-08-08,47.76
O0003027,C00001,2025-08-07,196.18
O0003028,C00001,2025-08-08,441.38
O0003029,C00044,2025-08-22,57.96
O0003030,C00001,2025-08-27,320.3
O0003031,C00119,2025-08-05,19.21
O0003032,C00106,2025-08-01,53.26
O0003033,C00001,2025-08-05,161.69
O0003034,C00001,2025-08-13,348.27
O0003035,C00034,2025-08-19,239.87
O0003036,C00012,2025-08-12,354.42
O0003037,C00015,2025-08-21,385.58
O0003038,C00027,2025-08-16,87.8
O0003039,C00082,2025-08-28,30.81
O0003040,C00001,2025-08-25,141.07
O0003041,C00001,2025-08-14,287.5
O0003042,C00001,2025-08-28,305.27
O0003043,C00005,2025-08-04,7.34
O0003044,C00004,2025-08-13,294.7
O0003045,C00017,2025-08-08,5.51
O0003046,C00032,2025-08-21,327.56
O0003047,C00020,2025-08-02,109.51
O0003048,C00102,2025-08-21,59.99
O0003049,C00011,2025-08-18,33.28
O0003050,C00001,2025-08-15,414.16
O0003051,C00092,2025-08-24,53.14
O0003052,C00001,2025-08-20,1011.85
O0003053,C00010,2025-08-13,471.28
O0003054,C00096,2025-08-09,28.37
O0003055,C00002,2025-08-13,46.65
O0003056,C00049,2025-08-28,119.82
O0003057,C00081,2025-08-22,0.94
O0003058,C00085,2025-08-11,31.09
O0003059,C00001,2025-08-11,257.64
O0003060,C00031,2025-08-27,106.3
O0003061,C00003,2025-08-06,56.37
O0003062,C00024,2025-08-07,347.0
O0003063,C00008,2025-08-25,558.4
O0003064,C00022,2025-08-03,210.59
O0003065,C00036,2025-08-17,113.36
O0003066,C00024,2025-08-15,107.51
O0003067,C00015,2025-08-07,103.35
O0003068,C00028,2025-08-26,80.4
O0003069,C00020,2025-08-20,64.95
O0003070,C00030,2025-08-26,46.66
O0003071,C00059,2025-08-19,40.39
O0003072,C00015,2025-08-27,162.62
O0003073,C00002,2025-08-28,247.34
O0003074,C00068,2025-08-24,57.06
O0003075,C00014,2025-08-28,718.3
O0003076,C00034,2025-08-10,180.06
O0003077,C00051,2025-08-15,70.67
O0003078,C00038,2025-08-05,342.12
O0003079,C00105,2025-08-28,72.69
O0003080,C00005,2025-08-23,261.82
O0003081,C00013,2025-08-08,529.08
O0003082,C00106,2025-08-01,64.2
O0003083,C00015,2025-08-20,258.88
O0003084,C00001,2025-08-20,25.49
O0003085,C00065,2025-08-12,19.14
O0003086,C00011,2025-08-27,89.64
O0003087,C00067,2025-08-28,45.42
O0003088,C00016,2025-08-08,5.14
O0003089,C00001,2025-08-28,487.09
O0003090,C00001,2025-08-04,151.51
O0003091,C00003,2025-08-14,1074.62
O0003092,C00003,2025-08-02,10.46
O0003093,C00009,2025-08-25,245.22
O0003094,C00012,2025-08-13,292.3
O0003095,C00001,2025-08-01,231.82
O0003096,C00072,2025-08-08,13.97
O0003097,C00074,2025-08-11,16.25
O0003098,C00001,2025-08-01,188.8
O0003099,C00068,2025-08-06,31.45
O0003100,C00014,2025-08-09,9.68
O0003101,C00001,2025-08-27,29.08
O0003102,C00001,2025-08-22,215.14
O0003103,C00055,2025-08-15,15.42
O0003104,C00001,2025-08-16,173.3
O0003105,C00001,2025-08-08,197.05
O0003106,C00022,2025-08-28,69.34
O0003107,C00029,2025-08-28,58.25
O0003108,C00001,2025-08-25,451.62
O0003109,C00082,2025-08-10,5.98
O0003110,C00007,2025-08-09,42.73
O0003111,C00076,2025-08-01,23.53
O0003112,C00059,2025-08-27,17.24
O0003113,C00082,2025-08-12,37.1
O0003114,C00096,2025-08-03,23.41
O0003115,C00001,2025-08-21,8.11
O0003116,C00001,2025-08-07,351.3
O0003117,C00015,2025-08-27,643.85
O0003118,C00008,2025-08-10,196.81
O0003119,C00011,2025-08-07,8.93
O0003120,C00002,2025-08-07,276.56
O0003121,C00044,2025-09-15,85.01
O0003122,C00001,2025-09-26,566.69
O0003123,C00046,2025-09-23,132.45
O0003124,C00001,2025-09-18,591.74
O0003125,C00001,2025-09-15,129.79
O0003126,C00017,2025-09-08,114.25
O0003127,C00066,2025-09-04,20.31
O0003128,C00009,2025-09-14,220.74
O0003129,C00116,2025-09-11,8.35
O0003130,C00038,2025-09-16,114.99
O0003131,C00001,2025-09-21,442.94
O0003132,C00026,2025-09-12,61.5
O0003133,C00096,2025-09-07,60.5
O0003134,C00001,2025-09-05,762.87
O0003135,C00049,2025-09-08,15.47
O0003136,C00002,2025-09-28,74.26
O0003137,C00056,2025-09-20,30.0
O0003138,C00014,2025-09-22,533.77
O0003139,C00001,2025-09-07,557.85
O0003140,C00001,2025-09-12,555.39
O0003141,C00001,2025-09-15,12.56
O0003142,C00017,2025-09-01,2.42
O0003143,C00088,2025-09-17,27.57
O0003144,C00041,2025-09-26,19.3
O0003145,C00097,2025-09-10,17.59
O0003146,C00001,2025-09-16,461.74
O0003147,C00001,2025-09-18,31.99
O0003148,C00038,2025-09-26,75.21
O0003149,C00005,2025-09-20,448.62
O0003150,C00002,2025-09-27,194.21
O0003151,C00003,2025-09-22,498.76
O0003152,C00054,2025-09-03,15.84
O0003153,C00039,2025-09-17,44.14
O0003154,C00001,2025-09-18,141.23
O0003155,C00010,2025-09-24,290.53
O0003156,C00008,2025-09-01,328.54
O0003157,C00001,2025-09-15,73.72
O0003158,C00001,2025-09-27,81.3
O0003159,C00001,2025-09-01,281.19
O0003160,C00027,2025-09-04,39.7
O0003161,C00001,2025-09-08,541.41
O0003162,C00010,2025-09-27,264.78
O0003163,C00013,2025-09-02,118.12
O0003164,C00069,2025-09-26,42.26
O0003165,C00001,2025-09-04,45.33
O0003166,C00099,2025-09-13,15.03
O0003167,C00015,2025-09-06,43.45
O0003168,C00022,2025-09-08,53.46
O0003169,C00004,2025-09-15,221.8
O0003170,C00092,2025-09-28,21.65
O0003171,C00002,2025-09-24,441.55
O0003172,C00001,2025-09-01,301.35
O0003173,C00077,2025-09-09,52.52
O0003174,C00042,2025-09-14,123.18
O0003175,C00001,2025-09-08,448.66
O0003176,C00020,2025-09-27,46.33
O0003177,C00041,2025-09-25,218.39
O0003178,C00037,2025-09-18,109.17
O0003179,C00013,2025-09-24,204.35
O0003180,C00003,2025-09-01,4.27
O0003181,C00001,2025-09-11,589.27
O0003182,C00001,2025-09-13,715.01
O0003183,C00001,2025-09-25,427.03
O0003184,C00060,2025-09-26,13.76
O0003185,C00029,2025-09-05,51.4
O0003186,C00001,2025-09-11,293.5
O0003187,C00001,2025-09-06,301.67
O0003188,C00004,2025-09-13,165.12
O0003189,C00036,2025-09-27,88.23
O0003190,C00059,2025-09-11,30.41
O0003191,C00119,2025-09-07,53.45
O0003192,C00037,2025-09-13,145.15
O0003193,C00051,2025-09-12,154.14
O0003194,C00073,2025-09-20,31.59
O0003195,C00056,2025-09-02,31.62
O0003196,C00001,2025-09-04,415.09
O0003197,C00001,2025-09-21,502.55
O0003198,C00059,2025-09-20,31.24
O0003199,C00034,2025-09-15,8.99
O0003200,C00018,2025-09-06,172.5
O0003201,C00034,2025-09-05,207.96
O0003202,C00028,2025-09-21,53.7
O0003203,C00008,2025-09-07,334.6
O0003204,C00001,2025-09-05,325.27
O0003205,C00007,2025-09-16,119.76
O0003206,C00043,2025-09-14,10.92
O0003207,C00018,2025-09-27,68.44
O0003208,C00045,2025-09-21,216.4
O0003209,C00032,2025-09-15,112.62
O0003210,C00039,2025-09-12,28.44
O0003211,C00002,2025-09-07,597.17
O0003212,C00007,2025-09-12,382.79
O0003213,C00001,2025-09-08,411.68
O0003214,C00020,2025-09-02,103.84
O0003215,C00001,2025-09-09,613.82
O0003216,C00033,2025-09-22,99.08
O0003217,C00072,2025-09-04,12.1
O0003218,C00065,2025-09-09,40.65
O0003219,C00015,2025-09-10,482.71
O0003220,C00117,2025-09-27,87.75
O0003221,C00012,2025-09-22,354.14
O0003222,C00001,2025-09-26,198.18
O0003223,C00001,2025-09-22,227.69
O0003224,C00001,2025-09-26,207.8
O0003225,C00118,2025-09-24,84.62
O0003226,C00061,2025-09-17,37.03
O0003227,C00046,2025-09-06,127.56
O0003228,C00001,2025-09-03,394.24
O0003229,C00001,2025-09-13,210.45
O0003230,C00005,2025-09-05,12.62
O0003231,C00021,2025-09-24,214.81
O0003232,C00042,2025-09-07,159.9
O0003233,C00001,2025-09-22,64.44
O0003234,C00047,2025-09-04,23.64
O0003235,C00094,2025-09-06,32.58
O0003236,C00035,2025-09-22,58.05
O0003237,C00107,2025-09-01,1.38
O0003238,C00001,2025-09-15,213.89
O0003239,C00001,2025-09-12,234.34
O0003240,C00041,2025-09-26,77.9
O0003241,C00025,2025-09-09,88.24
O0003242,C00002,2025-09-03,211.55
O0003243,C00001,2025-09-13,426.38
O0003244,C00019,2025-09-01,253.1
O0003245,C00001,2025-09-04,509.63
O0003246,C00001,2025-09-22,286.37
O0003247,C00098,2025-09-16,75.74
O0003248,C00009,2025-09-05,144.89
O0003249,C00001,2025-09-04,523.19
O0003250,C00094,2025-09-03,17.47
O0003251,C00065,2025-09-23,45.2
O0003252,C00020,2025-09-21,3.59
O0003253,C00013,2025-09-17,412.95
O0003254,C00093,2025-09-14,55.66
O0003255,C00119,2025-09-24,56.91
O0003256,C00003,2025-09-21,85.25
O0003257,C00013,2025-09-24,43.28
O0003258,C00030,2025-09-21,14.35
O0003259,C00001,2025-09-07,162.28
O0003260,C00108,2025-09-27,7.04
O0003261,C00012,2025-09-24,275.28
O0003262,C00011,2025-09-05,738.35
O0003263,C00001,2025-09-27,7.45
O0003264,C00001,2025-09-25,83.8
O0003265,C00091,2025-09-27,18.87
O0003266,C00036,2025-09-23,60.65
O0003267,C00017,2025-09-05,24.58
O0003268,C00002,2025-09-13,207.22
O0003269,C00001,2025-09-02,186.47
O0003270,C00050,2025-09-22,153.14
O0003271,C00021,2025-09-25,107.65
O0003272,C00019,2025-09-01,59.03
O0003273,C00001,2025-09-16,323.56
O0003274,C00052,2025-09-13,116.74
O0003275,C00006,2025-09-13,341.02
O0003276,C00022,2025-09-13,10.0
O0003277,C00001,2025-09-03,55.01
O0003278,C00037,2025-09-10,103.73
O0003279,C00017,2025-09-21,87.53
O0003280,C00071,2025-09-02,15.74
O0003281,C00001,2025-09-16,240.57
O0003282,C00013,2025-09-19,629.54
O0003283,C00044,2025-09-27,92.3
O0003284,C00069,2025-09-08,43.6
O0003285,C00008,2025-09-15,42.09
O0003286,C00013,2025-09-17,391.4
O0003287,C00013,2025-09-02,243.17
O0003288,C00039,2025-09-26,134.42
O0003289,C00007,2025-09-27,403.56
O0003290,C00076,2025-09-14,33.75
O0003291,C00001,2025-09-24,25.6
O0003292,C00012,2025-09-16,279.06
O0003293,C00022,2025-09-02,122.53
O0003294,C00018,2025-09-17,131.91
O0003295,C00038,2025-09-14,212.27
O0003296,C00001,2025-09-04,498.22
O0003297,C00001,2025-09-13,157.85
O0003298,C00072,2025-09-04,9.01
O0003299,C00003,2025-09-11,244.83
O0003300,C00021,2025-09-07,33.17
O0003301,C00039,2025-09-22,2.75
O0003302,C00021,2025-09-16,4.05
O0003303,C00042,2025-09-22,28.42
O0003304,C00020,2025-09-12,60.82
O0003305,C00017,2025-09-04,76.32
O0003306,C00001,2025-09-09,322.89
O0003307,C00019,2025-09-09,35.87
O0003308,C00001,2025-09-19,211.79
O0003309,C00001,2025-09-07,319.92
O0003310,C00017,2025-09-06,38.28
O0003311,C00001,2025-09-20,323.32
O0003312,C00014,2025-09-08,141.58
O0003313,C00036,2025-09-04,85.79
O0003314,C00001,2025-09-03,276.36
O0003315,C00013,2025-09-21,84.41
O0003316,C00003,2025-09-15,37.48
O0003317,C00016,2025-09-04,96.26
O0003318,C00001,2025-09-28,236.99
O0003319,C00097,2025-09-26,28.91
O0003320,C00002,2025-09-22,446.23
O0003321,C00013,2025-09-13,186.6
O0003322,C00043,2025-09-06,80.97
O0003323,C00108,2025-09-02,28.74
O0003324,C00001,2025-09-10,630.91
O0003325,C00036,2025-09-04,131.06
O0003326,C00005,2025-09-16,174.56
O0003327,C00023,2025-09-20,10.18
O0003328,C00002,2025-09-19,444.26
O0003329,C00016,2025-09-16,109.12
O0003330,C00007,2025-09-09,447.53
O0003331,C00021,2025-09-05,35.53
O0003332,C00087,2025-09-18,28.55
O0003333,C00002,2025-09-02,16.58
O0003334,C00010,2025-09-24,377.63
O0003335,C00006,2025-09-18,91.32
O0003336,C00001,2025-09-23,137.64
O0003337,C00013,2025-09-12,271.94
O0003338,C00001,2025-09-15,284.63
O0003339,C00007,2025-09-26,73.6
O0003340,C00059,2025-09-02,14.25
O0003341,C00018,2025-09-04,101.87
O0003342,C00001,2025-09-06,98.48
O0003343,C00002,2025-09-01,452.31
O0003344,C00001,2025-09-02,242.54
O0003345,C00040,2025-09-07,146.47
O0003346,C00018,2025-09-07,164.72
O0003347,C00018,2025-09-24,79.45
O0003348,C00001,2025-09-23,891.93
O0003349,C00008,2025-09-28,331.17
O0003350,C00001,2025-09-16,346.37
O0003351,C00021,2025-09-05,45.04
O0003352,C00001,2025-09-24,673.93
O0003353,C00044,2025-09-15,13.05
O0003354,C00090,2025-09-21,36.95
O0003355,C00001,2025-09-23,371.36
O0003356,C00049,2025-09-20,2.23
O0003357,C00092,2025-09-20,32.4
O0003358,C00002,2025-09-19,266.64
O0003359,C00029,2025-09-16,176.89
O0003360,C00001,2025-09-27,11.55
O0003361,C00039,2025-09-03,114.73
O0003362,C00015,2025-09-13,3.79
O0003363,C00006,2025-09-07,155.79
O0003364,C00022,2025-09-22,289.7
O0003365,C00067,2025-09-07,40.51
O0003366,C00003,2025-09-12,335.02
O0003367,C00002,2025-09-13,50.47
O0003368,C00048,2025-09-27,136.12
O0003369,C00078,2025-09-28,99.18
O0003370,C00037,2025-09-22,11.59
O0003371,C00001,2025-09-20,374.4
O0003372,C00019,2025-09-24,142.2
O0003373,C00010,2025-09-23,434.76
O0003374,C00077,2025-09-26,56.88
O0003375,C00017,2025-09-10,33.61
O0003376,C00001,2025-09-10,136.88
O0003377,C00028,2025-09-04,75.91
O0003378,C00031,2025-09-23,143.85
O0003379,C00001,2025-09-27,335.75
O0003380,C00001,2025-09-01,80.78
O0003381,C00004,2025-10-17,87.2
O0003382,C00024,2025-10-22,160.34
O0003383,C00001,2025-10-15,104.72
O0003384,C00002,2025-10-25,365.69
O0003385,C00001,2025-10-11,53.34
O0003386,C00001,2025-10-23,507.8
O0003387,C00019,2025-10-10,38.65
O0003388,C00049,2025-10-04,171.37
O0003389,C00023,2025-10-23,37.73
O0003390,C00002,2025-10-18,826.8
O0003391,C00009,2025-10-18,250.59
O0003392,C00001,2025-10-20,182.02
O0003393,C00001,2025-10-06,286.62
O0003394,C00007,2025-10-14,276.12
O0003395,C00062,2025-10-16,32.33
O0003396,C00001,2025-10-11,343.23
O0003397,C00001,2025-10-03,713.82
O0003398,C00001,2025-10-21,89.24
O0003399,C00034,2025-10-17,40.98
O0003400,C00007,2025-10-02,347.36
O0003401,C00066,2025-10-08,28.37
O0003402,C00003,2025-10-25,34.47
O0003403,C00001,2025-10-27,258.48
O0003404,C00001,2025-10-21,132.03
O0003405,C00071,2025-10-06,96.53
O0003406,C00013,2025-10-18,467.18
O0003407,C00081,2025-10-22,36.16
O0003408,C00013,2025-10-06,459.23
O0003409,C00007,2025-10-12,389.66
O0003410,C00033,2025-10-26,69.09
O0003411,C00009,2025-10-20,37.0
O0003412,C00065,2025-10-03,45.79
O0003413,C00047,2025-10-21,139.07
O0003414,C00043,2025-10-21,100.65
O0003415,C00001,2025-10-21,355.05
O0003416,C00043,2025-10-07,167.96
O0003417,C00001,2025-10-03,156.89
O0003418,C00005,2025-10-05,205.27
O0003419,C00014,2025-10-25,153.95
O0003420,C00016,2025-10-20,19.88
O0003421,C00094,2025-10-20,39.11
O0003422,C00008,2025-10-10,107.39
O0003423,C00012,2025-10-13,173.25
O0003424,C00001,2025-10-11,317.33
O0003425,C00001,2025-10-04,440.27
O0003426,C00047,2025-10-24,29.7
O0003427,C00002,2025-10-19,318.74
O0003428,C00059,2025-10-18,23.57
O0003429,C00003,2025-10-07,512.36
O0003430,C00085,2025-10-02,6.55
O0003431,C00003,2025-10-16,265.36
O0003432,C00005,2025-10-13,247.82
O0003433,C00044,2025-10-09,216.59
O0003434,C00046,2025-10-02,140.34
O0003435,C00023,2025-10-15,231.89
O0003436,C00003,2025-10-26,175.55
O0003437,C00009,2025-10-03,430.59
O0003438,C00036,2025-10-27,203.66
O0003439,C00032,2025-10-14,67.17
O0003440,C00018,2025-10-19,178.76
O0003441,C00017,2025-10-18,17.68
O0003442,C00017,2025-10-14,75.88
O0003443,C00001,2025-10-17,149.4
O0003444,C00003,2025-10-26,306.15
O0003445,C00050,2025-10-10,163.07
O0003446,C00001,2025-10-28,644.42
O0003447,C00014,2025-10-13,140.82
O0003448,C00019,2025-10-07,54.32
O0003449,C00002,2025-10-09,6.96
O0003450,C00036,2025-10-09,137.4
O0003451,C00002,2025-10-25,84.87
O0003452,C00118,2025-10-28,51.18
O0003453,C00098,2025-10-22,20.9
O0003454,C00088,2025-10-28,4.72
O0003455,C00039,2025-10-05,11.84
O0003456,C00001,2025-10-09,366.76
O0003457,C00001,2025-10-11,221.63
O0003458,C00002,2025-10-26,24.33
O0003459,C00001,2025-10-12,536.24
O0003460,C00043,2025-10-07,193.1
O0003461,C00001,2025-10-01,629.34
O0003462,C00010,2025-10-21,180.98
O0003463,C00013,2025-10-12,184.47
O0003464,C00001,2025-10-23,8.09
O0003465,C00065,2025-10-03,54.76
O0003466,C00079,2025-10-01,1.0
O0003467,C00017,2025-10-06,71.08
O0003468,C00011,2025-10-19,576.06
O0003469,C00094,2025-10-15,17.47
O0003470,C00062,2025-10-10,43.46
O0003471,C00090,2025-10-12,39.21
O0003472,C00094,2025-10-26,41.25
O0003473,C00004,2025-10-02,692.3
O0003474,C00001,2025-10-09,333.73
O0003475,C00002,2025-10-11,186.08
O0003476,C00050,2025-10-13,116.21
O0003477,C00019,2025-10-20,31.11
O0003478,C00001,2025-10-19,778.38
O0003479,C00001,2025-10-18,22.48
O0003480,C00011,2025-10-09,416.24
O0003481,C00059,2025-10-11,21.45
O0003482,C00093,2025-10-14,0.55
O0003483,C00067,2025-10-22,8.12
O0003484,C00053,2025-10-20,128.18
O0003485,C00007,2025-10-19,121.48
O0003486,C00004,2025-10-22,577.35
O0003487,C00001,2025-10-08,566.24
O0003488,C00105,2025-10-15,51.35
O0003489,C00048,2025-10-14,174.24
O0003490,C00008,2025-10-16,512.71
O0003491,C00006,2025-10-20,397.75
O0003492,C00084,2025-10-22,60.41
O0003493,C00011,2025-10-20,319.34
O0003494,C00014,2025-10-13,492.91
O0003495,C00010,2025-10-18,261.82
O0003496,C00001,2025-10-24,41.28
O0003497,C00029,2025-10-07,200.17
O0003498,C00083,2025-10-01,19.6
O0003499,C00001,2025-10-26,458.08
O0003500,C00005,2025-10-09,352.38
O0003501,C00003,2025-10-21,501.13
O0003502,C00039,2025-10-08,60.84
O0003503,C00010,2025-10-24,335.28
O0003504,C00020,2025-10-16,58.83
O0003505,C00073,2025-10-28,26.03
O0003506,C00090,2025-10-25,59.59
O0003507,C00081,2025-10-06,53.15
O0003508,C00012,2025-10-19,313.43
O0003509,C00061,2025-10-10,91.87
O0003510,C00004,2025-10-13,417.67
O0003511,C00023,2025-10-16,166.92
O0003512,C00004,2025-10-05,268.18
O0003513,C00008,2025-10-12,35.19
O0003514,C00003,2025-10-28,524.31
O0003515,C00063,2025-10-03,11.62
O0003516,C00021,2025-10-19,140.46
O0003517,C00001,2025-10-27,78.21
O0003518,C00005,2025-10-06,278.93
O0003519,C00037,2025-10-03,140.52
O0003520,C00014,2025-10-17,932.28
O0003521,C00001,2025-10-07,180.03
O0003522,C00002,2025-10-10,15.78
O0003523,C00088,2025-10-26,31.47
O0003524,C00001,2025-10-26,148.47
O0003525,C00009,2025-10-07,735.14
O0003526,C00010,2025-10-10,266.29
O0003527,C00010,2025-10-02,262.9
O0003528,C00118,2025-10-01,15.41
O0003529,C00105,2025-10-26,50.8
O0003530,C00004,2025-10-02,74.35
O0003531,C00115,2025-10-18,31.69
O0003532,C00070,2025-10-07,30.31
O0003533,C00001,2025-10-24,362.01
O0003534,C00002,2025-10-01,373.27
O0003535,C00014,2025-10-18,475.66
O0003536,C00027,2025-10-06,71.14
O0003537,C00068,2025-10-11,60.4
O0003538,C00015,2025-10-07,61.67
O0003539,C00013,2025-10-24,777.58
O0003540,C00001,2025-10-24,414.5
O0003541,C00078,2025-10-28,71.83
O0003542,C00009,2025-10-27,604.03
O0003543,C00020,2025-10-09,11.73
O0003544,C00011,2025-10-09,73.92
O0003545,C00002,2025-10-15,366.79
O0003546,C00015,2025-10-02,161.96
O0003547,C00001,2025-10-11,604.12
O0003548,C00002,2025-10-04,396.8
O0003549,C00015,2025-10-08,49.73
O0003550,C00001,2025-10-16,112.11
O0003551,C00009,2025-10-21,357.95
O0003552,C00117,2025-10-19,32.93
O0003553,C00001,2025-10-07,262.69
O0003554,C00004,2025-10-23,519.95
O0003555,C00068,2025-10-20,18.62
O0003556,C00006,2025-10-28,194.61
O0003557,C00001,2025-10-24,371.44
O0003558,C00031,2025-10-25,1.62
O0003559,C00004,2025-10-12,13.34
O0003560,C00063,2025-10-10,36.59
O0003561,C00001,2025-10-19,531.85
O0003562,C00058,2025-10-05,30.47
O0003563,C00001,2025-10-28,440.05
O0003564,C00005,2025-10-24,88.5
O0003565,C00083,2025-10-18,43.14
O0003566,C00001,2025-10-07,162.58
O0003567,C00001,2025-10-18,296.46
O0003568,C00003,2025-10-22,12.78
O0003569,C00001,2025-10-18,92.61
O0003570,C00091,2025-10-21,0.67
O0003571,C00001,2025-10-05,560.42
O0003572,C00010,2025-10-20,31.24
O0003573,C00052,2025-10-11,121.73
O0003574,C00007,2025-10-20,409.13
O0003575,C00026,2025-10-24,113.52
O0003576,C00025,2025-10-12,25.41
O0003577,C00004,2025-10-22,197.1
O0003578,C00002,2025-10-01,202.86
O0003579,C00025,2025-10-17,61.53
O0003580,C00007,2025-10-08,448.57
O0003581,C00001,2025-10-19,379.6
O0003582,C00015,2025-10-02,608.56
O0003583,C00002,2025-10-16,82.91
O0003584,C00103,2025-10-04,117.23
O0003585,C00104,2025-10-12,46.79
O0003586,C00001,2025-10-11,46.51
O0003587,C00014,2025-10-22,298.46
O0003588,C00018,2025-10-26,63.03
O0003589,C00006,2025-10-11,431.09
O0003590,C00014,2025-10-19,133.74
O0003591,C00027,2025-10-25,75.82
O0003592,C00002,2025-10-12,621.42
O0003593,C00085,2025-10-09,79.94
O0003594,C00062,2025-10-16,20.71
O0003595,C00001,2025-10-27,8.56
O0003596,C00004,2025-10-19,653.11
O0003597,C00001,2025-10-07,239.83
O0003598,C00013,2025-10-19,213.6
O0003599,C00027,2025-10-05,98.85
O0003600,C00001,2025-10-10,42.63
O0003601,C00001,2025-10-28,280.25
O0003602,C00025,2025-10-14,324.16
O0003603,C00013,2025-10-20,280.32
O0003604,C00002,2025-10-23,138.59
O0003605,C00002,2025-10-25,716.9
O0003606,C00001,2025-10-01,157.07
O0003607,C00045,2025-10-03,134.12
O0003608,C00001,2025-10-16,447.15
O0003609,C00004,2025-10-22,15.44
O0003610,C00001,2025-10-08,409.99
O0003611,C00067,2025-10-18,49.02
O0003612,C00001,2025-10-12,218.09
O0003613,C00063,2025-10-13,20.56
O0003614,C00077,2025-10-23,22.84
O0003615,C00015,2025-10-27,223.19
O0003616,C00008,2025-10-24,108.91
O0003617,C00022,2025-10-25,55.56
O0003618,C00050,2025-10-23,102.06
O0003619,C00009,2025-10-14,458.69
O0003620,C00003,2025-10-20,626.35
O0003621,C00061,2025-10-23,29.87
O0003622,C00003,2025-10-16,434.22
O0003623,C00046,2025-10-05,4.27
O0003624,C00001,2025-10-06,393.15
O0003625,C00004,2025-10-01,35.32
O0003626,C00002,2025-10-15,416.64
O0003627,C00065,2025-10-01,77.17
O0003628,C00023,2025-10-19,227.09
O0003629,C00058,2025-10-01,44.36
O0003630,C00060,2025-10-13,60.13
O0003631,C00021,2025-10-07,171.93
O0003632,C00082,2025-10-01,71.09
O0003633,C00031,2025-10-07,223.85
O0003634,C00001,2025-10-22,519.29
O0003635,C00048,2025-10-21,144.47
O0003636,C00031,2025-10-25,156.02
O0003637,C00078,2025-10-27,41.5
O0003638,C00013,2025-10-23,182.49
O0003639,C00003,2025-10-27,193.38
O0003640,C00014,2025-10-24,477.16
O0003641,C00027,2025-11-07,1.48
O0003642,C00001,2025-11-15,232.71
O0003643,C00026,2025-11-03,168.95
O0003644,C00001,2025-11-06,205.64
O0003645,C00009,2025-11-07,912.34
O0003646,C00018,2025-11-08,53.3
O0003647,C00022,2025-11-21,138.17
O0003648,C00011,2025-11-01,266.11
O0003649,C00002,2025-11-03,26.21
O0003650,C00001,2025-11-01,205.01
O0003651,C00004,2025-11-16,423.65
O0003652,C00001,2025-11-17,593.93
O0003653,C00004,2025-11-21,6.97
O0003654,C00003,2025-11-20,185.13
O0003655,C00008,2025-11-25,357.86
O0003656,C00029,2025-11-03,90.2
O0003657,C00002,2025-11-07,832.76
O0003658,C00021,2025-11-13,227.82
O0003659,C00081,2025-11-24,19.09
O0003660,C00013,2025-11-19,10.02
O0003661,C00017,2025-11-01,70.96
O0003662,C00006,2025-11-14,217.94
O0003663,C00001,2025-11-20,384.21
O0003664,C00002,2025-11-16,490.24
O0003665,C00022,2025-11-09,101.78
O0003666,C00020,2025-11-22,56.12
O0003667,C00059,2025-11-17,96.86
