Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0006993,P0023,PLANT-CENTRAL,PLA Paper,2025-07-23,21158,274.637,0.3847,1165.64,12.33,0.022
T0006994,P0029,PLANT-EAST,RPET,2025-07-23,12984,487.166,0.6834,1470.95,23.44,0.052
T0006995,P0021,PLANT-EAST,Bagasse,2025-07-23,11866,210.044,0.2825,424.83,9.69,0.031
T0006996,P0031,PLANT-CENTRAL,Bagasse,2025-07-12,4353,65.31,0.1037,132.1,3.32,0.031
T0006997,P0054,PLANT-WEST,RPET,2025-07-12,4235,139.932,0.2229,422.51,8.68,0.052
T0006998,P0029,PLANT-EAST,RPET,2025-07-18,15663,587.695,0.8244,1774.49,28.28,0.052
T0006999,P0058,PLANT-WEST,PLA Paper,2025-07-18,17250,254.273,0.3136,1079.21,12.21,0.022
T0007000,P0031,PLANT-CENTRAL,Bagasse,2025-07-09,14223,213.359,0.3387,431.54,10.86,0.031
T0007001,P0040,PLANT-SOUTH,PLA Paper,2025-07-09,15121,98.136,0.1575,416.52,4.7,0.017
T0007002,P0054,PLANT-WEST,RPET,2025-07-19,35994,1189.266,1.8945,3590.87,73.73,0.052
T0007003,P0060,PLANT-SOUTH,PLA Paper,2025-07-19,34980,257.808,0.3644,1094.21,10.87,0.017
T0007004,P0029,PLANT-EAST,RPET,2025-07-25,17535,657.946,0.9229,1986.6,31.66,0.052
T0007005,P0020,PLANT-SOUTH,PLA Paper,2025-07-25,22002,121.011,0.2292,513.61,6.83,0.017
T0007006,P0037,PLANT-EAST,Molded Fiber,2025-07-25,17726,418.355,0.6818,879.21,23.39,0.048
T0007007,P0055,PLANT-CENTRAL,PLA Paper,2025-07-25,48313,313.553,0.5033,1330.82,16.13,0.017
T0007008,P0069,PLANT-EAST,RPET,2025-07-24,27691,914.943,1.4575,2762.58,49.99,0.052
T0007009,P0014,PLANT-WEST,RPET,2025-07-24,40309,1512.396,2.1215,4566.53,82.57,0.052
T0007010,P0056,PLANT-SOUTH,Bagasse,2025-07-11,56515,1135.972,1.3456,2297.62,40.13,0.031
T0007011,P0063,PLANT-CENTRAL,PLA Paper,2025-07-11,23480,258.286,0.4269,1096.24,13.69,0.022
T0007012,P0070,PLANT-WEST,PLA Paper,2025-07-11,23329,151.409,0.243,642.63,9.46,0.017
T0007013,P0045,PLANT-EAST,PLA Paper,2025-07-05,39679,292.438,0.4133,1241.2,14.18,0.017
T0007014,P0065,PLANT-EAST,PLA Paper,2025-07-11,46845,257.65,0.488,1093.54,16.74,0.017
T0007015,P0035,PLANT-CENTRAL,PLA Paper,2025-07-17,17790,97.847,0.1853,415.29,5.94,0.017
T0007016,P0021,PLANT-EAST,Bagasse,2025-07-04,46566,824.228,1.1087,1667.08,38.03,0.031
T0007017,P0042,PLANT-WEST,Molded Fiber,2025-07-04,34005,911.341,1.3079,1915.27,50.9,0.048
T0007018,P0028,PLANT-SOUTH,PLA Paper,2025-07-04,30638,451.605,0.5571,1916.75,16.61,0.022
T0007019,P0034,PLANT-WEST,RPET,2025-07-28,39703,1111.7,2.0897,3356.67,81.33,0.052
T0007020,P0074,PLANT-WEST,RPET,2025-07-28,16738,628.025,0.881,1896.26,34.29,0.052
T0007021,P0052,PLANT-SOUTH,Molded Fiber,2025-07-28,20258,478.098,0.7792,1004.77,23.23,0.048
T0007022,P0006,PLANT-WEST,Bagasse,2025-07-28,50535,894.48,1.2032,1809.18,46.83,0.031
T0007023,P0042,PLANT-WEST,Molded Fiber,2025-07-08,11646,312.113,0.4479,655.94,17.43,0.048
T0007024,P0024,PLANT-SOUTH,RPET,2025-07-03,4459,147.356,0.2347,444.93,7.0,0.052
T0007025,P0006,PLANT-WEST,Bagasse,2025-07-03,4663,82.545,0.111,166.96,4.32,0.031
T0007026,P0058,PLANT-WEST,PLA Paper,2025-07-13,12252,180.603,0.2228,766.53,8.67,0.022
T0007027,P0044,PLANT-SOUTH,RPET,2025-07-13,16306,611.837,0.8583,1847.38,25.59,0.052
T0007028,P0064,PLANT-SOUTH,RPET,2025-07-13,16205,453.759,0.8529,1370.08,25.43,0.052
T0007029,P0063,PLANT-CENTRAL,PLA Paper,2025-07-16,37446,411.915,0.6809,1748.29,21.83,0.022
T0007030,P0009,PLANT-EAST,RPET,2025-07-16,47928,1583.55,2.5225,4781.37,86.52,0.052
T0007031,P0047,PLANT-CENTRAL,Molded Fiber,2025-07-16,22540,450.819,0.867,947.44,27.79,0.048
T0007032,P0027,PLANT-CENTRAL,Molded Fiber,2025-07-16,37912,1016.063,1.4582,2135.36,46.75,0.048
T0007033,P0078,PLANT-WEST,PLA Paper,2025-07-17,37140,408.541,0.6753,1733.97,26.28,0.022
T0007034,P0072,PLANT-SOUTH,Molded Fiber,2025-07-17,24061,644.861,0.9255,1355.24,27.6,0.048
T0007035,P0034,PLANT-WEST,RPET,2025-07-17,42971,1203.203,2.2617,3632.95,88.02,0.052
T0007036,P0003,PLANT-CENTRAL,PLA Paper,2025-07-28,51309,564.408,0.9329,2395.52,29.91,0.022
T0007037,P0057,PLANT-EAST,Molded Fiber,2025-07-28,24873,666.622,0.9567,1400.97,32.81,0.048
T0007038,P0010,PLANT-WEST,PLA Paper,2025-07-28,53372,346.386,0.556,1470.17,21.64,0.017
T0007039,P0014,PLANT-WEST,RPET,2025-07-28,40791,1530.484,2.1469,4621.14,83.56,0.052
T0007040,P0024,PLANT-SOUTH,RPET,2025-07-28,16710,552.13,0.8795,1667.1,26.23,0.052
T0007041,P0079,PLANT-CENTRAL,RPET,2025-07-04,21523,602.65,1.1328,1819.64,36.32,0.052
T0007042,P0012,PLANT-SOUTH,Molded Fiber,2025-07-04,18844,505.034,0.7248,1061.38,21.61,0.048
T0007043,P0060,PLANT-SOUTH,PLA Paper,2025-07-04,35968,265.088,0.3747,1125.11,11.17,0.017
T0007044,P0004,PLANT-SOUTH,RPET,2025-07-04,44103,1234.895,2.3212,3728.64,69.22,0.052
T0007045,P0057,PLANT-EAST,Molded Fiber,2025-07-25,3533,94.701,0.1359,199.02,4.66,0.048
T0007046,P0070,PLANT-WEST,PLA Paper,2025-07-25,3037,19.714,0.0316,83.67,1.23,0.017
T0007047,P0018,PLANT-WEST,PLA Paper,2025-07-25,5540,60.95,0.1007,258.69,3.92,0.022
T0007048,P0063,PLANT-CENTRAL,PLA Paper,2025-07-25,2450,26.96,0.0446,114.43,1.43,0.022
T0007049,P0026,PLANT-WEST,Bagasse,2025-07-05,6566,131.988,0.1563,266.96,6.09,0.031
T0007050,P0005,PLANT-EAST,PLA Paper,2025-07-05,2738,15.062,0.0285,63.93,0.98,0.017
T0007051,P0006,PLANT-WEST,Bagasse,2025-07-05,5771,102.163,0.1374,206.64,5.35,0.031
T0007052,P0036,PLANT-SOUTH,Bagasse,2025-07-27,48707,862.131,1.1597,1743.75,34.58,0.031
T0007053,P0077,PLANT-EAST,Molded Fiber,2025-07-27,31669,633.382,1.218,1331.12,41.78,0.048
T0007054,P0053,PLANT-EAST,PLA Paper,2025-07-24,7002,90.887,0.1273,385.75,4.37,0.022
T0007055,P0070,PLANT-WEST,PLA Paper,2025-07-12,18089,117.401,0.1884,498.29,7.33,0.017
T0007056,P0051,PLANT-CENTRAL,Bagasse,2025-07-18,19372,342.894,0.4613,693.54,14.79,0.031
T0007057,P0041,PLANT-EAST,Bagasse,2025-07-25,4541,91.29,0.1081,184.64,3.71,0.031
T0007058,P0016,PLANT-SOUTH,Bagasse,2025-07-25,6335,95.031,0.1508,192.21,4.5,0.031
T0007059,P0032,PLANT-SOUTH,Molded Fiber,2025-07-25,3415,68.319,0.1314,143.58,3.92,0.048
T0007060,P0043,PLANT-CENTRAL,PLA Paper,2025-07-07,12006,176.97,0.2183,751.12,7.0,0.022
T0007061,P0058,PLANT-WEST,PLA Paper,2025-07-07,21963,323.737,0.3993,1374.04,15.54,0.022
T0007062,P0022,PLANT-WEST,Molded Fiber,2025-07-07,11755,277.424,0.4521,583.03,17.6,0.048
T0007063,P0067,PLANT-CENTRAL,Molded Fiber,2025-07-25,9809,231.513,0.3773,486.55,12.1,0.048
T0007064,P0003,PLANT-CENTRAL,PLA Paper,2025-07-25,18187,200.058,0.3307,849.11,10.6,0.022
T0007065,P0033,PLANT-EAST,PLA Paper,2025-07-25,11630,127.94,0.2115,543.01,7.25,0.022
T0007066,P0074,PLANT-WEST,RPET,2025-07-16,40702,1527.159,2.1422,4611.1,83.38,0.052
T0007067,P0079,PLANT-CENTRAL,RPET,2025-07-16,18605,520.954,0.9792,1572.97,31.39,0.052
T0007068,P0071,PLANT-CENTRAL,Bagasse,2025-07-16,28625,575.37,0.6816,1163.74,21.85,0.031
T0007069,P0070,PLANT-WEST,PLA Paper,2025-07-16,42358,274.904,0.4412,1166.77,17.17,0.017
T0007070,P0016,PLANT-SOUTH,Bagasse,2025-07-24,56026,840.402,1.334,1699.8,39.78,0.031
T0007071,P0038,PLANT-WEST,PLA Paper,2025-07-24,28972,376.062,0.5268,1596.12,20.5,0.022
T0007072,P0059,PLANT-CENTRAL,RPET,2025-07-09,17099,641.56,0.9,1937.13,28.85,0.052
T0007073,P0036,PLANT-SOUTH,Bagasse,2025-07-21,19037,336.958,0.4533,681.53,13.52,0.031
T0007074,P0006,PLANT-WEST,Bagasse,2025-07-17,49458,875.41,1.1776,1770.6,45.83,0.031
T0007075,P0047,PLANT-CENTRAL,Molded Fiber,2025-07-19,42680,853.613,1.6416,1793.95,52.63,0.048
T0007076,P0032,PLANT-SOUTH,Molded Fiber,2025-07-19,22452,449.055,0.8636,943.73,25.75,0.048
T0007077,P0053,PLANT-EAST,PLA Paper,2025-07-19,26905,349.239,0.4892,1482.27,16.78,0.022
T0007078,P0006,PLANT-WEST,Bagasse,2025-07-19,32845,581.36,0.782,1175.86,30.44,0.031
T0007079,P0022,PLANT-WEST,Molded Fiber,2025-07-20,37232,878.679,1.432,1846.63,55.73,0.048
T0007080,P0048,PLANT-SOUTH,PLA Paper,2025-07-20,26171,287.89,0.4759,1221.89,14.19,0.022
T0007081,P0025,PLANT-EAST,PLA Paper,2025-07-20,51156,332.007,0.5329,1409.14,18.28,0.017
T0007082,P0066,PLANT-WEST,Bagasse,2025-07-03,32752,579.716,0.7798,1172.53,30.35,0.031
T0007083,P0010,PLANT-WEST,PLA Paper,2025-07-03,48977,317.865,0.5102,1349.11,19.86,0.017
T0007084,P0045,PLANT-EAST,PLA Paper,2025-07-03,39905,294.103,0.4157,1248.26,14.26,0.017
T0007085,P0059,PLANT-CENTRAL,RPET,2025-07-14,22093,828.962,1.1628,2502.97,37.28,0.052
T0007086,P0034,PLANT-WEST,RPET,2025-07-06,44327,1241.156,2.333,3747.55,90.8,0.052
T0007087,P0016,PLANT-SOUTH,Bagasse,2025-07-06,51564,773.467,1.2277,1564.42,36.61,0.031
T0007088,P0069,PLANT-EAST,RPET,2025-07-06,43066,1422.916,2.2667,4296.35,77.75,0.052
T0007089,P0007,PLANT-CENTRAL,Molded Fiber,2025-07-06,27551,650.215,1.0597,1366.49,33.97,0.048
T0007090,P0004,PLANT-SOUTH,RPET,2025-07-25,17561,491.713,0.9243,1484.68,27.56,0.052
T0007091,P0012,PLANT-SOUTH,Molded Fiber,2025-07-25,36568,980.03,1.4065,2059.63,41.94,0.048
T0007092,P0080,PLANT-SOUTH,PLA Paper,2025-07-25,41709,229.4,0.4345,973.64,12.96,0.017
T0007093,P0077,PLANT-EAST,Molded Fiber,2025-07-27,40846,816.933,1.571,1716.87,53.89,0.048
T0007094,P0016,PLANT-SOUTH,Bagasse,2025-07-27,56327,844.907,1.3411,1708.91,39.99,0.031
T0007095,P0067,PLANT-CENTRAL,Molded Fiber,2025-07-27,23955,565.359,0.9214,1188.16,29.54,0.048
T0007096,P0007,PLANT-CENTRAL,Molded Fiber,2025-07-27,20224,477.305,0.7779,1003.1,24.94,0.048
T0007097,P0074,PLANT-WEST,RPET,2025-07-07,36232,1359.427,1.907,4104.65,74.22,0.052
T0007098,P0028,PLANT-SOUTH,PLA Paper,2025-07-07,55050,811.439,1.0009,3443.99,29.85,0.022
T0007099,P0006,PLANT-WEST,Bagasse,2025-07-19,59128,1046.583,1.4078,2116.82,54.79,0.031
T0007100,P0036,PLANT-SOUTH,Bagasse,2025-07-19,30664,542.763,0.7301,1097.79,21.77,0.031
T0007101,P0005,PLANT-EAST,PLA Paper,2025-07-19,48359,265.975,0.5037,1128.88,17.28,0.017
T0007102,P0054,PLANT-WEST,RPET,2025-07-19,37015,1223.003,1.9482,3692.73,75.82,0.052
T0007103,P0030,PLANT-WEST,PLA Paper,2025-07-26,5497,40.516,0.0573,171.96,2.23,0.017
T0007104,P0053,PLANT-EAST,PLA Paper,2025-07-26,3551,46.094,0.0646,195.64,2.21,0.022
T0007105,P0001,PLANT-EAST,Bagasse,2025-07-26,2538,38.08,0.0604,77.02,2.07,0.031
T0007106,P0017,PLANT-EAST,Molded Fiber,2025-07-05,14317,286.345,0.5507,601.78,18.89,0.048
T0007107,P0002,PLANT-WEST,Molded Fiber,2025-07-05,7106,142.122,0.2733,298.68,10.64,0.048
T0007108,P0015,PLANT-CENTRAL,PLA Paper,2025-07-12,4152,30.605,0.0433,129.9,1.39,0.017
T0007109,P0014,PLANT-WEST,RPET,2025-07-12,4050,151.98,0.2132,458.89,8.3,0.052
T0007110,P0025,PLANT-EAST,PLA Paper,2025-07-12,2436,15.812,0.0254,67.11,0.87,0.017
T0007111,P0002,PLANT-WEST,Molded Fiber,2025-07-12,1597,31.954,0.0614,67.15,2.39,0.048
T0007112,P0031,PLANT-CENTRAL,Bagasse,2025-08-17,3173,47.601,0.0756,96.18,2.42,0.031
T0007113,P0038,PLANT-WEST,PLA Paper,2025-08-09,33931,440.431,0.6169,1828.54,24.01,0.022
T0007114,P0025,PLANT-EAST,PLA Paper,2025-08-09,38954,252.813,0.4058,1049.6,13.92,0.017
T0007115,P0071,PLANT-CENTRAL,Bagasse,2025-08-06,50762,1020.329,1.2086,2061.68,38.75,0.031
T0007116,P0046,PLANT-WEST,Bagasse,2025-08-06,45220,678.313,1.0767,1370.6,41.9,0.031
T0007117,P0059,PLANT-CENTRAL,RPET,2025-08-06,47058,1765.617,2.4767,5425.56,79.4,0.052
T0007118,P0055,PLANT-CENTRAL,PLA Paper,2025-08-10,6671,43.297,0.0695,179.76,2.23,0.017
T0007119,P0025,PLANT-EAST,PLA Paper,2025-08-15,33245,215.761,0.3463,895.78,11.88,0.017
T0007120,P0051,PLANT-CENTRAL,Bagasse,2025-08-15,52066,921.569,1.2397,1862.12,39.74,0.031
T0007121,P0021,PLANT-EAST,Bagasse,2025-08-15,39527,699.634,0.9411,1413.68,32.28,0.031
T0007122,P0071,PLANT-CENTRAL,Bagasse,2025-08-12,26693,536.539,0.6356,1084.13,20.38,0.031
T0007123,P0030,PLANT-WEST,PLA Paper,2025-08-12,22735,167.561,0.2368,695.66,9.22,0.017
T0007124,P0071,PLANT-CENTRAL,Bagasse,2025-08-13,5786,116.306,0.1378,235.01,4.42,0.031
T0007125,P0030,PLANT-WEST,PLA Paper,2025-08-13,2801,20.648,0.0292,85.72,1.14,0.017
T0007126,P0048,PLANT-SOUTH,PLA Paper,2025-08-13,2388,26.274,0.0434,109.08,1.3,0.022
T0007127,P0051,PLANT-CENTRAL,Bagasse,2025-08-13,6050,107.095,0.1441,216.4,4.62,0.031
T0007128,P0049,PLANT-EAST,RPET,2025-08-12,4868,136.308,0.2562,418.86,8.79,0.052
T0007129,P0072,PLANT-SOUTH,Molded Fiber,2025-08-12,2164,58.02,0.0833,123.11,2.48,0.048
T0007130,P0036,PLANT-SOUTH,Bagasse,2025-08-12,4594,81.321,0.1094,164.32,3.26,0.031
T0007131,P0015,PLANT-CENTRAL,PLA Paper,2025-08-01,44704,329.476,0.4657,1367.88,14.93,0.017
T0007132,P0063,PLANT-CENTRAL,PLA Paper,2025-08-01,19589,215.49,0.3562,894.65,11.42,0.022
T0007133,P0009,PLANT-EAST,RPET,2025-08-01,45008,1487.079,2.3689,4569.64,81.25,0.052
T0007134,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-01,21702,581.633,0.8347,1234.11,26.76,0.048
T0007135,P0041,PLANT-EAST,Bagasse,2025-08-09,3969,79.778,0.0945,161.2,3.24,0.031
T0007136,P0003,PLANT-CENTRAL,PLA Paper,2025-08-09,6947,76.426,0.1263,317.3,4.05,0.022
T0007137,P0059,PLANT-CENTRAL,RPET,2025-08-28,20916,784.793,1.1009,2411.59,35.29,0.052
T0007138,P0049,PLANT-EAST,RPET,2025-08-28,33636,941.81,1.7703,2894.09,60.72,0.052
T0007139,P0040,PLANT-SOUTH,PLA Paper,2025-08-06,8877,57.618,0.0925,239.21,2.76,0.017
T0007140,P0058,PLANT-WEST,PLA Paper,2025-08-06,20204,297.814,0.3674,1236.44,14.3,0.022
T0007141,P0052,PLANT-SOUTH,Molded Fiber,2025-08-06,6398,150.995,0.2461,320.38,7.34,0.048
T0007142,P0062,PLANT-WEST,Molded Fiber,2025-08-06,15027,300.546,0.578,637.7,22.49,0.048
T0007143,P0033,PLANT-EAST,PLA Paper,2025-08-13,46639,513.03,0.848,2129.95,29.09,0.022
T0007144,P0052,PLANT-SOUTH,Molded Fiber,2025-08-13,20867,492.476,0.8026,1044.94,23.93,0.048
T0007145,P0037,PLANT-EAST,Molded Fiber,2025-08-24,19470,459.506,0.7489,974.98,25.69,0.048
T0007146,P0040,PLANT-SOUTH,PLA Paper,2025-08-24,24098,156.4,0.251,649.33,7.49,0.017
T0007147,P0062,PLANT-WEST,Molded Fiber,2025-08-24,37275,745.504,1.4337,1581.81,55.8,0.048
T0007148,P0014,PLANT-WEST,RPET,2025-08-24,44864,1683.334,2.3613,5172.72,91.9,0.052
T0007149,P0035,PLANT-CENTRAL,PLA Paper,2025-08-02,2253,12.393,0.0235,51.45,0.75,0.017
T0007150,P0053,PLANT-EAST,PLA Paper,2025-08-28,8628,112.002,0.1569,465.0,5.38,0.022
T0007151,P0017,PLANT-EAST,Molded Fiber,2025-08-28,12869,257.395,0.495,546.14,16.98,0.048
T0007152,P0024,PLANT-SOUTH,RPET,2025-08-28,12534,414.15,0.6597,1272.64,19.67,0.052
T0007153,P0044,PLANT-SOUTH,RPET,2025-08-28,7336,275.265,0.3861,845.86,11.51,0.052
T0007154,P0053,PLANT-EAST,PLA Paper,2025-08-10,34594,449.031,0.629,1864.24,21.57,0.022
T0007155,P0057,PLANT-EAST,Molded Fiber,2025-08-03,14133,378.775,0.5436,803.69,18.65,0.048
T0007156,P0004,PLANT-SOUTH,RPET,2025-08-03,47303,1324.506,2.4897,4070.08,74.24,0.052
T0007157,P0071,PLANT-CENTRAL,Bagasse,2025-08-03,46206,928.749,1.1002,1876.63,35.27,0.031
T0007158,P0053,PLANT-EAST,PLA Paper,2025-08-13,53822,698.611,0.9786,2900.42,33.57,0.022
T0007159,P0048,PLANT-SOUTH,PLA Paper,2025-08-27,9911,109.021,0.1802,452.62,5.37,0.022
T0007160,P0038,PLANT-WEST,PLA Paper,2025-08-27,7436,96.527,0.1352,400.75,5.26,0.022
T0007161,P0037,PLANT-EAST,Molded Fiber,2025-08-27,8052,190.039,0.3097,403.23,10.62,0.048
T0007162,P0007,PLANT-CENTRAL,Molded Fiber,2025-08-27,7338,173.182,0.2822,367.46,9.05,0.048
T0007163,P0051,PLANT-CENTRAL,Bagasse,2025-08-26,2459,43.528,0.0586,87.95,1.88,0.031
T0007164,P0003,PLANT-CENTRAL,PLA Paper,2025-08-26,6257,68.834,0.1138,285.78,3.65,0.022
T0007165,P0053,PLANT-EAST,PLA Paper,2025-08-26,5055,65.617,0.0919,272.42,3.15,0.022
T0007166,P0038,PLANT-WEST,PLA Paper,2025-08-07,4177,54.229,0.076,225.14,2.96,0.022
T0007167,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-07,4818,129.13,0.1853,273.99,5.94,0.048
T0007168,P0044,PLANT-SOUTH,RPET,2025-08-27,3609,135.436,0.19,416.18,5.67,0.052
T0007169,P0026,PLANT-WEST,Bagasse,2025-08-27,2704,54.367,0.0644,109.85,2.51,0.031
T0007170,P0077,PLANT-EAST,Molded Fiber,2025-08-27,4423,88.466,0.1701,187.71,5.84,0.048
T0007171,P0080,PLANT-SOUTH,PLA Paper,2025-08-27,5794,31.87,0.0604,132.31,1.8,0.017
T0007172,P0034,PLANT-WEST,RPET,2025-08-12,47317,1324.89,2.4904,4071.26,96.93,0.052
T0007173,P0040,PLANT-SOUTH,PLA Paper,2025-08-18,26902,174.596,0.2802,724.87,8.36,0.017
T0007174,P0066,PLANT-WEST,Bagasse,2025-08-18,34717,614.495,0.8266,1241.65,32.17,0.031
T0007175,P0023,PLANT-CENTRAL,PLA Paper,2025-08-18,55112,715.36,1.002,2969.96,32.13,0.022
T0007176,P0055,PLANT-CENTRAL,PLA Paper,2025-08-26,2507,16.275,0.0261,67.57,0.84,0.017
T0007177,P0077,PLANT-EAST,Molded Fiber,2025-08-26,2733,54.664,0.1051,115.99,3.61,0.048
T0007178,P0013,PLANT-EAST,PLA Paper,2025-08-26,3523,51.937,0.0641,215.63,2.2,0.022
T0007179,P0012,PLANT-SOUTH,Molded Fiber,2025-08-26,2134,57.203,0.0821,121.37,2.45,0.048
T0007180,P0038,PLANT-WEST,PLA Paper,2025-08-08,24937,323.69,0.4534,1343.87,17.65,0.022
T0007181,P0035,PLANT-CENTRAL,PLA Paper,2025-08-08,46200,254.102,0.4813,1054.96,15.43,0.017
T0007182,P0065,PLANT-EAST,PLA Paper,2025-08-08,23896,131.429,0.2489,545.66,8.54,0.017
T0007183,P0071,PLANT-CENTRAL,Bagasse,2025-08-15,20925,420.607,0.4982,849.88,15.97,0.031
T0007184,P0053,PLANT-EAST,PLA Paper,2025-08-22,38088,494.395,0.6925,2052.58,23.75,0.022
T0007185,P0079,PLANT-CENTRAL,RPET,2025-08-22,29532,826.916,1.5544,2541.03,49.83,0.052
T0007186,P0030,PLANT-WEST,PLA Paper,2025-08-22,28438,209.591,0.2962,870.16,11.53,0.017
T0007187,P0047,PLANT-CENTRAL,Molded Fiber,2025-08-08,43580,871.618,1.6762,1849.4,53.74,0.048
T0007188,P0023,PLANT-CENTRAL,PLA Paper,2025-08-08,49380,640.957,0.8978,2661.06,28.78,0.022
T0007189,P0070,PLANT-WEST,PLA Paper,2025-08-18,50596,328.369,0.527,1363.29,20.51,0.017
T0007190,P0046,PLANT-WEST,Bagasse,2025-08-02,6231,93.467,0.1484,188.86,5.77,0.031
T0007191,P0057,PLANT-EAST,Molded Fiber,2025-08-02,5493,147.231,0.2113,312.39,7.25,0.048
T0007192,P0038,PLANT-WEST,PLA Paper,2025-08-02,16957,220.103,0.3083,913.8,12.0,0.022
T0007193,P0054,PLANT-WEST,RPET,2025-08-23,11601,383.306,0.6106,1177.86,23.76,0.052
T0007194,P0015,PLANT-CENTRAL,PLA Paper,2025-08-23,16250,119.764,0.1693,497.23,5.43,0.017
T0007195,P0052,PLANT-SOUTH,Molded Fiber,2025-08-27,19226,453.755,0.7395,962.78,22.05,0.048
T0007196,P0067,PLANT-CENTRAL,Molded Fiber,2025-08-27,28467,671.832,1.0949,1425.49,35.1,0.048
T0007197,P0007,PLANT-CENTRAL,Molded Fiber,2025-08-27,26377,622.5,1.0145,1320.82,32.52,0.048
T0007198,P0039,PLANT-CENTRAL,RPET,2025-08-16,1840,60.817,0.0969,186.89,3.11,0.052
T0007199,P0062,PLANT-WEST,Molded Fiber,2025-08-16,3383,67.668,0.1301,143.58,5.06,0.048
T0007200,P0073,PLANT-EAST,PLA Paper,2025-08-16,6003,88.485,0.1091,367.36,3.74,0.022
T0007201,P0042,PLANT-WEST,Molded Fiber,2025-08-16,2425,65.001,0.0933,137.92,3.63,0.048
T0007202,P0063,PLANT-CENTRAL,PLA Paper,2025-08-27,33573,369.31,0.6104,1533.26,19.57,0.022
T0007203,P0074,PLANT-WEST,RPET,2025-08-27,44377,1665.049,2.3357,5116.53,90.9,0.052
T0007204,P0054,PLANT-WEST,RPET,2025-08-27,48007,1586.164,2.5267,4874.12,98.34,0.052
T0007205,P0015,PLANT-CENTRAL,PLA Paper,2025-08-27,13915,102.558,0.145,425.79,4.65,0.017
T0007206,P0011,PLANT-CENTRAL,Bagasse,2025-08-27,18202,365.866,0.4334,739.27,13.89,0.031
T0007207,P0032,PLANT-SOUTH,Molded Fiber,2025-08-27,9588,191.765,0.3688,406.89,11.0,0.048
T0007208,P0009,PLANT-EAST,RPET,2025-08-27,11485,379.472,0.6045,1166.08,20.73,0.052
T0007209,P0067,PLANT-CENTRAL,Molded Fiber,2025-08-21,8567,202.187,0.3295,429.0,10.56,0.048
T0007210,P0053,PLANT-EAST,PLA Paper,2025-08-21,6893,89.48,0.1253,371.49,4.3,0.022
T0007211,P0031,PLANT-CENTRAL,Bagasse,2025-08-08,40283,604.257,0.9591,1220.96,30.75,0.031
T0007212,P0037,PLANT-EAST,Molded Fiber,2025-08-08,41906,988.994,1.6118,2098.45,55.28,0.048
T0007213,P0014,PLANT-WEST,RPET,2025-08-08,31908,1197.197,1.6794,3678.87,65.36,0.052
T0007214,P0006,PLANT-WEST,Bagasse,2025-08-16,3348,59.274,0.0797,119.77,3.1,0.031
T0007215,P0077,PLANT-EAST,Molded Fiber,2025-08-16,2464,49.286,0.0948,104.57,3.25,0.048
T0007216,P0078,PLANT-WEST,PLA Paper,2025-08-16,6260,68.868,0.1138,285.92,4.43,0.022
T0007217,P0075,PLANT-CENTRAL,PLA Paper,2025-08-16,2146,15.82,0.0224,65.68,0.72,0.017
T0007218,P0058,PLANT-WEST,PLA Paper,2025-08-24,50278,741.099,0.9141,3076.82,35.58,0.022
T0007219,P0050,PLANT-WEST,PLA Paper,2025-08-24,26826,147.543,0.2794,612.56,10.88,0.017
T0007220,P0029,PLANT-EAST,RPET,2025-08-24,18342,688.223,0.9654,2114.84,33.11,0.052
T0007221,P0067,PLANT-CENTRAL,Molded Fiber,2025-08-02,26748,631.275,1.0288,1339.44,32.98,0.048
T0007222,P0065,PLANT-EAST,PLA Paper,2025-08-02,28736,158.051,0.2993,656.18,10.27,0.017
T0007223,P0065,PLANT-EAST,PLA Paper,2025-08-08,14607,80.34,0.1522,333.55,5.22,0.017
T0007224,P0041,PLANT-EAST,Bagasse,2025-08-08,11393,229.003,0.2713,462.72,9.3,0.031
T0007225,P0038,PLANT-WEST,PLA Paper,2025-08-11,37257,483.605,0.6774,2007.78,26.36,0.022
T0007226,P0050,PLANT-WEST,PLA Paper,2025-08-11,36849,202.672,0.3838,841.43,14.94,0.017
T0007227,P0078,PLANT-WEST,PLA Paper,2025-08-11,28091,309.001,0.5107,1282.88,19.88,0.022
T0007228,P0018,PLANT-WEST,PLA Paper,2025-08-20,29022,319.247,0.5277,1325.42,20.54,0.022
T0007229,P0023,PLANT-CENTRAL,PLA Paper,2025-08-20,45397,589.263,0.8254,2446.44,26.46,0.022
T0007230,P0063,PLANT-CENTRAL,PLA Paper,2025-08-20,60061,660.675,1.092,2742.92,35.01,0.022
T0007231,P0040,PLANT-SOUTH,PLA Paper,2025-08-07,3573,23.194,0.0372,96.29,1.11,0.017
T0007232,P0019,PLANT-CENTRAL,RPET,2025-08-07,4896,137.105,0.2577,421.31,8.26,0.052
T0007233,P0076,PLANT-SOUTH,Bagasse,2025-08-07,2014,30.217,0.048,61.06,1.43,0.031
T0007234,P0060,PLANT-SOUTH,PLA Paper,2025-08-07,5355,39.467,0.0558,163.85,1.66,0.017
T0007235,P0076,PLANT-SOUTH,Bagasse,2025-08-04,25825,387.384,0.6149,782.75,18.34,0.031
