Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Org,Business_Unit,Region_ID,Currency_Code,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Returns_Amount,Rebate_Amount,Freight_Revenue,Tax_Amount,COGS_Amount
T0002180,O0000727,INV0001090,IL0002180,2026-04-15,2026-04-15,C00013,P0053,SO03,BU4,R03,USD,1094,588.24,17.21,556.23,9.8,27.21,22.21,30.14,438.41
T0002181,O0000727,INV0001091,IL0002181,2025-07-17,2025-07-17,C00228,P0040,SO02,BU2,R02,USD,1172,2397.44,64.67,2253.34,4.61,121.64,46.82,70.23,1664.93
T0002182,O0000728,INV0001091,IL0002182,2026-02-09,2026-02-09,C00101,P0105,SO03,BU4,R03,USD,297,726.46,56.94,635.01,17.61,17.03,0.13,6.15,362.4
T0002183,O0000728,INV0001092,IL0002183,2025-06-05,2025-06-05,C00014,P0013,SO02,BU1,R03,USD,608,926.59,24.87,913.79,10.78,12.9,35.75,13.09,585.68
T0002184,O0000728,INV0001092,IL0002184,2025-08-06,2025-08-06,C00217,P0116,SO04,BU3,R01,USD,790,190.63,15.06,168.49,0.95,10.25,4.12,8.54,113.15
T0002185,O0000729,INV0001093,IL0002185,2026-10-16,2026-10-16,C00044,P0053,SO03,BU1,R02,USD,27,66.27,4.24,60.55,0.5,3.34,2.36,2.54,48.08
T0002186,O0000729,INV0001093,IL0002186,2025-01-25,2025-01-25,C00288,P0095,SO04,BU2,R04,USD,583,989.53,82.52,903.76,3.38,10.22,10.35,54.86,577.38
T0002187,O0000729,INV0001094,IL0002187,2026-08-01,2026-08-01,C00477,P0056,SO02,BU4,R03,USD,112,266.83,25.86,242.42,7.0,1.14,9.59,1.86,149.88
T0002188,O0000730,INV0001094,IL0002188,2025-12-20,2025-12-20,C00403,P0136,SO02,BU2,R02,USD,1117,2818.97,61.1,2706.59,44.31,79.01,72.04,6.77,1927.92
T0002189,O0000730,INV0001095,IL0002189,2025-09-19,2025-09-19,C00327,P0018,SO02,BU2,R04,USD,587,201.93,4.89,194.76,2.11,4.28,4.11,2.91,101.21
T0002190,O0000730,INV0001095,IL0002190,2025-12-05,2025-12-05,C00098,P0134,SO04,BU4,R01,USD,572,889.57,19.33,864.31,8.28,15.64,17.99,37.78,476.08
T0002191,O0000731,INV0001096,IL0002191,2025-01-13,2025-01-13,C00053,P0104,SO02,BU1,R03,USD,660,790.94,35.38,725.89,11.56,35.48,17.37,48.88,387.64
T0002192,O0000731,INV0001096,IL0002192,2026-09-15,2026-09-15,C00020,P0040,SO05,BU3,R02,USD,220,277.38,16.82,247.21,5.77,9.85,2.27,7.54,187.64
T0002193,O0000731,INV0001097,IL0002193,2025-04-20,2025-04-20,C00188,P0133,SO03,BU1,R02,USD,878,2457.61,127.15,2343.97,31.14,11.51,56.16,63.23,1748.46
T0002194,O0000732,INV0001097,IL0002194,2025-12-31,2025-12-31,C00297,P0134,SO02,BU3,R01,USD,417,252.99,1.66,243.47,6.6,10.01,8.75,16.69,145.01
T0002195,O0000732,INV0001098,IL0002195,2025-08-01,2025-08-01,C00192,P0049,SO04,BU1,R04,USD,740,1404.89,9.41,1395.19,14.66,25.28,39.65,24.11,888.9
T0002196,O0000732,INV0001098,IL0002196,2025-09-03,2025-09-03,C00127,P0149,SO04,BU3,R04,USD,1052,647.51,10.31,636.49,7.77,5.06,12.12,21.47,451.64
T0002197,O0000733,INV0001099,IL0002197,2026-07-27,2026-07-27,C00023,P0018,SO01,BU3,R04,USD,1114,2622.8,243.67,2366.69,33.66,69.95,91.17,144.96,1262.1
T0002198,O0000733,INV0001099,IL0002198,2025-07-27,2025-07-27,C00004,P0039,SO02,BU1,R02,USD,708,514.01,46.31,454.94,7.12,13.54,7.9,25.83,332.0
T0002199,O0000733,INV0001100,IL0002199,2025-08-16,2025-08-16,C00131,P0082,SO03,BU3,R02,USD,769,1803.61,128.08,1691.5,8.91,12.48,37.36,50.5,1342.15
T0002200,O0000734,INV0001100,IL0002200,2025-09-02,2025-09-02,C00003,P0140,SO05,BU3,R02,USD,400,1077.4,0.82,997.61,29.61,54.75,5.39,0.56,734.98
T0002201,O0000734,INV0001101,IL0002201,2026-04-13,2026-04-13,C00392,P0058,SO03,BU2,R04,USD,351,953.6,75.65,852.53,13.42,48.24,36.24,52.45,488.69
T0002202,O0000734,INV0001101,IL0002202,2026-05-29,2026-05-29,C00150,P0036,SO01,BU3,R03,USD,272,552.46,26.56,505.72,8.35,11.85,0.02,0.31,358.39
T0002203,O0000735,INV0001102,IL0002203,2025-03-26,2025-03-26,C00075,P0019,SO02,BU2,R02,USD,299,625.69,17.44,593.62,3.63,23.23,12.23,40.07,455.98
T0002204,O0000735,INV0001102,IL0002204,2025-12-24,2025-12-24,C00379,P0124,SO05,BU3,R02,USD,971,418.31,25.9,371.54,11.64,16.38,7.15,15.07,214.88
T0002205,O0000735,INV0001103,IL0002205,2026-10-09,2026-10-09,C00244,P0028,SO03,BU1,R02,USD,757,1570.85,68.25,1460.04,36.38,34.79,28.61,62.06,884.2
T0002206,O0000736,INV0001103,IL0002206,2026-11-29,2026-11-29,C00194,P0135,SO03,BU4,R01,USD,408,386.7,10.29,363.4,0.2,15.17,2.36,21.36,286.98
T0002207,O0000736,INV0001104,IL0002207,2025-05-22,2025-05-22,C00346,P0098,SO02,BU4,R01,USD,411,930.3,58.06,867.38,26.71,9.33,31.18,46.16,597.48
T0002208,O0000736,INV0001104,IL0002208,2025-09-07,2025-09-07,C00320,P0004,SO05,BU3,R04,USD,53,60.74,1.73,58.23,1.22,1.41,1.85,3.21,34.85
T0002209,O0000737,INV0001105,IL0002209,2026-08-24,2026-08-24,C00059,P0022,SO01,BU3,R02,USD,86,186.59,1.79,183.93,0.39,7.27,6.79,0.4,111.46
T0002210,O0000737,INV0001105,IL0002210,2025-02-03,2025-02-03,C00069,P0103,SO02,BU4,R03,USD,1157,1974.77,41.26,1893.66,15.5,50.91,26.56,73.74,1199.87
T0002211,O0000737,INV0001106,IL0002211,2025-07-28,2025-07-28,C00113,P0082,SO05,BU2,R01,USD,1049,1590.39,32.92,1538.08,23.47,7.81,11.89,43.38,889.72
T0002212,O0000738,INV0001106,IL0002212,2026-08-07,2026-08-07,C00047,P0065,SO03,BU1,R04,USD,506,1401.97,99.66,1209.21,38.87,75.95,21.72,70.4,784.29
T0002213,O0000738,INV0001107,IL0002213,2025-06-09,2025-06-09,C00012,P0054,SO03,BU3,R02,USD,1023,2076.08,169.68,1904.01,25.39,41.66,64.66,52.36,1079.06
T0002214,O0000738,INV0001107,IL0002214,2025-12-08,2025-12-08,C00136,P0043,SO01,BU4,R04,USD,273,260.61,1.03,253.73,0.27,12.62,7.04,9.7,135.4
T0002215,O0000739,INV0001108,IL0002215,2026-11-12,2026-11-12,C00026,P0023,SO05,BU2,R01,USD,782,1790.08,57.22,1670.34,31.64,55.08,24.2,16.75,963.73
T0002216,O0000739,INV0001108,IL0002216,2025-04-28,2025-04-28,C00206,P0052,SO02,BU2,R03,USD,415,1169.84,37.47,1085.59,14.77,42.17,10.16,57.95,757.49
T0002217,O0000739,INV0001109,IL0002217,2025-07-25,2025-07-25,C00416,P0004,SO03,BU3,R04,USD,129,42.8,0.16,41.65,0.07,1.93,1.01,1.29,21.33
T0002218,O0000740,INV0001109,IL0002218,2025-04-27,2025-04-27,C00373,P0001,SO05,BU2,R03,USD,1098,3033.12,52.62,2804.48,58.57,158.21,40.76,12.66,2264.27
T0002219,O0000740,INV0001110,IL0002219,2026-07-11,2026-07-11,C00451,P0047,SO05,BU4,R02,USD,113,207.9,4.78,194.55,5.76,8.08,5.27,1.21,124.08
T0002220,O0000740,INV0001110,IL0002220,2026-03-04,2026-03-04,C00202,P0044,SO03,BU2,R01,USD,60,92.8,7.52,86.55,0.39,0.7,2.36,2.11,58.05
T0002221,O0000741,INV0001111,IL0002221,2026-08-09,2026-08-09,C00156,P0118,SO04,BU1,R02,USD,947,2311.63,201.53,2110.75,63.2,28.01,91.86,13.04,1668.27
T0002222,O0000741,INV0001111,IL0002222,2025-12-24,2025-12-24,C00349,P0141,SO02,BU3,R03,USD,510,103.17,6.32,96.01,1.54,1.15,1.85,6.58,64.08
T0002223,O0000741,INV0001112,IL0002223,2025-04-07,2025-04-07,C00286,P0150,SO04,BU4,R03,USD,641,354.86,14.98,328.32,2.48,19.49,10.41,0.66,205.7
T0002224,O0000742,INV0001112,IL0002224,2025-04-17,2025-04-17,C00208,P0125,SO04,BU2,R04,USD,990,2002.27,19.68,1980.92,29.75,43.84,71.92,75.25,1330.1
T0002225,O0000742,INV0001113,IL0002225,2025-08-10,2025-08-10,C00210,P0061,SO04,BU2,R01,USD,1125,1782.34,118.49,1682.8,19.12,8.61,46.68,92.15,1294.24
T0002226,O0000742,INV0001113,IL0002226,2025-06-15,2025-06-15,C00236,P0103,SO01,BU2,R02,USD,335,224.95,9.72,206.58,3.0,10.28,4.63,9.95,143.87
T0002227,O0000743,INV0001114,IL0002227,2026-04-04,2026-04-04,C00330,P0102,SO03,BU3,R01,USD,819,2311.22,75.08,2162.3,12.98,116.54,55.68,81.4,1686.63
T0002228,O0000743,INV0001114,IL0002228,2026-09-16,2026-09-16,C00001,P0119,SO05,BU2,R01,USD,1199,2084.58,168.52,1895.49,35.37,12.17,26.97,63.72,1363.93
T0002229,O0000743,INV0001115,IL0002229,2025-06-05,2025-06-05,C00223,P0083,SO05,BU4,R04,USD,1025,1224.98,3.05,1147.76,30.82,61.45,18.1,1.98,842.51
T0002230,O0000744,INV0001115,IL0002230,2025-01-31,2025-01-31,C00474,P0019,SO05,BU2,R01,USD,265,594.79,6.5,570.2,16.9,12.68,11.49,22.82,382.54
T0002231,O0000744,INV0001116,IL0002231,2025-05-23,2025-05-23,C00303,P0091,SO03,BU1,R04,USD,728,1688.81,90.25,1572.83,22.36,60.22,56.85,47.18,956.45
T0002232,O0000744,INV0001116,IL0002232,2025-02-27,2025-02-27,C00447,P0093,SO02,BU2,R04,USD,18,37.77,0.69,35.58,0.31,1.46,0.27,1.4,28.15
T0002233,O0000745,INV0001117,IL0002233,2026-05-19,2026-05-19,C00179,P0119,SO02,BU2,R02,USD,487,923.16,71.45,838.22,16.33,0.91,3.75,19.94,669.86
T0002234,O0000745,INV0001117,IL0002234,2025-01-14,2025-01-14,C00033,P0130,SO03,BU1,R01,USD,83,124.28,2.12,122.48,2.81,0.16,3.29,1.28,80.56
T0002235,O0000745,INV0001118,IL0002235,2025-07-05,2025-07-05,C00083,P0059,SO02,BU3,R02,USD,845,1516.44,124.48,1372.01,28.84,1.31,10.2,75.15,745.66
T0002236,O0000746,INV0001118,IL0002236,2026-05-26,2026-05-26,C00328,P0051,SO01,BU1,R04,USD,288,676.54,53.14,592.27,18.36,24.23,11.46,33.37,373.91
T0002237,O0000746,INV0001119,IL0002237,2026-04-08,2026-04-08,C00187,P0062,SO01,BU4,R02,USD,600,1700.64,118.58,1529.66,16.66,82.7,46.96,81.66,1200.47
T0002238,O0000746,INV0001119,IL0002238,2025-11-09,2025-11-09,C00201,P0095,SO04,BU2,R01,USD,1025,884.37,63.71,789.65,14.4,23.98,7.37,13.99,584.45
T0002239,O0000747,INV0001120,IL0002239,2026-01-17,2026-01-17,C00113,P0066,SO01,BU3,R01,USD,144,133.83,8.77,117.83,3.6,7.18,3.55,7.65,79.93
T0002240,O0000747,INV0001120,IL0002240,2026-06-11,2026-06-11,C00102,P0069,SO02,BU1,R03,USD,416,948.52,53.27,871.55,24.36,34.5,35.16,57.63,629.23
T0002241,O0000747,INV0001121,IL0002241,2026-10-08,2026-10-08,C00082,P0107,SO01,BU4,R01,USD,452,605.36,23.71,569.52,5.44,10.43,3.74,32.35,436.46
T0002242,O0000748,INV0001121,IL0002242,2026-04-30,2026-04-30,C00187,P0135,SO01,BU4,R02,USD,19,50.31,4.53,46.68,0.44,0.44,1.78,2.63,29.9
T0002243,O0000748,INV0001122,IL0002243,2026-07-29,2026-07-29,C00112,P0065,SO05,BU2,R04,USD,509,1275.71,92.97,1140.36,38.15,48.45,44.22,1.9,623.65
T0002244,O0000748,INV0001122,IL0002244,2025-11-09,2025-11-09,C00164,P0016,SO02,BU4,R02,USD,75,132.82,7.07,127.31,1.6,1.21,4.37,1.76,65.66
T0002245,O0000749,INV0001123,IL0002245,2025-06-26,2025-06-26,C00470,P0051,SO04,BU3,R03,USD,103,210.2,9.39,190.56,5.77,5.67,1.19,4.2,158.11
T0002246,O0000749,INV0001123,IL0002246,2026-10-13,2026-10-13,C00404,P0089,SO01,BU1,R02,USD,504,847.27,2.42,852.17,10.72,15.61,33.65,2.29,432.77
T0002247,O0000749,INV0001124,IL0002247,2025-05-16,2025-05-16,C00353,P0002,SO05,BU2,R01,USD,713,172.4,3.19,165.71,2.91,2.96,2.37,1.62,125.46
T0002248,O0000750,INV0001124,IL0002248,2026-04-21,2026-04-21,C00306,P0068,SO03,BU4,R01,USD,468,1022.16,63.42,917.84,25.53,18.59,3.22,58.19,697.15
T0002249,O0000750,INV0001125,IL0002249,2025-04-25,2025-04-25,C00073,P0062,SO02,BU4,R01,USD,1189,306.64,30.47,279.44,1.54,6.04,10.85,2.91,217.34
T0002250,O0000750,INV0001125,IL0002250,2026-03-21,2026-03-21,C00431,P0098,SO01,BU2,R04,USD,714,340.15,1.74,333.14,3.71,4.18,2.62,8.16,231.36
T0002251,O0000751,INV0001126,IL0002251,2025-10-27,2025-10-27,C00176,P0021,SO04,BU1,R04,USD,893,2489.77,198.73,2202.03,61.53,85.7,58.22,12.08,1421.09
T0002252,O0000751,INV0001126,IL0002252,2026-11-13,2026-11-13,C00462,P0078,SO02,BU4,R03,USD,742,752.98,51.52,684.79,15.56,28.93,27.82,22.72,449.53
T0002253,O0000751,INV0001127,IL0002253,2026-07-11,2026-07-11,C00433,P0028,SO04,BU2,R01,USD,943,672.83,29.76,602.15,7.78,36.92,3.78,13.38,339.32
T0002254,O0000752,INV0001127,IL0002254,2026-05-03,2026-05-03,C00192,P0109,SO01,BU2,R04,USD,881,763.92,7.75,745.57,17.26,1.21,7.87,50.92,392.03
T0002255,O0000752,INV0001128,IL0002255,2026-11-02,2026-11-02,C00227,P0101,SO01,BU2,R02,USD,38,66.61,6.21,60.3,0.85,0.86,1.61,0.09,40.02
T0002256,O0000752,INV0001128,IL0002256,2025-08-29,2025-08-29,C00473,P0087,SO03,BU3,R01,USD,902,1955.9,184.06,1775.93,18.23,3.49,25.81,73.37,1275.94
T0002257,O0000753,INV0001129,IL0002257,2025-05-27,2025-05-27,C00470,P0033,SO04,BU2,R03,USD,912,718.29,57.74,608.7,20.42,37.62,6.19,35.27,501.98
T0002258,O0000753,INV0001129,IL0002258,2026-06-28,2026-06-28,C00471,P0143,SO02,BU1,R04,USD,88,88.34,3.04,81.93,2.48,3.19,2.3,2.12,43.82
T0002259,O0000753,INV0001130,IL0002259,2025-09-06,2025-09-06,C00206,P0077,SO02,BU4,R03,USD,104,257.25,3.72,243.05,1.36,10.22,1.1,8.02,141.87
T0002260,O0000754,INV0001130,IL0002260,2026-01-15,2026-01-15,C00227,P0097,SO05,BU3,R02,USD,388,698.01,4.46,667.95,15.04,11.24,0.68,12.1,390.79
T0002261,O0000754,INV0001131,IL0002261,2025-03-29,2025-03-29,C00267,P0052,SO05,BU2,R02,USD,519,697.43,42.89,644.04,4.71,30.52,24.73,38.58,468.67
T0002262,O0000754,INV0001131,IL0002262,2026-11-12,2026-11-12,C00300,P0124,SO01,BU4,R02,USD,253,503.67,5.4,505.74,0.24,4.07,11.78,33.14,375.56
T0002263,O0000755,INV0001132,IL0002263,2026-09-12,2026-09-12,C00065,P0100,SO01,BU3,R01,USD,141,367.85,7.86,362.24,1.78,2.26,6.29,2.11,247.15
T0002264,O0000755,INV0001132,IL0002264,2025-02-24,2025-02-24,C00375,P0129,SO01,BU4,R04,USD,478,1132.72,17.63,1095.49,3.33,34.26,17.99,60.34,829.12
T0002265,O0000755,INV0001133,IL0002265,2026-03-30,2026-03-30,C00112,P0118,SO04,BU2,R04,USD,1001,484.58,1.3,476.35,1.99,13.69,8.75,21.46,232.73
T0002266,O0000756,INV0001133,IL0002266,2025-12-21,2025-12-21,C00436,P0021,SO02,BU4,R02,USD,412,136.29,3.74,127.25,0.21,6.06,0.97,5.76,70.42
T0002267,O0000756,INV0001134,IL0002267,2026-06-18,2026-06-18,C00125,P0144,SO01,BU4,R03,USD,1146,2081.71,184.66,1843.91,46.51,35.46,28.83,76.73,1031.45
T0002268,O0000756,INV0001134,IL0002268,2026-05-31,2026-05-31,C00205,P0116,SO03,BU1,R03,USD,106,86.37,6.73,78.54,0.71,2.87,2.48,2.24,46.43
T0002269,O0000757,INV0001135,IL0002269,2026-12-08,2026-12-08,C00236,P0090,SO05,BU2,R02,USD,150,241.86,17.5,221.87,1.74,5.64,4.89,13.8,119.12
T0002270,O0000757,INV0001135,IL0002270,2026-07-17,2026-07-17,C00341,P0034,SO05,BU3,R03,USD,363,134.82,11.75,121.5,1.27,1.81,1.51,4.64,66.98
T0002271,O0000757,INV0001136,IL0002271,2025-06-13,2025-06-13,C00077,P0001,SO04,BU4,R03,USD,491,790.31,43.22,729.26,8.57,10.26,1.0,10.06,501.09
T0002272,O0000758,INV0001136,IL0002272,2025-03-20,2025-03-20,C00452,P0100,SO02,BU1,R02,USD,258,544.95,34.72,486.57,3.63,25.21,5.18,22.74,347.84
T0002273,O0000758,INV0001137,IL0002273,2025-03-30,2025-03-30,C00333,P0123,SO03,BU4,R03,USD,789,1406.47,65.52,1301.23,21.53,54.65,36.46,16.78,843.82
T0002274,O0000758,INV0001137,IL0002274,2025-02-13,2025-02-13,C00012,P0091,SO05,BU1,R02,USD,175,151.57,10.87,134.63,3.55,8.06,5.54,4.09,92.14
T0002275,O0000759,INV0001138,IL0002275,2025-10-03,2025-10-03,C00288,P0094,SO01,BU1,R04,USD,1101,2661.45,85.34,2550.88,14.4,67.16,56.33,19.66,1337.8
T0002276,O0000759,INV0001138,IL0002276,2026-08-22,2026-08-22,C00386,P0021,SO05,BU4,R01,USD,552,1276.28,38.79,1232.95,9.94,25.51,30.91,34.13,663.28
T0002277,O0000759,INV0001139,IL0002277,2025-12-13,2025-12-13,C00200,P0030,SO05,BU4,R04,USD,391,543.84,27.11,514.42,3.86,13.34,14.89,27.2,278.76
T0002278,O0000760,INV0001139,IL0002278,2026-05-29,2026-05-29,C00257,P0107,SO05,BU1,R01,USD,881,724.36,25.67,688.96,2.32,29.57,22.16,37.44,425.11
T0002279,O0000760,INV0001140,IL0002279,2026-07-11,2026-07-11,C00113,P0007,SO02,BU4,R01,USD,754,1131.08,51.89,1043.66,6.64,52.63,23.74,60.14,779.63
T0002280,O0000760,INV0001140,IL0002280,2025-02-17,2025-02-17,C00085,P0036,SO02,BU3,R03,USD,601,1178.86,113.34,1045.55,10.68,51.06,41.77,31.05,623.92
T0002281,O0000761,INV0001141,IL0002281,2025-08-12,2025-08-12,C00001,P0076,SO04,BU4,R01,USD,156,363.6,15.13,350.56,1.06,5.96,9.11,4.55,184.94
T0002282,O0000761,INV0001141,IL0002282,2026-06-08,2026-06-08,C00117,P0029,SO05,BU4,R03,USD,822,2321.49,171.12,2042.4,14.43,117.86,24.32,35.78,1132.0
T0002283,O0000761,INV0001142,IL0002283,2025-11-17,2025-11-17,C00194,P0138,SO04,BU3,R01,USD,803,1416.25,127.8,1263.44,39.38,16.86,31.23,20.46,988.87
T0002284,O0000762,INV0001142,IL0002284,2025-01-29,2025-01-29,C00143,P0139,SO03,BU4,R04,USD,1006,2015.42,185.53,1790.94,13.78,80.8,55.63,43.19,1011.85
T0002285,O0000762,INV0001143,IL0002285,2025-07-05,2025-07-05,C00383,P0038,SO05,BU4,R04,USD,242,470.86,7.89,451.1,13.21,9.93,11.27,1.38,262.95
T0002286,O0000762,INV0001143,IL0002286,2025-09-28,2025-09-28,C00026,P0097,SO05,BU1,R01,USD,1195,515.64,28.01,476.22,2.64,14.56,5.79,6.42,265.42
T0002287,O0000763,INV0001144,IL0002287,2025-03-31,2025-03-31,C00275,P0030,SO05,BU3,R02,USD,830,1594.26,135.19,1410.24,22.98,59.38,33.53,82.58,1090.71
T0002288,O0000763,INV0001144,IL0002288,2026-06-18,2026-06-18,C00336,P0065,SO04,BU3,R04,USD,987,2534.62,147.42,2301.4,34.13,83.68,32.01,21.72,1876.53
T0002289,O0000763,INV0001145,IL0002289,2026-05-18,2026-05-18,C00064,P0029,SO04,BU1,R04,USD,1128,2774.09,219.3,2500.14,82.21,54.31,81.87,93.55,1761.02
T0002290,O0000764,INV0001145,IL0002290,2025-04-15,2025-04-15,C00482,P0003,SO04,BU2,R01,USD,167,249.67,15.78,222.67,5.13,13.15,7.06,3.79,148.25
T0002291,O0000764,INV0001146,IL0002291,2026-02-22,2026-02-22,C00103,P0025,SO01,BU2,R04,USD,954,2670.72,97.89,2504.02,28.23,120.15,79.57,18.12,1845.26
T0002292,O0000764,INV0001146,IL0002292,2026-09-04,2026-09-04,C00157,P0106,SO02,BU3,R03,USD,1009,2643.58,134.06,2402.82,7.03,122.01,22.34,119.51,1900.27
T0002293,O0000765,INV0001147,IL0002293,2026-10-26,2026-10-26,C00298,P0150,SO02,BU2,R01,USD,812,1296.11,122.84,1148.77,27.13,8.11,10.74,40.17,920.92
T0002294,O0000765,INV0001147,IL0002294,2026-03-13,2026-03-13,C00253,P0090,SO02,BU3,R03,USD,361,175.73,3.9,171.23,5.19,1.88,6.47,2.9,123.83
T0002295,O0000765,INV0001148,IL0002295,2026-04-27,2026-04-27,C00315,P0135,SO01,BU3,R02,USD,558,962.16,72.58,883.93,1.31,36.47,32.13,41.61,527.21
T0002296,O0000766,INV0001148,IL0002296,2026-09-08,2026-09-08,C00183,P0076,SO02,BU4,R04,USD,1066,2402.02,120.95,2293.79,24.63,55.63,92.98,109.2,1736.47
T0002297,O0000766,INV0001149,IL0002297,2026-08-24,2026-08-24,C00281,P0032,SO05,BU1,R01,USD,996,2441.3,243.93,2110.75,15.95,84.88,14.21,142.0,1392.04
T0002298,O0000766,INV0001149,IL0002298,2025-12-17,2025-12-17,C00055,P0113,SO04,BU1,R04,USD,152,365.68,25.62,339.67,2.02,11.22,12.85,20.04,239.97
T0002299,O0000767,INV0001150,IL0002299,2025-09-18,2025-09-18,C00427,P0127,SO04,BU2,R02,USD,377,978.43,10.4,944.94,20.64,9.8,7.35,8.04,691.86
T0002300,O0000767,INV0001150,IL0002300,2026-07-10,2026-07-10,C00203,P0060,SO04,BU3,R02,USD,544,617.93,6.04,588.0,3.85,26.26,6.22,12.92,337.05
T0002301,O0000767,INV0001151,IL0002301,2025-08-11,2025-08-11,C00398,P0014,SO05,BU4,R03,USD,506,102.82,7.94,93.89,1.45,2.26,2.72,6.3,59.08
T0002302,O0000768,INV0001151,IL0002302,2025-02-17,2025-02-17,C00334,P0110,SO05,BU2,R03,USD,752,1906.17,110.42,1772.9,26.58,66.01,69.74,122.28,932.1
T0002303,O0000768,INV0001152,IL0002303,2026-09-18,2026-09-18,C00310,P0046,SO04,BU4,R03,USD,953,1401.67,108.83,1277.39,7.91,50.18,42.64,35.81,709.28
T0002304,O0000768,INV0001152,IL0002304,2025-03-07,2025-03-07,C00035,P0053,SO02,BU3,R02,USD,973,674.19,28.91,622.29,0.58,25.67,3.26,30.78,447.61
T0002305,O0000769,INV0001153,IL0002305,2025-01-12,2025-01-12,C00362,P0047,SO05,BU2,R01,USD,281,538.59,34.81,465.93,11.88,28.0,2.03,28.69,351.53
T0002306,O0000769,INV0001153,IL0002306,2025-08-24,2025-08-24,C00416,P0016,SO04,BU2,R04,USD,513,345.51,8.11,318.32,3.24,17.14,1.3,14.46,218.5
T0002307,O0000769,INV0001154,IL0002307,2025-11-14,2025-11-14,C00149,P0069,SO01,BU2,R03,USD,617,1364.37,75.42,1296.16,34.91,11.65,53.77,62.89,666.67
T0002308,O0000770,INV0001154,IL0002308,2025-09-08,2025-09-08,C00414,P0095,SO01,BU1,R03,USD,640,865.73,30.39,830.92,23.23,4.33,23.14,38.24,540.33
T0002309,O0000770,INV0001155,IL0002309,2025-12-11,2025-12-11,C00214,P0071,SO01,BU1,R03,USD,1189,1118.85,34.56,1062.03,11.8,38.21,27.75,14.31,557.4
T0002310,O0000770,INV0001155,IL0002310,2025-02-09,2025-02-09,C00164,P0080,SO05,BU1,R02,USD,624,1509.77,149.49,1308.21,31.0,51.78,30.71,35.31,1073.3
T0002311,O0000771,INV0001156,IL0002311,2025-03-19,2025-03-19,C00342,P0019,SO01,BU1,R03,USD,418,430.5,13.76,405.77,3.45,17.74,10.22,18.01,227.79
T0002312,O0000771,INV0001156,IL0002312,2025-06-28,2025-06-28,C00124,P0123,SO03,BU1,R02,USD,791,1056.38,70.14,952.48,31.66,34.86,32.76,15.58,675.62
T0002313,O0000771,INV0001157,IL0002313,2026-07-05,2026-07-05,C00197,P0024,SO04,BU3,R03,USD,522,223.36,1.46,208.49,5.51,9.61,1.71,12.2,149.54
T0002314,O0000772,INV0001157,IL0002314,2025-08-25,2025-08-25,C00402,P0079,SO05,BU1,R01,USD,584,1124.43,96.55,1024.84,9.92,23.41,30.29,13.47,701.05
T0002315,O0000772,INV0001158,IL0002315,2026-02-24,2026-02-24,C00098,P0052,SO05,BU2,R01,USD,1069,1730.28,39.81,1683.92,12.36,19.86,25.67,86.94,1285.49
T0002316,O0000772,INV0001158,IL0002316,2026-01-26,2026-01-26,C00224,P0066,SO02,BU2,R04,USD,1049,1406.18,113.67,1258.68,34.25,13.59,14.01,33.81,896.25
T0002317,O0000773,INV0001159,IL0002317,2026-09-28,2026-09-28,C00484,P0035,SO03,BU2,R02,USD,685,751.58,33.8,679.88,4.6,33.95,0.65,7.76,542.15
T0002318,O0000773,INV0001159,IL0002318,2026-07-27,2026-07-27,C00325,P0134,SO05,BU4,R03,USD,774,1397.38,122.85,1219.46,38.62,64.83,48.38,36.44,768.07
T0002319,O0000773,INV0001160,IL0002319,2026-09-12,2026-09-12,C00448,P0109,SO05,BU2,R04,USD,679,502.05,30.17,452.84,12.64,12.99,6.59,3.95,277.34
T0002320,O0000774,INV0001160,IL0002320,2026-07-17,2026-07-17,C00268,P0052,SO01,BU1,R02,USD,87,192.67,15.38,177.79,1.97,1.45,3.92,11.63,117.05
T0002321,O0000774,INV0001161,IL0002321,2025-10-19,2025-10-19,C00379,P0103,SO03,BU1,R02,USD,1067,2935.21,126.13,2688.85,51.87,98.68,30.32,131.9,1422.38
T0002322,O0000774,INV0001161,IL0002322,2026-04-14,2026-04-14,C00359,P0006,SO04,BU2,R04,USD,115,46.8,1.22,44.8,0.62,0.21,0.05,2.5,32.41
T0002323,O0000775,INV0001162,IL0002323,2025-09-24,2025-09-24,C00408,P0115,SO04,BU4,R04,USD,699,857.74,71.13,741.49,10.78,34.34,0.0,28.17,493.06
T0002324,O0000775,INV0001162,IL0002324,2026-06-02,2026-06-02,C00217,P0006,SO04,BU4,R01,USD,797,1189.12,34.79,1095.55,20.08,47.3,8.6,15.91,665.37
T0002325,O0000775,INV0001163,IL0002325,2026-01-12,2026-01-12,C00313,P0112,SO04,BU3,R01,USD,1069,1127.69,99.57,1011.55,33.57,17.26,34.26,23.73,546.54
T0002326,O0000776,INV0001163,IL0002326,2026-02-23,2026-02-23,C00210,P0148,SO03,BU4,R01,USD,1002,1098.39,5.0,1032.55,27.18,45.27,11.61,40.55,581.95
T0002327,O0000776,INV0001164,IL0002327,2025-03-15,2025-03-15,C00242,P0138,SO04,BU3,R01,USD,353,911.34,73.05,817.6,3.4,48.07,30.78,56.11,521.76
