Expense_ID,GL_Account,Cost_Center,Department,Expense_Date,Expense_Type,Expense_Category,Expense_Amount
EXP0002766,6100,CC0007,Department 7,2025-02-06,Operations,Administrative,17513.74
EXP0002767,6100,CC0006,Department 6,2026-01-31,Marketing,Marketing,5933.23
EXP0002768,6400,CC0009,Department 1,2025-05-12,Marketing,Marketing,6368.98
EXP0002769,6200,CC0008,Department 8,2026-03-02,Marketing,Marketing,4955.72
EXP0002770,6400,CC0019,Department 3,2026-06-22,Marketing,Marketing,1474.74
EXP0002771,6500,CC0013,Department 5,2026-03-12,Marketing,Marketing,6944.58
EXP0002772,6300,CC0019,Department 3,2026-05-09,Marketing,Marketing,3459.8
EXP0002773,6300,CC0015,Department 7,2026-08-08,Marketing,Marketing,18237.25
EXP0002774,6400,CC0006,Department 6,2026-11-06,SG&A,Administrative,8640.71
EXP0002775,6400,CC0005,Department 5,2025-06-21,Operations,Administrative,8604.64
EXP0002776,6100,CC0017,Department 1,2026-06-05,Operations,Administrative,7126.76
EXP0002777,6500,CC0013,Department 5,2025-12-12,Marketing,Marketing,5019.77
EXP0002778,6100,CC0015,Department 7,2026-09-09,Operations,Administrative,5081.51
EXP0002779,6100,CC0017,Department 1,2026-07-07,Sales,Sales,6765.05
EXP0002780,6400,CC0010,Department 2,2026-03-17,Sales,Sales,8583.55
EXP0002781,6400,CC0010,Department 2,2026-07-09,Marketing,Marketing,18576.98
EXP0002782,6100,CC0016,Department 8,2026-08-23,Marketing,Marketing,13648.06
EXP0002783,6100,CC0010,Department 2,2026-01-03,Operations,Administrative,17283.04
EXP0002784,6300,CC0004,Department 4,2025-01-23,Operations,Administrative,12019.37
EXP0002785,6400,CC0019,Department 3,2025-03-07,Marketing,Marketing,10690.2
EXP0002786,6100,CC0004,Department 4,2026-05-02,SG&A,Administrative,15947.56
EXP0002787,6200,CC0014,Department 6,2025-08-29,Sales,Sales,824.02
EXP0002788,6300,CC0009,Department 1,2026-10-21,Operations,Administrative,17183.62
EXP0002789,6500,CC0006,Department 6,2026-09-14,Operations,Administrative,4368.98
EXP0002790,6200,CC0001,Department 1,2026-04-18,Sales,Sales,8921.43
EXP0002791,6400,CC0020,Department 4,2025-10-05,Marketing,Marketing,1913.88
EXP0002792,6100,CC0013,Department 5,2026-07-23,Marketing,Marketing,5817.24
EXP0002793,6400,CC0018,Department 2,2025-12-30,SG&A,Administrative,10878.8
EXP0002794,6500,CC0004,Department 4,2026-06-10,Sales,Sales,13905.4
EXP0002795,6300,CC0010,Department 2,2025-05-05,Marketing,Marketing,9311.51
EXP0002796,6400,CC0016,Department 8,2025-02-21,SG&A,Administrative,11870.59
EXP0002797,6200,CC0007,Department 7,2025-10-26,Marketing,Marketing,11873.89
EXP0002798,6300,CC0016,Department 8,2026-09-30,Sales,Sales,9116.63
EXP0002799,6200,CC0008,Department 8,2025-01-28,Sales,Sales,15806.76
EXP0002800,6500,CC0014,Department 6,2025-04-15,Marketing,Marketing,126.66
EXP0002801,6400,CC0002,Department 2,2026-12-27,Sales,Sales,6007.09
EXP0002802,6500,CC0015,Department 7,2025-10-10,Marketing,Marketing,21625.71
EXP0002803,6300,CC0005,Department 5,2026-07-25,Marketing,Marketing,14259.29
EXP0002804,6300,CC0016,Department 8,2026-07-06,Sales,Sales,8840.37
EXP0002805,6300,CC0012,Department 4,2025-11-21,SG&A,Administrative,23751.38
EXP0002806,6500,CC0004,Department 4,2025-11-19,Operations,Administrative,19749.48
EXP0002807,6400,CC0001,Department 1,2025-10-14,SG&A,Administrative,1063.19
EXP0002808,6300,CC0013,Department 5,2026-04-25,Marketing,Marketing,17736.25
EXP0002809,6500,CC0020,Department 4,2026-12-11,Marketing,Marketing,3276.89
EXP0002810,6100,CC0003,Department 3,2026-07-23,Marketing,Marketing,8287.22
EXP0002811,6400,CC0020,Department 4,2025-02-23,Sales,Sales,13664.04
EXP0002812,6100,CC0010,Department 2,2025-02-15,Sales,Sales,15505.61
EXP0002813,6300,CC0007,Department 7,2025-09-29,Operations,Administrative,22623.74
EXP0002814,6500,CC0016,Department 8,2026-09-30,Operations,Administrative,12149.43
EXP0002815,6200,CC0005,Department 5,2026-03-07,Operations,Administrative,7446.17
EXP0002816,6300,CC0017,Department 1,2025-07-18,SG&A,Administrative,948.66
EXP0002817,6100,CC0004,Department 4,2026-12-04,Operations,Administrative,6804.48
EXP0002818,6200,CC0006,Department 6,2026-03-27,SG&A,Administrative,19298.0
EXP0002819,6300,CC0020,Department 4,2025-07-22,Sales,Sales,23711.18
EXP0002820,6300,CC0019,Department 3,2026-07-24,Marketing,Marketing,5107.31
EXP0002821,6500,CC0014,Department 6,2025-05-24,Marketing,Marketing,10793.53
EXP0002822,6400,CC0015,Department 7,2025-11-29,SG&A,Administrative,4998.8
EXP0002823,6200,CC0016,Department 8,2026-11-03,Marketing,Marketing,17749.8
EXP0002824,6500,CC0011,Department 3,2026-01-13,Sales,Sales,23716.2
EXP0002825,6300,CC0009,Department 1,2025-04-23,Sales,Sales,12708.1
EXP0002826,6500,CC0013,Department 5,2025-06-13,Marketing,Marketing,1997.73
EXP0002827,6400,CC0020,Department 4,2026-02-03,Operations,Administrative,7732.82
EXP0002828,6300,CC0009,Department 1,2026-11-21,SG&A,Administrative,9454.43
EXP0002829,6100,CC0015,Department 7,2025-03-15,Operations,Administrative,1778.31
EXP0002830,6200,CC0014,Department 6,2025-11-02,Sales,Sales,24356.71
EXP0002831,6200,CC0016,Department 8,2025-08-04,Sales,Sales,15834.03
EXP0002832,6200,CC0020,Department 4,2025-01-16,SG&A,Administrative,5235.46
EXP0002833,6400,CC0008,Department 8,2026-01-30,Sales,Sales,7273.69
EXP0002834,6300,CC0019,Department 3,2025-10-20,Sales,Sales,1362.82
EXP0002835,6400,CC0010,Department 2,2025-01-31,SG&A,Administrative,11343.43
EXP0002836,6200,CC0014,Department 6,2026-04-15,Sales,Sales,22030.87
EXP0002837,6500,CC0001,Department 1,2025-08-28,Sales,Sales,15097.17
EXP0002838,6100,CC0009,Department 1,2026-12-03,SG&A,Administrative,7914.16
EXP0002839,6400,CC0020,Department 4,2026-08-09,Marketing,Marketing,7365.92
EXP0002840,6100,CC0002,Department 2,2026-07-25,Sales,Sales,528.29
EXP0002841,6200,CC0018,Department 2,2026-01-20,Operations,Administrative,7225.31
EXP0002842,6300,CC0007,Department 7,2025-01-19,Sales,Sales,10725.55
EXP0002843,6500,CC0018,Department 2,2026-11-10,Operations,Administrative,11080.82
EXP0002844,6400,CC0010,Department 2,2026-10-21,Operations,Administrative,12541.06
EXP0002845,6200,CC0003,Department 3,2026-08-02,Marketing,Marketing,14862.87
EXP0002846,6400,CC0014,Department 6,2025-07-14,Marketing,Marketing,5524.61
EXP0002847,6500,CC0003,Department 3,2025-04-25,Marketing,Marketing,13991.43
EXP0002848,6500,CC0019,Department 3,2026-07-18,Marketing,Marketing,213.96
EXP0002849,6500,CC0009,Department 1,2025-04-23,Operations,Administrative,15640.78
EXP0002850,6100,CC0015,Department 7,2026-02-28,Operations,Administrative,12665.51
EXP0002851,6400,CC0008,Department 8,2025-06-18,Sales,Sales,18525.89
EXP0002852,6500,CC0011,Department 3,2026-07-23,Sales,Sales,5529.04
EXP0002853,6200,CC0019,Department 3,2026-05-19,Sales,Sales,9635.24
EXP0002854,6100,CC0016,Department 8,2025-04-11,Sales,Sales,15766.2
EXP0002855,6200,CC0016,Department 8,2025-06-28,Marketing,Marketing,24747.61
EXP0002856,6500,CC0008,Department 8,2025-01-20,Sales,Sales,24936.77
EXP0002857,6500,CC0015,Department 7,2026-06-27,Marketing,Marketing,12592.7
EXP0002858,6500,CC0007,Department 7,2026-05-11,Marketing,Marketing,15879.3
EXP0002859,6200,CC0004,Department 4,2025-11-02,Operations,Administrative,6026.76
EXP0002860,6200,CC0010,Department 2,2026-10-15,SG&A,Administrative,1957.25
EXP0002861,6400,CC0009,Department 1,2026-12-27,Operations,Administrative,24111.87
EXP0002862,6300,CC0015,Department 7,2025-04-14,Marketing,Marketing,21481.81
EXP0002863,6200,CC0005,Department 5,2026-09-11,Operations,Administrative,7598.08
EXP0002864,6200,CC0005,Department 5,2026-10-01,Marketing,Marketing,14230.8
EXP0002865,6200,CC0009,Department 1,2025-08-20,Marketing,Marketing,17335.94
EXP0002866,6300,CC0015,Department 7,2025-04-22,SG&A,Administrative,22483.32
EXP0002867,6500,CC0007,Department 7,2025-12-22,Operations,Administrative,1837.52
EXP0002868,6200,CC0018,Department 2,2025-04-26,SG&A,Administrative,19838.32
EXP0002869,6100,CC0012,Department 4,2026-12-14,Sales,Sales,8436.96
EXP0002870,6300,CC0005,Department 5,2026-05-22,SG&A,Administrative,410.24
EXP0002871,6500,CC0004,Department 4,2026-07-22,Operations,Administrative,1514.34
EXP0002872,6300,CC0013,Department 5,2025-09-02,SG&A,Administrative,846.97
EXP0002873,6200,CC0010,Department 2,2026-01-08,Sales,Sales,20777.76
EXP0002874,6300,CC0005,Department 5,2026-02-24,Sales,Sales,9804.69
EXP0002875,6500,CC0002,Department 2,2026-02-18,Operations,Administrative,4519.99
EXP0002876,6200,CC0017,Department 1,2026-07-15,Marketing,Marketing,7446.61
EXP0002877,6500,CC0012,Department 4,2026-06-24,SG&A,Administrative,10866.53
EXP0002878,6100,CC0020,Department 4,2026-02-25,Marketing,Marketing,14386.95
EXP0002879,6300,CC0013,Department 5,2026-04-30,Sales,Sales,1366.09
EXP0002880,6300,CC0007,Department 7,2026-03-30,Operations,Administrative,18477.62
EXP0002881,6200,CC0016,Department 8,2026-06-10,SG&A,Administrative,24936.11
EXP0002882,6400,CC0020,Department 4,2025-01-16,SG&A,Administrative,7562.56
EXP0002883,6500,CC0006,Department 6,2026-06-14,Operations,Administrative,2695.23
EXP0002884,6400,CC0002,Department 2,2025-12-06,SG&A,Administrative,23284.74
EXP0002885,6500,CC0018,Department 2,2025-08-08,Sales,Sales,17296.34
EXP0002886,6200,CC0016,Department 8,2026-01-29,Operations,Administrative,22214.28
EXP0002887,6300,CC0014,Department 6,2025-03-17,Operations,Administrative,16197.0
EXP0002888,6400,CC0012,Department 4,2025-09-12,Operations,Administrative,11093.92
EXP0002889,6100,CC0002,Department 2,2026-12-10,Sales,Sales,8052.65
EXP0002890,6200,CC0001,Department 1,2026-02-13,SG&A,Administrative,21560.34
EXP0002891,6400,CC0011,Department 3,2025-05-27,SG&A,Administrative,23254.94
EXP0002892,6300,CC0011,Department 3,2026-04-05,Marketing,Marketing,20446.44
EXP0002893,6100,CC0004,Department 4,2026-12-12,Marketing,Marketing,17521.07
EXP0002894,6100,CC0010,Department 2,2026-05-30,Sales,Sales,6812.52
EXP0002895,6400,CC0016,Department 8,2026-12-17,Sales,Sales,1205.71
EXP0002896,6200,CC0014,Department 6,2025-02-03,Operations,Administrative,11709.6
EXP0002897,6300,CC0003,Department 3,2025-05-03,Marketing,Marketing,21953.8
EXP0002898,6200,CC0001,Department 1,2025-11-23,SG&A,Administrative,9406.11
EXP0002899,6100,CC0008,Department 8,2025-06-16,Marketing,Marketing,10064.56
EXP0002900,6100,CC0004,Department 4,2026-08-15,Sales,Sales,11216.34
EXP0002901,6300,CC0008,Department 8,2026-05-03,SG&A,Administrative,16315.34
EXP0002902,6100,CC0006,Department 6,2025-04-27,Sales,Sales,3973.66
EXP0002903,6100,CC0020,Department 4,2025-06-23,SG&A,Administrative,18269.69
EXP0002904,6500,CC0017,Department 1,2025-09-10,Sales,Sales,10559.12
EXP0002905,6400,CC0012,Department 4,2025-11-22,Operations,Administrative,18656.56
EXP0002906,6200,CC0009,Department 1,2025-07-12,Operations,Administrative,23181.89
EXP0002907,6200,CC0011,Department 3,2025-10-24,SG&A,Administrative,23551.41
EXP0002908,6100,CC0011,Department 3,2025-06-29,SG&A,Administrative,23839.09
EXP0002909,6500,CC0004,Department 4,2026-12-13,Operations,Administrative,20483.58
EXP0002910,6300,CC0007,Department 7,2026-02-10,Operations,Administrative,6860.43
EXP0002911,6300,CC0017,Department 1,2025-02-04,SG&A,Administrative,4990.11
EXP0002912,6400,CC0013,Department 5,2025-12-05,Marketing,Marketing,21352.64
EXP0002913,6100,CC0010,Department 2,2025-03-28,Operations,Administrative,7970.05
EXP0002914,6500,CC0020,Department 4,2025-02-10,SG&A,Administrative,119.94
EXP0002915,6500,CC0012,Department 4,2026-07-30,Sales,Sales,19177.7
EXP0002916,6400,CC0008,Department 8,2026-02-27,Sales,Sales,19226.14
EXP0002917,6400,CC0014,Department 6,2025-12-18,Operations,Administrative,9936.47
EXP0002918,6200,CC0007,Department 7,2025-02-16,SG&A,Administrative,23267.57
EXP0002919,6200,CC0009,Department 1,2025-08-08,Operations,Administrative,2616.17
EXP0002920,6500,CC0013,Department 5,2026-04-05,Operations,Administrative,12567.45
EXP0002921,6400,CC0011,Department 3,2025-05-08,Sales,Sales,6615.28
EXP0002922,6200,CC0013,Department 5,2025-01-24,Operations,Administrative,22837.9
EXP0002923,6500,CC0003,Department 3,2025-02-02,Sales,Sales,23410.83
EXP0002924,6100,CC0006,Department 6,2026-06-01,SG&A,Administrative,16763.76
EXP0002925,6400,CC0010,Department 2,2025-12-23,Sales,Sales,15083.0
EXP0002926,6300,CC0013,Department 5,2025-07-02,Operations,Administrative,22698.0
EXP0002927,6200,CC0019,Department 3,2026-10-14,Operations,Administrative,23463.55
EXP0002928,6200,CC0001,Department 1,2025-04-18,Marketing,Marketing,19017.32
EXP0002929,6400,CC0020,Department 4,2026-11-24,Sales,Sales,9747.73
EXP0002930,6500,CC0013,Department 5,2026-08-09,Operations,Administrative,8616.96
EXP0002931,6100,CC0012,Department 4,2025-07-31,Operations,Administrative,10284.75
EXP0002932,6100,CC0019,Department 3,2026-02-07,Marketing,Marketing,19437.5
EXP0002933,6500,CC0016,Department 8,2026-03-17,Sales,Sales,13180.31
EXP0002934,6200,CC0001,Department 1,2026-12-23,SG&A,Administrative,8833.2
EXP0002935,6200,CC0004,Department 4,2026-10-18,SG&A,Administrative,5756.38
EXP0002936,6400,CC0017,Department 1,2026-08-24,Operations,Administrative,4388.95
EXP0002937,6100,CC0016,Department 8,2025-02-21,Sales,Sales,9546.27
EXP0002938,6400,CC0018,Department 2,2025-11-12,SG&A,Administrative,16958.05
EXP0002939,6400,CC0012,Department 4,2026-05-10,Marketing,Marketing,6001.95
EXP0002940,6400,CC0014,Department 6,2025-03-22,SG&A,Administrative,3645.36
EXP0002941,6100,CC0018,Department 2,2025-07-13,Operations,Administrative,923.5
EXP0002942,6400,CC0011,Department 3,2025-04-26,SG&A,Administrative,12647.07
EXP0002943,6300,CC0001,Department 1,2025-08-15,SG&A,Administrative,23702.35
EXP0002944,6300,CC0008,Department 8,2026-10-24,Operations,Administrative,18853.98
EXP0002945,6100,CC0019,Department 3,2025-05-31,Operations,Administrative,24691.07
EXP0002946,6100,CC0005,Department 5,2026-03-13,Sales,Sales,6654.09
EXP0002947,6100,CC0015,Department 7,2026-08-20,Marketing,Marketing,15827.76
EXP0002948,6300,CC0007,Department 7,2025-09-10,SG&A,Administrative,16625.72
EXP0002949,6500,CC0014,Department 6,2026-10-15,Operations,Administrative,4320.47
EXP0002950,6400,CC0009,Department 1,2025-06-23,SG&A,Administrative,2117.66
EXP0002951,6500,CC0003,Department 3,2025-04-12,Marketing,Marketing,11574.65
EXP0002952,6100,CC0004,Department 4,2025-06-13,Operations,Administrative,13092.53
EXP0002953,6300,CC0019,Department 3,2026-04-15,SG&A,Administrative,21445.04
EXP0002954,6100,CC0010,Department 2,2026-05-29,Operations,Administrative,23568.32
EXP0002955,6500,CC0010,Department 2,2026-10-09,SG&A,Administrative,19405.65
EXP0002956,6400,CC0019,Department 3,2026-04-24,Sales,Sales,15811.24
EXP0002957,6300,CC0007,Department 7,2025-10-22,Sales,Sales,3601.96
EXP0002958,6300,CC0012,Department 4,2026-05-25,Operations,Administrative,204.74
EXP0002959,6300,CC0002,Department 2,2026-04-21,Sales,Sales,15255.9
EXP0002960,6200,CC0010,Department 2,2025-06-10,Marketing,Marketing,15714.83
EXP0002961,6300,CC0015,Department 7,2025-03-28,SG&A,Administrative,11597.77
EXP0002962,6500,CC0009,Department 1,2025-05-04,Operations,Administrative,20572.65
EXP0002963,6300,CC0006,Department 6,2025-03-29,Sales,Sales,21690.87
EXP0002964,6300,CC0002,Department 2,2026-08-29,Operations,Administrative,19523.63
EXP0002965,6100,CC0017,Department 1,2025-05-22,Operations,Administrative,15213.84
EXP0002966,6300,CC0017,Department 1,2026-09-04,SG&A,Administrative,3689.32
EXP0002967,6300,CC0014,Department 6,2026-08-11,SG&A,Administrative,13750.88
EXP0002968,6400,CC0015,Department 7,2025-03-19,SG&A,Administrative,14727.28
EXP0002969,6100,CC0013,Department 5,2025-07-10,Sales,Sales,7504.97
EXP0002970,6400,CC0012,Department 4,2026-06-27,Marketing,Marketing,21748.99
EXP0002971,6100,CC0020,Department 4,2026-02-07,Marketing,Marketing,10991.45
EXP0002972,6500,CC0015,Department 7,2026-12-15,SG&A,Administrative,2233.4
EXP0002973,6200,CC0001,Department 1,2026-01-21,SG&A,Administrative,2315.42
EXP0002974,6300,CC0014,Department 6,2026-06-02,Marketing,Marketing,4077.04
EXP0002975,6400,CC0004,Department 4,2026-08-13,Operations,Administrative,21609.43
EXP0002976,6500,CC0002,Department 2,2025-02-17,Sales,Sales,12180.32
EXP0002977,6300,CC0010,Department 2,2026-08-23,Sales,Sales,22750.8
EXP0002978,6200,CC0004,Department 4,2025-04-20,SG&A,Administrative,23810.1
EXP0002979,6400,CC0019,Department 3,2025-01-06,Marketing,Marketing,9888.9
EXP0002980,6300,CC0009,Department 1,2025-01-07,Operations,Administrative,3119.48
EXP0002981,6400,CC0018,Department 2,2025-09-02,Operations,Administrative,24927.52
EXP0002982,6500,CC0008,Department 8,2025-05-07,Operations,Administrative,13630.88
EXP0002983,6100,CC0018,Department 2,2025-03-12,SG&A,Administrative,20810.81
EXP0002984,6500,CC0006,Department 6,2026-03-26,Sales,Sales,16865.48
EXP0002985,6200,CC0003,Department 3,2025-02-03,Operations,Administrative,10235.29
EXP0002986,6300,CC0005,Department 5,2026-01-29,Marketing,Marketing,580.52
EXP0002987,6100,CC0020,Department 4,2025-06-23,Operations,Administrative,3769.64
EXP0002988,6300,CC0013,Department 5,2026-11-20,Marketing,Marketing,23382.44
EXP0002989,6300,CC0018,Department 2,2026-05-25,Marketing,Marketing,14757.95
EXP0002990,6500,CC0017,Department 1,2025-02-26,Operations,Administrative,19080.07
EXP0002991,6100,CC0007,Department 7,2025-01-12,Marketing,Marketing,16020.41
EXP0002992,6300,CC0007,Department 7,2025-03-08,Sales,Sales,3010.62
EXP0002993,6100,CC0019,Department 3,2025-07-25,Sales,Sales,21563.39
EXP0002994,6100,CC0015,Department 7,2026-08-05,Operations,Administrative,4826.57
EXP0002995,6300,CC0010,Department 2,2026-08-22,SG&A,Administrative,22018.48
EXP0002996,6300,CC0016,Department 8,2025-11-26,SG&A,Administrative,17867.93
EXP0002997,6300,CC0001,Department 1,2025-10-07,Sales,Sales,19315.85
EXP0002998,6100,CC0007,Department 7,2026-05-19,Operations,Administrative,19654.5
EXP0002999,6400,CC0002,Department 2,2026-02-25,Operations,Administrative,22880.26
EXP0003000,6400,CC0008,Department 8,2025-08-07,SG&A,Administrative,10113.88
EXP0003001,6100,CC0012,Department 4,2026-03-07,Marketing,Marketing,3587.2
EXP0003002,6100,CC0004,Department 4,2025-07-12,Operations,Administrative,9929.67
EXP0003003,6300,CC0001,Department 1,2025-09-11,Marketing,Marketing,14090.68
EXP0003004,6100,CC0007,Department 7,2025-12-22,Operations,Administrative,1098.72
EXP0003005,6100,CC0002,Department 2,2026-04-21,SG&A,Administrative,21919.65
EXP0003006,6400,CC0014,Department 6,2026-08-15,SG&A,Administrative,22457.61
EXP0003007,6500,CC0009,Department 1,2025-04-13,Operations,Administrative,10634.17
EXP0003008,6500,CC0003,Department 3,2026-10-20,Sales,Sales,10983.94
EXP0003009,6400,CC0007,Department 7,2025-04-06,Sales,Sales,20323.6
EXP0003010,6400,CC0004,Department 4,2025-02-20,Sales,Sales,9164.0
EXP0003011,6300,CC0012,Department 4,2025-07-18,SG&A,Administrative,16089.52
EXP0003012,6400,CC0001,Department 1,2026-11-08,SG&A,Administrative,19002.29
EXP0003013,6300,CC0004,Department 4,2025-02-10,Operations,Administrative,12624.37
EXP0003014,6400,CC0017,Department 1,2025-12-26,Marketing,Marketing,24081.13
EXP0003015,6500,CC0005,Department 5,2026-07-14,Marketing,Marketing,14221.84
EXP0003016,6300,CC0011,Department 3,2026-05-29,Sales,Sales,2454.04
EXP0003017,6300,CC0005,Department 5,2025-06-17,Sales,Sales,15245.65
EXP0003018,6100,CC0017,Department 1,2026-12-06,Operations,Administrative,18128.64
EXP0003019,6400,CC0019,Department 3,2025-08-07,Sales,Sales,24541.01
EXP0003020,6500,CC0010,Department 2,2026-10-18,Sales,Sales,7125.42
EXP0003021,6500,CC0014,Department 6,2026-09-02,SG&A,Administrative,5026.86
EXP0003022,6400,CC0013,Department 5,2026-11-12,Marketing,Marketing,23105.24
EXP0003023,6400,CC0006,Department 6,2025-03-05,Sales,Sales,18407.03
EXP0003024,6400,CC0001,Department 1,2025-10-01,Marketing,Marketing,13687.06
EXP0003025,6200,CC0015,Department 7,2025-05-01,SG&A,Administrative,22635.76
EXP0003026,6100,CC0017,Department 1,2025-03-13,Operations,Administrative,5015.15
EXP0003027,6200,CC0004,Department 4,2026-01-30,SG&A,Administrative,14928.2
EXP0003028,6400,CC0019,Department 3,2025-02-17,SG&A,Administrative,12823.98
EXP0003029,6300,CC0011,Department 3,2026-03-10,Operations,Administrative,11430.22
EXP0003030,6100,CC0002,Department 2,2025-01-22,Operations,Administrative,15815.68
EXP0003031,6200,CC0006,Department 6,2025-02-17,SG&A,Administrative,6211.05
EXP0003032,6200,CC0006,Department 6,2025-10-18,SG&A,Administrative,8056.13
EXP0003033,6100,CC0019,Department 3,2026-03-12,SG&A,Administrative,18110.09
EXP0003034,6200,CC0008,Department 8,2025-11-12,Sales,Sales,9812.61
EXP0003035,6500,CC0004,Department 4,2026-08-04,SG&A,Administrative,13447.92
EXP0003036,6300,CC0015,Department 7,2026-03-13,Operations,Administrative,14218.58
EXP0003037,6400,CC0015,Department 7,2025-03-26,Sales,Sales,20865.27
EXP0003038,6500,CC0005,Department 5,2026-01-10,SG&A,Administrative,6134.3
EXP0003039,6500,CC0016,Department 8,2025-03-03,SG&A,Administrative,2725.68
EXP0003040,6200,CC0004,Department 4,2026-02-22,Sales,Sales,19889.74
EXP0003041,6300,CC0016,Department 8,2026-05-05,Sales,Sales,10522.39
EXP0003042,6100,CC0006,Department 6,2026-07-26,Sales,Sales,9927.75
EXP0003043,6200,CC0013,Department 5,2026-11-08,Marketing,Marketing,17743.08
EXP0003044,6400,CC0017,Department 1,2025-07-31,Operations,Administrative,11162.58
EXP0003045,6200,CC0012,Department 4,2026-12-04,Operations,Administrative,22896.45
EXP0003046,6100,CC0018,Department 2,2026-01-03,Sales,Sales,11654.39
EXP0003047,6500,CC0004,Department 4,2025-11-02,SG&A,Administrative,15195.15
EXP0003048,6100,CC0004,Department 4,2026-03-21,Marketing,Marketing,9148.79
EXP0003049,6500,CC0005,Department 5,2026-09-08,Marketing,Marketing,16878.65
EXP0003050,6300,CC0008,Department 8,2026-11-16,SG&A,Administrative,23435.52
EXP0003051,6500,CC0001,Department 1,2025-10-23,Operations,Administrative,11226.11
EXP0003052,6200,CC0012,Department 4,2026-03-02,SG&A,Administrative,4723.1
EXP0003053,6100,CC0014,Department 6,2026-03-16,Operations,Administrative,22997.81
EXP0003054,6400,CC0012,Department 4,2026-12-01,Sales,Sales,8551.02
EXP0003055,6400,CC0009,Department 1,2026-11-12,Operations,Administrative,9640.9
EXP0003056,6400,CC0011,Department 3,2025-02-07,Sales,Sales,1381.61
EXP0003057,6400,CC0015,Department 7,2025-05-17,Marketing,Marketing,16005.16
EXP0003058,6100,CC0016,Department 8,2025-11-10,Marketing,Marketing,15351.5
EXP0003059,6400,CC0019,Department 3,2025-01-12,Operations,Administrative,12063.79
EXP0003060,6200,CC0010,Department 2,2026-12-15,Operations,Administrative,5051.44
EXP0003061,6200,CC0004,Department 4,2025-04-28,Marketing,Marketing,4330.81
EXP0003062,6300,CC0018,Department 2,2026-07-18,Sales,Sales,13398.3
EXP0003063,6400,CC0020,Department 4,2025-11-23,Marketing,Marketing,11541.5
EXP0003064,6300,CC0003,Department 3,2025-08-29,SG&A,Administrative,3113.65
EXP0003065,6500,CC0015,Department 7,2026-03-21,Operations,Administrative,23720.07
EXP0003066,6300,CC0005,Department 5,2025-09-01,Sales,Sales,2010.17
EXP0003067,6400,CC0012,Department 4,2025-07-23,Marketing,Marketing,8847.96
EXP0003068,6100,CC0005,Department 5,2025-08-16,Sales,Sales,16664.85
EXP0003069,6200,CC0019,Department 3,2025-10-19,SG&A,Administrative,12633.29
EXP0003070,6500,CC0020,Department 4,2026-05-01,Operations,Administrative,7893.56
EXP0003071,6200,CC0010,Department 2,2026-11-09,Sales,Sales,16798.36
EXP0003072,6500,CC0018,Department 2,2025-11-17,Marketing,Marketing,5452.26
EXP0003073,6400,CC0013,Department 5,2026-01-24,Sales,Sales,600.84
EXP0003074,6200,CC0019,Department 3,2026-06-05,Operations,Administrative,10582.49
EXP0003075,6200,CC0015,Department 7,2026-08-14,Sales,Sales,4772.19
EXP0003076,6400,CC0011,Department 3,2026-11-01,Sales,Sales,6932.77
EXP0003077,6300,CC0005,Department 5,2025-08-22,SG&A,Administrative,7360.14
EXP0003078,6400,CC0002,Department 2,2026-06-30,SG&A,Administrative,4539.08
EXP0003079,6200,CC0012,Department 4,2026-06-13,SG&A,Administrative,18362.21
EXP0003080,6500,CC0016,Department 8,2025-05-16,Operations,Administrative,2823.76
EXP0003081,6400,CC0014,Department 6,2025-07-06,Marketing,Marketing,20450.37
EXP0003082,6500,CC0019,Department 3,2025-12-12,Operations,Administrative,21702.03
EXP0003083,6400,CC0003,Department 3,2026-04-23,Sales,Sales,21125.99
EXP0003084,6100,CC0009,Department 1,2026-12-17,SG&A,Administrative,5176.81
EXP0003085,6200,CC0013,Department 5,2026-03-15,Marketing,Marketing,1470.77
EXP0003086,6400,CC0014,Department 6,2025-08-05,Marketing,Marketing,19965.39
EXP0003087,6200,CC0013,Department 5,2026-02-20,SG&A,Administrative,22823.61
EXP0003088,6300,CC0011,Department 3,2026-09-08,Sales,Sales,6675.94
EXP0003089,6200,CC0005,Department 5,2025-12-26,Marketing,Marketing,16012.54
EXP0003090,6300,CC0016,Department 8,2026-08-18,SG&A,Administrative,19790.21
EXP0003091,6400,CC0008,Department 8,2025-02-07,SG&A,Administrative,15000.56
EXP0003092,6200,CC0016,Department 8,2026-10-09,Operations,Administrative,5319.08
EXP0003093,6300,CC0015,Department 7,2025-10-22,Sales,Sales,16432.94
EXP0003094,6100,CC0020,Department 4,2026-05-29,Marketing,Marketing,17219.37
EXP0003095,6200,CC0012,Department 4,2025-04-10,Marketing,Marketing,794.82
EXP0003096,6100,CC0007,Department 7,2026-07-01,Operations,Administrative,11345.83
EXP0003097,6500,CC0018,Department 2,2025-03-31,Sales,Sales,4732.77
EXP0003098,6500,CC0017,Department 1,2025-05-02,Operations,Administrative,21163.63
EXP0003099,6200,CC0016,Department 8,2026-05-09,Sales,Sales,21895.81
EXP0003100,6300,CC0012,Department 4,2026-10-09,Operations,Administrative,9996.88
EXP0003101,6400,CC0009,Department 1,2025-03-29,Sales,Sales,6370.98
EXP0003102,6400,CC0018,Department 2,2025-01-14,Operations,Administrative,4905.21
EXP0003103,6500,CC0014,Department 6,2025-10-21,Sales,Sales,21149.54
