Journal_ID,Posting_Date,GL_Account,Account_Type,Cost_Center,Profit_Center,Amount,Currency,Fiscal_Period,Fiscal_Year
JRN0002651,2025-09-16,6200,Operating Expense,CC0009,PC009,-33319.92,USD,9,2025
JRN0002652,2026-08-29,6200,Operating Expense,CC0007,PC007,-1446.74,USD,8,2026
JRN0002653,2025-08-27,6100,Operating Expense,CC0013,PC003,-19384.29,USD,8,2025
JRN0002654,2025-02-17,6200,Operating Expense,CC0014,PC004,-32636.93,USD,2,2025
JRN0002655,2025-09-25,4000,Revenue,CC0002,PC002,39875.82,USD,9,2025
JRN0002656,2026-03-15,6100,Operating Expense,CC0007,PC007,-46300.06,USD,3,2026
JRN0002657,2025-01-26,6100,Operating Expense,CC0020,PC010,-30984.77,USD,1,2025
JRN0002658,2026-05-02,4000,Revenue,CC0001,PC001,18456.79,USD,5,2026
JRN0002659,2025-12-01,4000,Revenue,CC0006,PC006,39957.6,USD,12,2025
JRN0002660,2026-03-26,4000,Revenue,CC0020,PC010,44783.14,USD,3,2026
JRN0002661,2026-03-29,6200,Operating Expense,CC0020,PC010,-34760.17,USD,3,2026
JRN0002662,2026-08-28,5000,COGS,CC0016,PC006,-29730.59,USD,8,2026
JRN0002663,2025-03-21,5000,COGS,CC0013,PC003,-46795.97,USD,3,2025
JRN0002664,2026-05-24,4000,Revenue,CC0008,PC008,2812.91,USD,5,2026
JRN0002665,2025-05-03,4000,Revenue,CC0019,PC009,46077.49,USD,5,2025
JRN0002666,2026-01-22,5000,COGS,CC0011,PC001,-13534.74,USD,1,2026
JRN0002667,2025-12-21,4000,Revenue,CC0015,PC005,8377.07,USD,12,2025
JRN0002668,2026-07-04,6200,Operating Expense,CC0019,PC009,-1919.51,USD,7,2026
JRN0002669,2026-06-08,6100,Operating Expense,CC0001,PC001,-26577.9,USD,6,2026
JRN0002670,2026-03-29,5000,COGS,CC0005,PC005,-13555.28,USD,3,2026
JRN0002671,2026-11-20,6200,Operating Expense,CC0011,PC001,-15778.19,USD,11,2026
JRN0002672,2025-07-01,4000,Revenue,CC0005,PC005,20429.91,USD,7,2025
JRN0002673,2025-08-28,6200,Operating Expense,CC0007,PC007,-10293.76,USD,8,2025
JRN0002674,2025-12-09,6200,Operating Expense,CC0020,PC010,-25199.17,USD,12,2025
JRN0002675,2025-04-15,5000,COGS,CC0009,PC009,-26075.52,USD,4,2025
JRN0002676,2025-02-06,5000,COGS,CC0016,PC006,-2428.12,USD,2,2025
JRN0002677,2026-12-03,5000,COGS,CC0011,PC001,-49661.73,USD,12,2026
JRN0002678,2025-08-25,4000,Revenue,CC0007,PC007,37425.64,USD,8,2025
JRN0002679,2025-01-14,6100,Operating Expense,CC0003,PC003,-29689.14,USD,1,2025
JRN0002680,2025-08-29,5000,COGS,CC0001,PC001,-32358.51,USD,8,2025
JRN0002681,2026-07-13,4000,Revenue,CC0009,PC009,2895.05,USD,7,2026
JRN0002682,2025-07-11,6100,Operating Expense,CC0013,PC003,-37294.74,USD,7,2025
JRN0002683,2025-06-10,4000,Revenue,CC0003,PC003,49176.7,USD,6,2025
JRN0002684,2025-08-07,5000,COGS,CC0016,PC006,-8935.9,USD,8,2025
JRN0002685,2026-04-12,6100,Operating Expense,CC0003,PC003,-1644.87,USD,4,2026
JRN0002686,2025-12-18,6200,Operating Expense,CC0014,PC004,-44488.95,USD,12,2025
JRN0002687,2025-04-19,6200,Operating Expense,CC0014,PC004,-45941.95,USD,4,2025
JRN0002688,2025-05-20,5000,COGS,CC0007,PC007,-46181.88,USD,5,2025
JRN0002689,2026-12-14,6100,Operating Expense,CC0004,PC004,-41486.28,USD,12,2026
JRN0002690,2025-11-12,4000,Revenue,CC0017,PC007,47874.25,USD,11,2025
JRN0002691,2026-12-12,4000,Revenue,CC0007,PC007,7212.58,USD,12,2026
JRN0002692,2025-09-09,5000,COGS,CC0008,PC008,-30422.8,USD,9,2025
JRN0002693,2026-11-07,5000,COGS,CC0019,PC009,-34326.96,USD,11,2026
JRN0002694,2026-12-01,4000,Revenue,CC0018,PC008,31131.1,USD,12,2026
JRN0002695,2025-12-18,6100,Operating Expense,CC0004,PC004,-5411.83,USD,12,2025
JRN0002696,2025-06-01,6100,Operating Expense,CC0020,PC010,-2860.99,USD,6,2025
JRN0002697,2026-09-11,4000,Revenue,CC0019,PC009,24611.58,USD,9,2026
JRN0002698,2026-02-25,6200,Operating Expense,CC0012,PC002,-28438.09,USD,2,2026
JRN0002699,2026-04-03,5000,COGS,CC0004,PC004,-17620.13,USD,4,2026
JRN0002700,2026-04-21,5000,COGS,CC0006,PC006,-18593.26,USD,4,2026
JRN0002701,2025-04-17,4000,Revenue,CC0007,PC007,2757.0,USD,4,2025
JRN0002702,2025-11-30,4000,Revenue,CC0011,PC001,10719.32,USD,11,2025
JRN0002703,2026-09-18,4000,Revenue,CC0010,PC010,49269.93,USD,9,2026
JRN0002704,2025-01-02,6100,Operating Expense,CC0017,PC007,-20757.5,USD,1,2025
JRN0002705,2026-03-12,5000,COGS,CC0007,PC007,-33035.56,USD,3,2026
JRN0002706,2026-05-05,4000,Revenue,CC0004,PC004,32083.11,USD,5,2026
JRN0002707,2025-03-19,6100,Operating Expense,CC0007,PC007,-43735.09,USD,3,2025
JRN0002708,2026-03-10,6200,Operating Expense,CC0004,PC004,-15507.57,USD,3,2026
JRN0002709,2025-09-19,4000,Revenue,CC0013,PC003,33918.4,USD,9,2025
JRN0002710,2025-07-31,6200,Operating Expense,CC0007,PC007,-48772.27,USD,7,2025
JRN0002711,2026-11-19,6200,Operating Expense,CC0020,PC010,-9340.48,USD,11,2026
JRN0002712,2026-12-09,6100,Operating Expense,CC0016,PC006,-10958.74,USD,12,2026
JRN0002713,2025-03-29,5000,COGS,CC0003,PC003,-32594.78,USD,3,2025
JRN0002714,2026-08-05,4000,Revenue,CC0004,PC004,35132.55,USD,8,2026
JRN0002715,2025-10-09,6100,Operating Expense,CC0005,PC005,-254.44,USD,10,2025
JRN0002716,2025-08-31,6200,Operating Expense,CC0009,PC009,-11510.23,USD,8,2025
JRN0002717,2026-05-21,5000,COGS,CC0004,PC004,-23388.36,USD,5,2026
JRN0002718,2026-10-09,4000,Revenue,CC0015,PC005,14464.4,USD,10,2026
JRN0002719,2025-05-26,4000,Revenue,CC0016,PC006,1621.49,USD,5,2025
JRN0002720,2025-10-04,5000,COGS,CC0003,PC003,-28040.39,USD,10,2025
JRN0002721,2026-07-23,4000,Revenue,CC0001,PC001,35393.62,USD,7,2026
JRN0002722,2026-02-27,4000,Revenue,CC0013,PC003,46017.62,USD,2,2026
JRN0002723,2026-05-20,4000,Revenue,CC0012,PC002,26392.94,USD,5,2026
JRN0002724,2025-04-22,5000,COGS,CC0009,PC009,-32350.47,USD,4,2025
JRN0002725,2025-04-11,4000,Revenue,CC0013,PC003,17940.14,USD,4,2025
JRN0002726,2025-05-27,4000,Revenue,CC0001,PC001,7660.14,USD,5,2025
JRN0002727,2025-02-10,4000,Revenue,CC0009,PC009,29234.02,USD,2,2025
JRN0002728,2025-11-27,4000,Revenue,CC0004,PC004,29805.49,USD,11,2025
JRN0002729,2026-04-27,6200,Operating Expense,CC0014,PC004,-39659.41,USD,4,2026
JRN0002730,2026-02-24,5000,COGS,CC0002,PC002,-24766.32,USD,2,2026
JRN0002731,2026-08-28,6100,Operating Expense,CC0018,PC008,-40440.79,USD,8,2026
JRN0002732,2025-12-09,5000,COGS,CC0006,PC006,-38655.38,USD,12,2025
JRN0002733,2026-09-06,6200,Operating Expense,CC0013,PC003,-8069.26,USD,9,2026
JRN0002734,2025-01-20,6200,Operating Expense,CC0003,PC003,-33083.09,USD,1,2025
JRN0002735,2025-10-12,5000,COGS,CC0012,PC002,-21958.89,USD,10,2025
JRN0002736,2026-04-30,5000,COGS,CC0010,PC010,-13914.07,USD,4,2026
JRN0002737,2025-01-29,6100,Operating Expense,CC0011,PC001,-44586.76,USD,1,2025
JRN0002738,2025-08-29,5000,COGS,CC0002,PC002,-29485.84,USD,8,2025
JRN0002739,2025-09-29,5000,COGS,CC0007,PC007,-41241.47,USD,9,2025
JRN0002740,2025-08-09,6100,Operating Expense,CC0008,PC008,-18250.99,USD,8,2025
JRN0002741,2026-08-02,6200,Operating Expense,CC0003,PC003,-21683.39,USD,8,2026
JRN0002742,2025-08-28,6100,Operating Expense,CC0016,PC006,-34604.36,USD,8,2025
JRN0002743,2025-08-31,6100,Operating Expense,CC0002,PC002,-38013.56,USD,8,2025
JRN0002744,2025-11-26,6100,Operating Expense,CC0003,PC003,-10054.0,USD,11,2025
JRN0002745,2025-11-08,6100,Operating Expense,CC0011,PC001,-44510.74,USD,11,2025
JRN0002746,2026-03-26,4000,Revenue,CC0015,PC005,43253.06,USD,3,2026
JRN0002747,2025-10-29,6200,Operating Expense,CC0009,PC009,-28561.3,USD,10,2025
JRN0002748,2026-08-02,5000,COGS,CC0011,PC001,-9299.57,USD,8,2026
JRN0002749,2026-01-06,5000,COGS,CC0012,PC002,-6554.82,USD,1,2026
JRN0002750,2026-07-11,6200,Operating Expense,CC0002,PC002,-19370.74,USD,7,2026
JRN0002751,2025-05-07,5000,COGS,CC0001,PC001,-16607.69,USD,5,2025
JRN0002752,2026-03-24,4000,Revenue,CC0003,PC003,16421.55,USD,3,2026
JRN0002753,2026-10-15,6100,Operating Expense,CC0012,PC002,-18678.63,USD,10,2026
JRN0002754,2026-02-12,6100,Operating Expense,CC0009,PC009,-43305.29,USD,2,2026
JRN0002755,2026-07-05,6200,Operating Expense,CC0018,PC008,-22814.24,USD,7,2026
JRN0002756,2026-04-20,6200,Operating Expense,CC0019,PC009,-29680.88,USD,4,2026
JRN0002757,2026-08-08,5000,COGS,CC0012,PC002,-13592.96,USD,8,2026
JRN0002758,2025-02-15,6200,Operating Expense,CC0006,PC006,-41294.31,USD,2,2025
JRN0002759,2025-09-26,4000,Revenue,CC0005,PC005,15330.55,USD,9,2025
JRN0002760,2025-10-23,5000,COGS,CC0007,PC007,-16147.43,USD,10,2025
JRN0002761,2025-06-26,5000,COGS,CC0002,PC002,-45293.28,USD,6,2025
JRN0002762,2026-08-15,6200,Operating Expense,CC0001,PC001,-13218.97,USD,8,2026
JRN0002763,2026-03-05,5000,COGS,CC0017,PC007,-20108.31,USD,3,2026
JRN0002764,2026-03-25,6200,Operating Expense,CC0007,PC007,-28788.29,USD,3,2026
JRN0002765,2025-10-24,5000,COGS,CC0012,PC002,-1120.06,USD,10,2025
JRN0002766,2026-09-24,4000,Revenue,CC0001,PC001,41332.09,USD,9,2026
JRN0002767,2025-11-08,4000,Revenue,CC0001,PC001,8846.74,USD,11,2025
JRN0002768,2025-06-08,4000,Revenue,CC0004,PC004,13725.45,USD,6,2025
JRN0002769,2026-11-02,6100,Operating Expense,CC0018,PC008,-44330.75,USD,11,2026
JRN0002770,2025-09-10,4000,Revenue,CC0017,PC007,19864.11,USD,9,2025
JRN0002771,2026-08-10,5000,COGS,CC0015,PC005,-8641.31,USD,8,2026
JRN0002772,2026-05-26,6100,Operating Expense,CC0001,PC001,-7868.48,USD,5,2026
JRN0002773,2025-12-15,5000,COGS,CC0014,PC004,-36471.21,USD,12,2025
JRN0002774,2025-02-15,6200,Operating Expense,CC0017,PC007,-35385.15,USD,2,2025
JRN0002775,2025-01-23,6100,Operating Expense,CC0006,PC006,-39823.5,USD,1,2025
JRN0002776,2026-03-21,5000,COGS,CC0008,PC008,-7226.71,USD,3,2026
JRN0002777,2026-09-17,6100,Operating Expense,CC0009,PC009,-2113.33,USD,9,2026
JRN0002778,2026-07-17,5000,COGS,CC0019,PC009,-17457.45,USD,7,2026
JRN0002779,2025-01-25,6200,Operating Expense,CC0001,PC001,-27385.83,USD,1,2025
JRN0002780,2026-06-14,6200,Operating Expense,CC0013,PC003,-40991.84,USD,6,2026
JRN0002781,2025-02-07,5000,COGS,CC0006,PC006,-8583.27,USD,2,2025
JRN0002782,2025-10-15,5000,COGS,CC0004,PC004,-33714.81,USD,10,2025
JRN0002783,2025-12-18,4000,Revenue,CC0011,PC001,30764.88,USD,12,2025
JRN0002784,2025-05-11,4000,Revenue,CC0005,PC005,34344.88,USD,5,2025
JRN0002785,2026-05-27,5000,COGS,CC0014,PC004,-20415.08,USD,5,2026
JRN0002786,2026-11-13,5000,COGS,CC0007,PC007,-39249.64,USD,11,2026
JRN0002787,2025-07-12,5000,COGS,CC0002,PC002,-15808.95,USD,7,2025
JRN0002788,2025-07-03,6200,Operating Expense,CC0016,PC006,-3932.76,USD,7,2025
JRN0002789,2026-08-27,6100,Operating Expense,CC0002,PC002,-41888.4,USD,8,2026
JRN0002790,2026-10-28,6200,Operating Expense,CC0014,PC004,-46255.73,USD,10,2026
JRN0002791,2026-09-23,5000,COGS,CC0007,PC007,-41710.6,USD,9,2026
JRN0002792,2025-06-20,6100,Operating Expense,CC0002,PC002,-20853.18,USD,6,2025
JRN0002793,2025-05-10,5000,COGS,CC0013,PC003,-36004.95,USD,5,2025
JRN0002794,2026-02-11,5000,COGS,CC0015,PC005,-47357.5,USD,2,2026
JRN0002795,2025-11-27,6100,Operating Expense,CC0013,PC003,-26325.58,USD,11,2025
JRN0002796,2025-10-23,5000,COGS,CC0016,PC006,-46556.67,USD,10,2025
JRN0002797,2025-04-29,6200,Operating Expense,CC0009,PC009,-18451.72,USD,4,2025
JRN0002798,2026-01-27,5000,COGS,CC0017,PC007,-36721.66,USD,1,2026
JRN0002799,2026-05-17,5000,COGS,CC0009,PC009,-9231.29,USD,5,2026
JRN0002800,2025-09-23,4000,Revenue,CC0006,PC006,15440.34,USD,9,2025
JRN0002801,2025-07-16,4000,Revenue,CC0009,PC009,4085.61,USD,7,2025
JRN0002802,2026-07-22,6200,Operating Expense,CC0007,PC007,-42449.89,USD,7,2026
JRN0002803,2026-02-14,6100,Operating Expense,CC0008,PC008,-23097.38,USD,2,2026
JRN0002804,2025-09-04,4000,Revenue,CC0010,PC010,16710.04,USD,9,2025
JRN0002805,2026-10-05,6100,Operating Expense,CC0010,PC010,-17424.69,USD,10,2026
JRN0002806,2025-07-15,5000,COGS,CC0006,PC006,-11566.67,USD,7,2025
JRN0002807,2026-11-01,4000,Revenue,CC0009,PC009,29663.13,USD,11,2026
JRN0002808,2025-08-02,6200,Operating Expense,CC0020,PC010,-427.82,USD,8,2025
JRN0002809,2025-12-20,4000,Revenue,CC0001,PC001,4390.74,USD,12,2025
JRN0002810,2026-02-06,4000,Revenue,CC0002,PC002,5134.23,USD,2,2026
JRN0002811,2026-09-17,6100,Operating Expense,CC0018,PC008,-49716.69,USD,9,2026
JRN0002812,2026-08-09,6200,Operating Expense,CC0013,PC003,-26184.25,USD,8,2026
JRN0002813,2026-03-20,6200,Operating Expense,CC0004,PC004,-14259.97,USD,3,2026
JRN0002814,2025-02-17,4000,Revenue,CC0005,PC005,23061.63,USD,2,2025
JRN0002815,2025-05-20,5000,COGS,CC0005,PC005,-47687.19,USD,5,2025
JRN0002816,2026-01-11,6200,Operating Expense,CC0003,PC003,-25997.04,USD,1,2026
JRN0002817,2025-11-07,5000,COGS,CC0016,PC006,-10298.53,USD,11,2025
JRN0002818,2026-07-11,4000,Revenue,CC0005,PC005,6815.0,USD,7,2026
JRN0002819,2025-04-17,6100,Operating Expense,CC0007,PC007,-14990.2,USD,4,2025
JRN0002820,2026-08-04,6100,Operating Expense,CC0013,PC003,-7388.12,USD,8,2026
JRN0002821,2026-06-02,5000,COGS,CC0012,PC002,-6492.6,USD,6,2026
JRN0002822,2025-11-13,6200,Operating Expense,CC0013,PC003,-42807.2,USD,11,2025
JRN0002823,2025-01-03,6200,Operating Expense,CC0003,PC003,-4326.97,USD,1,2025
JRN0002824,2025-04-29,6200,Operating Expense,CC0006,PC006,-31881.21,USD,4,2025
JRN0002825,2026-10-29,4000,Revenue,CC0017,PC007,40920.19,USD,10,2026
JRN0002826,2025-03-05,6100,Operating Expense,CC0005,PC005,-3926.28,USD,3,2025
JRN0002827,2025-03-11,6100,Operating Expense,CC0018,PC008,-22898.99,USD,3,2025
JRN0002828,2025-05-26,4000,Revenue,CC0014,PC004,25582.49,USD,5,2025
JRN0002829,2025-08-01,6100,Operating Expense,CC0001,PC001,-48175.53,USD,8,2025
JRN0002830,2026-02-25,5000,COGS,CC0002,PC002,-18562.66,USD,2,2026
JRN0002831,2025-08-20,5000,COGS,CC0011,PC001,-48531.91,USD,8,2025
JRN0002832,2026-07-14,6200,Operating Expense,CC0011,PC001,-33084.84,USD,7,2026
JRN0002833,2025-04-25,4000,Revenue,CC0005,PC005,44335.01,USD,4,2025
JRN0002834,2025-05-08,6100,Operating Expense,CC0003,PC003,-8258.12,USD,5,2025
JRN0002835,2026-04-27,6200,Operating Expense,CC0010,PC010,-49941.8,USD,4,2026
JRN0002836,2026-02-10,4000,Revenue,CC0016,PC006,32963.51,USD,2,2026
JRN0002837,2025-10-20,5000,COGS,CC0006,PC006,-34658.87,USD,10,2025
JRN0002838,2026-07-07,5000,COGS,CC0005,PC005,-48074.21,USD,7,2026
JRN0002839,2026-09-29,4000,Revenue,CC0020,PC010,43395.6,USD,9,2026
JRN0002840,2026-05-16,6100,Operating Expense,CC0011,PC001,-14124.85,USD,5,2026
JRN0002841,2025-10-20,4000,Revenue,CC0002,PC002,18148.9,USD,10,2025
JRN0002842,2025-03-03,6200,Operating Expense,CC0013,PC003,-9035.81,USD,3,2025
JRN0002843,2026-01-14,6100,Operating Expense,CC0016,PC006,-45981.01,USD,1,2026
JRN0002844,2025-09-28,6100,Operating Expense,CC0001,PC001,-39743.67,USD,9,2025
JRN0002845,2026-10-23,4000,Revenue,CC0003,PC003,40158.21,USD,10,2026
JRN0002846,2025-06-28,6100,Operating Expense,CC0011,PC001,-45850.24,USD,6,2025
JRN0002847,2026-04-15,6100,Operating Expense,CC0005,PC005,-27990.87,USD,4,2026
JRN0002848,2025-06-21,6100,Operating Expense,CC0019,PC009,-32638.59,USD,6,2025
JRN0002849,2025-12-09,5000,COGS,CC0010,PC010,-35262.25,USD,12,2025
JRN0002850,2026-08-12,6200,Operating Expense,CC0020,PC010,-9098.92,USD,8,2026
JRN0002851,2025-05-23,6200,Operating Expense,CC0019,PC009,-22319.39,USD,5,2025
JRN0002852,2026-09-17,6100,Operating Expense,CC0019,PC009,-42225.48,USD,9,2026
JRN0002853,2025-02-05,5000,COGS,CC0005,PC005,-18562.74,USD,2,2025
JRN0002854,2025-09-26,6100,Operating Expense,CC0019,PC009,-17986.86,USD,9,2025
JRN0002855,2025-09-11,5000,COGS,CC0006,PC006,-44960.06,USD,9,2025
JRN0002856,2025-01-01,6200,Operating Expense,CC0012,PC002,-17139.85,USD,1,2025
JRN0002857,2025-11-09,5000,COGS,CC0005,PC005,-14929.21,USD,11,2025
JRN0002858,2025-10-28,5000,COGS,CC0019,PC009,-38306.79,USD,10,2025
JRN0002859,2026-03-07,5000,COGS,CC0020,PC010,-16447.61,USD,3,2026
JRN0002860,2026-10-09,5000,COGS,CC0016,PC006,-16817.03,USD,10,2026
JRN0002861,2025-09-16,4000,Revenue,CC0006,PC006,10551.93,USD,9,2025
JRN0002862,2026-01-11,6200,Operating Expense,CC0003,PC003,-18962.52,USD,1,2026
JRN0002863,2025-09-15,6200,Operating Expense,CC0015,PC005,-31023.45,USD,9,2025
JRN0002864,2026-03-06,6200,Operating Expense,CC0019,PC009,-10061.44,USD,3,2026
JRN0002865,2025-08-18,5000,COGS,CC0016,PC006,-25673.16,USD,8,2025
JRN0002866,2026-12-20,6200,Operating Expense,CC0017,PC007,-7918.13,USD,12,2026
JRN0002867,2025-11-10,5000,COGS,CC0017,PC007,-33148.51,USD,11,2025
JRN0002868,2025-07-14,6100,Operating Expense,CC0006,PC006,-6594.9,USD,7,2025
JRN0002869,2025-11-14,5000,COGS,CC0010,PC010,-8261.02,USD,11,2025
JRN0002870,2026-09-10,4000,Revenue,CC0019,PC009,45968.43,USD,9,2026
JRN0002871,2025-05-09,6100,Operating Expense,CC0015,PC005,-43371.83,USD,5,2025
JRN0002872,2025-03-11,6100,Operating Expense,CC0001,PC001,-44470.96,USD,3,2025
JRN0002873,2025-06-03,5000,COGS,CC0016,PC006,-43331.24,USD,6,2025
JRN0002874,2025-11-02,5000,COGS,CC0006,PC006,-31600.77,USD,11,2025
JRN0002875,2025-11-24,4000,Revenue,CC0010,PC010,26916.19,USD,11,2025
JRN0002876,2026-01-12,4000,Revenue,CC0004,PC004,38336.13,USD,1,2026
JRN0002877,2026-11-03,6200,Operating Expense,CC0010,PC010,-32902.16,USD,11,2026
JRN0002878,2025-09-09,6100,Operating Expense,CC0004,PC004,-19480.62,USD,9,2025
JRN0002879,2026-07-11,6100,Operating Expense,CC0003,PC003,-24278.17,USD,7,2026
JRN0002880,2025-10-18,6200,Operating Expense,CC0005,PC005,-8889.94,USD,10,2025
JRN0002881,2026-07-27,6100,Operating Expense,CC0020,PC010,-23202.01,USD,7,2026
JRN0002882,2025-10-14,5000,COGS,CC0020,PC010,-39782.65,USD,10,2025
JRN0002883,2025-04-04,6200,Operating Expense,CC0001,PC001,-12289.65,USD,4,2025
JRN0002884,2026-08-24,4000,Revenue,CC0012,PC002,35459.71,USD,8,2026
JRN0002885,2025-02-07,6200,Operating Expense,CC0002,PC002,-18053.53,USD,2,2025
JRN0002886,2025-04-02,6200,Operating Expense,CC0018,PC008,-23236.46,USD,4,2025
JRN0002887,2025-06-14,6200,Operating Expense,CC0012,PC002,-24051.76,USD,6,2025
JRN0002888,2026-09-25,6100,Operating Expense,CC0017,PC007,-17877.54,USD,9,2026
JRN0002889,2025-03-04,6200,Operating Expense,CC0001,PC001,-37982.53,USD,3,2025
JRN0002890,2026-04-04,4000,Revenue,CC0010,PC010,19512.91,USD,4,2026
JRN0002891,2026-03-29,4000,Revenue,CC0009,PC009,9776.6,USD,3,2026
JRN0002892,2025-10-20,5000,COGS,CC0003,PC003,-35945.11,USD,10,2025
JRN0002893,2026-08-11,5000,COGS,CC0015,PC005,-33683.24,USD,8,2026
JRN0002894,2026-03-01,4000,Revenue,CC0012,PC002,28936.18,USD,3,2026
JRN0002895,2026-05-15,6100,Operating Expense,CC0016,PC006,-42919.51,USD,5,2026
JRN0002896,2026-12-13,6100,Operating Expense,CC0020,PC010,-29416.19,USD,12,2026
JRN0002897,2025-07-28,5000,COGS,CC0018,PC008,-34523.33,USD,7,2025
JRN0002898,2026-09-20,4000,Revenue,CC0001,PC001,13544.96,USD,9,2026
JRN0002899,2025-04-08,6200,Operating Expense,CC0008,PC008,-16973.2,USD,4,2025
JRN0002900,2026-04-29,4000,Revenue,CC0011,PC001,8475.74,USD,4,2026
JRN0002901,2026-03-25,5000,COGS,CC0014,PC004,-14265.22,USD,3,2026
JRN0002902,2025-07-14,6100,Operating Expense,CC0009,PC009,-22558.72,USD,7,2025
JRN0002903,2026-03-26,6100,Operating Expense,CC0014,PC004,-41663.37,USD,3,2026
JRN0002904,2026-03-22,6100,Operating Expense,CC0004,PC004,-49214.17,USD,3,2026
JRN0002905,2026-10-27,6200,Operating Expense,CC0014,PC004,-2964.59,USD,10,2026
JRN0002906,2026-04-18,6100,Operating Expense,CC0016,PC006,-343.85,USD,4,2026
JRN0002907,2026-05-24,6100,Operating Expense,CC0016,PC006,-6665.23,USD,5,2026
JRN0002908,2025-12-05,6200,Operating Expense,CC0004,PC004,-22363.9,USD,12,2025
JRN0002909,2026-07-18,6100,Operating Expense,CC0020,PC010,-7710.25,USD,7,2026
JRN0002910,2025-01-15,5000,COGS,CC0014,PC004,-10408.64,USD,1,2025
JRN0002911,2026-04-27,6100,Operating Expense,CC0002,PC002,-36462.83,USD,4,2026
JRN0002912,2026-09-11,5000,COGS,CC0005,PC005,-19126.87,USD,9,2026
JRN0002913,2026-12-08,6200,Operating Expense,CC0001,PC001,-5640.65,USD,12,2026
JRN0002914,2025-09-22,5000,COGS,CC0005,PC005,-6038.33,USD,9,2025
JRN0002915,2026-02-19,6200,Operating Expense,CC0009,PC009,-17765.3,USD,2,2026
JRN0002916,2026-07-14,5000,COGS,CC0004,PC004,-36038.65,USD,7,2026
JRN0002917,2025-06-28,6200,Operating Expense,CC0006,PC006,-3754.34,USD,6,2025
JRN0002918,2026-03-09,6200,Operating Expense,CC0015,PC005,-1581.12,USD,3,2026
JRN0002919,2026-10-03,6100,Operating Expense,CC0019,PC009,-6540.47,USD,10,2026
JRN0002920,2025-12-18,6100,Operating Expense,CC0005,PC005,-5488.78,USD,12,2025
JRN0002921,2026-08-26,6100,Operating Expense,CC0001,PC001,-38754.78,USD,8,2026
JRN0002922,2025-09-22,5000,COGS,CC0018,PC008,-37501.52,USD,9,2025
JRN0002923,2026-12-19,6200,Operating Expense,CC0008,PC008,-48031.8,USD,12,2026
JRN0002924,2026-11-27,5000,COGS,CC0006,PC006,-3815.6,USD,11,2026
JRN0002925,2025-07-20,4000,Revenue,CC0011,PC001,31121.33,USD,7,2025
JRN0002926,2025-04-14,4000,Revenue,CC0006,PC006,21128.16,USD,4,2025
JRN0002927,2025-07-11,6200,Operating Expense,CC0010,PC010,-17110.25,USD,7,2025
JRN0002928,2026-11-26,6200,Operating Expense,CC0003,PC003,-6133.69,USD,11,2026
JRN0002929,2026-05-06,6200,Operating Expense,CC0019,PC009,-30080.09,USD,5,2026
JRN0002930,2026-01-10,5000,COGS,CC0002,PC002,-2502.99,USD,1,2026
JRN0002931,2025-01-26,4000,Revenue,CC0008,PC008,13501.07,USD,1,2025
JRN0002932,2026-08-06,6100,Operating Expense,CC0004,PC004,-21988.76,USD,8,2026
JRN0002933,2026-06-25,4000,Revenue,CC0011,PC001,20113.69,USD,6,2026
JRN0002934,2026-03-01,6200,Operating Expense,CC0005,PC005,-13760.1,USD,3,2026
JRN0002935,2026-05-19,6200,Operating Expense,CC0019,PC009,-2701.86,USD,5,2026
JRN0002936,2025-05-02,6200,Operating Expense,CC0010,PC010,-21788.21,USD,5,2025
JRN0002937,2025-05-14,4000,Revenue,CC0015,PC005,4081.11,USD,5,2025
JRN0002938,2026-05-07,6200,Operating Expense,CC0001,PC001,-34807.36,USD,5,2026
JRN0002939,2026-03-29,5000,COGS,CC0004,PC004,-14052.63,USD,3,2026
JRN0002940,2025-02-11,5000,COGS,CC0003,PC003,-41568.19,USD,2,2025
JRN0002941,2025-12-21,6200,Operating Expense,CC0017,PC007,-10487.02,USD,12,2025
JRN0002942,2025-04-13,5000,COGS,CC0015,PC005,-13042.69,USD,4,2025
JRN0002943,2025-06-30,6100,Operating Expense,CC0018,PC008,-26095.71,USD,6,2025
JRN0002944,2026-10-22,4000,Revenue,CC0002,PC002,29956.42,USD,10,2026
JRN0002945,2025-03-21,6200,Operating Expense,CC0010,PC010,-35119.74,USD,3,2025
JRN0002946,2026-04-08,6200,Operating Expense,CC0013,PC003,-43581.17,USD,4,2026
JRN0002947,2025-02-13,6100,Operating Expense,CC0006,PC006,-31546.88,USD,2,2025
JRN0002948,2025-07-19,4000,Revenue,CC0019,PC009,6825.18,USD,7,2025
JRN0002949,2026-01-31,4000,Revenue,CC0016,PC006,15867.14,USD,1,2026
JRN0002950,2025-04-13,4000,Revenue,CC0013,PC003,43462.25,USD,4,2025
JRN0002951,2026-01-24,6100,Operating Expense,CC0016,PC006,-12994.69,USD,1,2026
JRN0002952,2025-01-14,6100,Operating Expense,CC0007,PC007,-15056.88,USD,1,2025
JRN0002953,2026-07-26,6100,Operating Expense,CC0007,PC007,-25016.77,USD,7,2026
JRN0002954,2025-03-12,4000,Revenue,CC0001,PC001,34411.02,USD,3,2025
JRN0002955,2025-09-22,4000,Revenue,CC0011,PC001,31983.37,USD,9,2025
JRN0002956,2026-10-15,4000,Revenue,CC0018,PC008,39139.14,USD,10,2026
