Budget_ID,Fiscal_Year,Fiscal_Period,Cost_Center,Profit_Center,Budget_Revenue,Budget_Cost,Budget_Profit,Forecast_Revenue,Forecast_Cost
BUD0002058,2026,12,CC0003,PC003,641484.19,480829.57,160654.62,691702.03,487202.38
BUD0002059,2026,6,CC0017,PC007,158949.23,90988.19,67961.04,169688.96,87919.27
BUD0002060,2026,9,CC0014,PC004,723948.03,419776.82,304171.21,751122.36,423815.03
BUD0002061,2025,10,CC0012,PC002,584957.93,434543.23,150414.7,626413.78,415357.6
BUD0002062,2025,12,CC0016,PC006,116509.15,80799.8,35709.35,117651.1,78903.94
BUD0002063,2025,5,CC0016,PC006,423067.78,320523.06,102544.72,460049.26,318594.92
BUD0002064,2026,10,CC0008,PC008,686104.14,491212.95,194891.19,670885.1,492190.35
BUD0002065,2026,4,CC0020,PC010,124560.18,89475.71,35084.47,133239.75,92942.84
BUD0002066,2026,12,CC0011,PC001,584065.83,404211.71,179854.12,589961.92,388134.49
BUD0002067,2025,1,CC0004,PC004,124116.7,69938.67,54178.03,121609.79,70258.45
BUD0002068,2026,1,CC0009,PC009,577540.05,320847.01,256693.04,599634.32,306618.19
BUD0002069,2026,6,CC0004,PC004,51138.59,40142.47,10996.12,53998.74,42761.98
BUD0002070,2025,12,CC0017,PC007,691700.4,469347.27,222353.13,725276.73,489108.49
BUD0002071,2025,10,CC0017,PC007,336740.49,226874.98,109865.51,368168.12,230859.38
BUD0002072,2025,1,CC0006,PC006,486214.23,295602.44,190611.79,469429.18,297245.41
BUD0002073,2026,10,CC0016,PC006,582569.11,425464.59,157104.52,639344.63,433316.55
BUD0002074,2026,9,CC0001,PC001,561015.89,348137.98,212877.91,585977.22,349890.06
BUD0002075,2026,10,CC0014,PC004,138718.09,98098.92,40619.17,151104.63,101720.2
BUD0002076,2026,12,CC0020,PC010,599374.01,380538.53,218835.48,622096.69,374919.63
BUD0002077,2026,11,CC0008,PC008,516426.89,404898.33,111528.56,560241.62,401344.54
BUD0002078,2026,12,CC0011,PC001,650680.17,468761.08,181919.09,659147.65,483365.48
BUD0002079,2026,5,CC0019,PC009,181205.6,106528.42,74677.18,185232.31,102606.71
BUD0002080,2025,5,CC0002,PC002,147319.01,102976.45,44342.56,148641.72,99104.87
BUD0002081,2026,5,CC0001,PC001,87164.96,58187.83,28977.13,88460.79,58189.21
BUD0002082,2026,8,CC0007,PC007,684438.89,416699.25,267739.64,709636.27,413724.98
BUD0002083,2026,1,CC0002,PC002,193360.91,123193.81,70167.1,206274.98,123964.42
BUD0002084,2026,11,CC0006,PC006,353236.19,230419.38,122816.81,388400.67,242764.16
BUD0002085,2026,12,CC0003,PC003,439009.59,309754.7,129254.89,471921.67,309622.77
BUD0002086,2025,3,CC0012,PC002,236822.8,131291.89,105530.91,256735.11,136880.49
BUD0002087,2025,3,CC0010,PC010,97288.08,59978.48,37309.6,92897.06,60976.98
BUD0002088,2025,8,CC0005,PC005,145581.38,82789.82,62791.56,137417.11,88894.39
BUD0002089,2025,4,CC0001,PC001,61292.92,39112.29,22180.63,60091.81,39372.38
BUD0002090,2026,8,CC0011,PC001,684824.2,533269.5,151554.7,667066.97,551575.45
BUD0002091,2026,5,CC0001,PC001,612512.55,458798.36,153714.19,666666.03,493959.99
BUD0002092,2026,5,CC0014,PC004,509334.75,370440.64,138894.11,481565.1,384664.61
BUD0002093,2026,6,CC0017,PC007,355003.09,247864.66,107138.43,382019.07,237857.87
BUD0002094,2026,12,CC0001,PC001,172258.23,117778.75,54479.48,167747.45,118570.95
BUD0002095,2026,8,CC0008,PC008,208341.09,119795.56,88545.53,205283.41,115121.36
BUD0002096,2025,10,CC0020,PC010,225575.38,161612.7,63962.68,226648.61,155368.04
BUD0002097,2025,7,CC0016,PC006,452720.25,302879.2,149841.05,448278.15,305457.47
BUD0002098,2025,7,CC0019,PC009,318100.31,254910.66,63189.65,320284.76,270185.55
BUD0002099,2026,4,CC0010,PC010,724611.19,419403.36,305207.83,719913.72,449967.23
BUD0002100,2025,8,CC0012,PC002,549062.04,365910.42,183151.62,529130.02,358426.27
BUD0002101,2026,8,CC0002,PC002,144359.04,82055.94,62303.1,141812.1,88058.5
BUD0002102,2025,5,CC0015,PC005,349006.6,242545.22,106461.38,328197.52,253299.47
BUD0002103,2026,6,CC0009,PC009,627156.66,358718.31,268438.35,657097.79,356379.42
BUD0002104,2026,5,CC0001,PC001,217306.49,155516.03,61790.46,223393.28,155037.93
BUD0002105,2026,6,CC0006,PC006,704709.61,559545.51,145164.1,686845.66,572242.81
BUD0002106,2025,8,CC0018,PC008,461524.62,285658.98,175865.64,506195.18,283653.24
BUD0002107,2026,7,CC0003,PC003,746631.9,529919.03,216712.87,775769.29,540645.12
BUD0002108,2026,9,CC0011,PC001,115107.35,83770.0,31337.35,110063.68,89998.07
BUD0002109,2025,7,CC0018,PC008,189114.87,134880.8,54234.07,198835.27,139448.33
BUD0002110,2026,9,CC0002,PC002,237362.32,164769.13,72593.19,231100.11,174726.3
BUD0002111,2026,7,CC0012,PC002,445218.66,345649.41,99569.25,433537.63,340556.69
BUD0002112,2026,1,CC0011,PC001,488625.91,368556.89,120069.02,503944.15,392059.67
BUD0002113,2026,7,CC0009,PC009,453269.87,271798.32,181471.55,429177.54,289260.89
BUD0002114,2026,8,CC0007,PC007,228303.0,136096.75,92206.25,246125.18,144134.06
BUD0002115,2025,2,CC0002,PC002,297006.91,195312.34,101694.57,321338.31,186215.99
BUD0002116,2025,10,CC0001,PC001,281032.52,207894.01,73138.51,298807.85,201736.28
BUD0002117,2026,8,CC0014,PC004,634100.8,407763.58,226337.22,626581.33,393290.29
BUD0002118,2026,6,CC0017,PC007,352684.92,256590.22,96094.7,385861.39,275251.07
BUD0002119,2026,4,CC0017,PC007,193308.3,117856.09,75452.21,209442.35,119385.05
BUD0002120,2026,4,CC0006,PC006,53695.3,38243.4,15451.9,52492.06,40435.75
BUD0002121,2026,4,CC0001,PC001,390218.69,285576.08,104642.61,398540.93,303423.54
BUD0002122,2026,3,CC0008,PC008,551887.59,343588.3,208299.29,556116.19,333293.26
BUD0002123,2025,5,CC0011,PC001,435079.02,329481.25,105597.77,438601.05,319357.78
BUD0002124,2026,12,CC0012,PC002,147893.89,110480.32,37413.57,148639.06,116590.93
BUD0002125,2026,10,CC0008,PC008,203876.63,145886.96,57989.67,208607.04,145277.51
BUD0002126,2026,8,CC0007,PC007,115807.58,72925.8,42881.78,109545.02,72881.22
BUD0002127,2026,4,CC0016,PC006,541162.87,312787.91,228374.96,518470.2,316061.61
BUD0002128,2025,6,CC0007,PC007,116653.8,91600.14,25053.66,125492.65,91036.9
BUD0002129,2026,12,CC0014,PC004,655285.95,486273.77,169012.18,661205.42,517303.79
BUD0002130,2025,11,CC0016,PC006,414679.72,270619.17,144060.55,411395.84,285994.88
BUD0002131,2025,7,CC0016,PC006,102863.77,62821.19,40042.58,107569.1,64149.59
BUD0002132,2025,8,CC0010,PC010,333144.63,238312.61,94832.02,364026.04,246281.28
BUD0002133,2025,8,CC0006,PC006,157326.19,102380.83,54945.36,162456.86,107808.16
BUD0002134,2026,4,CC0015,PC005,249904.18,164658.37,85245.81,257597.52,170816.06
BUD0002135,2025,1,CC0019,PC009,318356.28,212483.37,105872.91,338639.4,217922.84
BUD0002136,2025,10,CC0001,PC001,140816.32,77511.73,63304.59,150743.57,77028.01
BUD0002137,2026,10,CC0008,PC008,692540.5,562623.28,129917.22,755183.41,543807.38
BUD0002138,2026,8,CC0001,PC001,173481.17,105988.28,67492.89,185523.25,106222.89
BUD0002139,2025,8,CC0014,PC004,639112.85,369950.03,269162.82,602891.78,384678.1
BUD0002140,2025,9,CC0019,PC009,149341.54,120186.02,29155.52,155022.03,127032.19
BUD0002141,2026,4,CC0004,PC004,557944.78,329847.25,228097.53,534947.31,349000.78
BUD0002142,2025,6,CC0010,PC010,631245.27,354930.48,276314.79,594223.01,361479.51
BUD0002143,2026,8,CC0018,PC008,233076.56,177110.04,55966.52,229290.63,170247.2
BUD0002144,2026,4,CC0019,PC009,717628.39,399720.6,317907.79,788299.07,409872.68
BUD0002145,2025,1,CC0005,PC005,607905.98,372058.88,235847.1,642996.89,382420.03
BUD0002146,2026,4,CC0005,PC005,737773.35,439450.47,298322.88,716583.49,454581.38
BUD0002147,2026,5,CC0017,PC007,450613.23,274622.19,175991.04,451368.33,295365.32
BUD0002148,2025,2,CC0011,PC001,157866.31,101075.36,56790.95,151627.21,102255.64
BUD0002149,2025,2,CC0009,PC009,560912.86,429583.08,131329.78,571500.15,436077.79
BUD0002150,2025,8,CC0007,PC007,580442.19,391699.0,188743.19,569262.42,412299.39
BUD0002151,2026,1,CC0003,PC003,278558.65,206898.69,71659.96,282021.93,212767.53
BUD0002152,2026,5,CC0007,PC007,503890.47,288000.58,215889.89,478016.08,300668.75
BUD0002153,2026,4,CC0005,PC005,708194.52,531518.87,176675.65,717509.21,553159.1
BUD0002154,2026,2,CC0015,PC005,632519.93,494642.03,137877.9,607965.33,492380.27
BUD0002155,2025,2,CC0008,PC008,543567.12,443108.38,100458.74,591567.55,449211.65
BUD0002156,2025,3,CC0001,PC001,355049.59,270773.42,84276.17,353101.2,264631.52
BUD0002157,2025,2,CC0019,PC009,229107.3,153778.19,75329.11,222480.59,155314.57
BUD0002158,2025,6,CC0019,PC009,528123.96,359073.37,169050.59,502946.81,358830.24
BUD0002159,2025,8,CC0001,PC001,129358.52,87246.48,42112.04,128456.5,86397.07
BUD0002160,2026,10,CC0002,PC002,100223.45,79632.03,20591.42,108965.01,79506.71
BUD0002161,2026,10,CC0016,PC006,466433.8,323681.51,142752.29,501539.96,336866.65
BUD0002162,2025,9,CC0013,PC003,524537.33,296060.74,228476.59,520583.51,304490.25
BUD0002163,2025,10,CC0014,PC004,124451.48,84266.04,40185.44,132908.4,90868.55
BUD0002164,2026,3,CC0011,PC001,742057.02,445132.26,296924.76,808762.68,459546.55
BUD0002165,2026,7,CC0011,PC001,179981.42,127140.5,52840.92,193946.85,123114.92
BUD0002166,2026,4,CC0005,PC005,718707.62,528834.93,189872.69,691832.55,547729.95
BUD0002167,2026,2,CC0019,PC009,558416.02,324814.43,233601.59,555233.96,344032.05
BUD0002168,2026,9,CC0016,PC006,55701.47,45497.11,10204.36,60375.72,45438.95
BUD0002169,2026,4,CC0005,PC005,118210.58,92138.13,26072.45,111799.23,91298.99
BUD0002170,2025,11,CC0009,PC009,403259.53,300103.57,103155.96,435621.98,295442.52
BUD0002171,2025,6,CC0015,PC005,417713.5,277836.04,139877.46,410632.92,276715.67
BUD0002172,2026,3,CC0010,PC010,310026.01,220662.78,89363.23,305234.57,229476.52
BUD0002173,2025,10,CC0018,PC008,216117.93,151784.47,64333.46,229442.97,154785.71
BUD0002174,2025,11,CC0012,PC002,50582.48,32459.81,18122.67,55640.68,32195.25
BUD0002175,2026,6,CC0017,PC007,656268.41,498862.61,157405.8,695312.29,483665.61
BUD0002176,2025,8,CC0017,PC007,739140.62,604136.43,135004.19,748484.19,600353.99
BUD0002177,2025,3,CC0016,PC006,294830.35,181841.13,112989.22,289624.31,186375.21
BUD0002178,2025,8,CC0015,PC005,631589.24,408258.13,223331.11,595806.79,440092.92
BUD0002179,2025,4,CC0004,PC004,118274.61,72669.63,45604.98,124419.83,74455.9
BUD0002180,2025,12,CC0002,PC002,337081.21,235688.62,101392.59,327844.19,243401.55
BUD0002181,2026,9,CC0002,PC002,284889.84,206679.85,78209.99,300249.64,199474.01
BUD0002182,2026,4,CC0001,PC001,625217.51,396925.89,228291.62,641548.95,418738.05
BUD0002183,2026,5,CC0004,PC004,670535.74,481163.74,189372.0,656003.27,506634.56
BUD0002184,2026,3,CC0003,PC003,311068.21,174020.69,137047.52,302699.65,174672.65
BUD0002185,2026,12,CC0005,PC005,370640.26,225175.37,145464.89,370982.11,223346.5
BUD0002186,2025,12,CC0018,PC008,621908.15,362407.66,259500.49,631877.56,362569.39
BUD0002187,2025,5,CC0015,PC005,670581.08,420738.06,249843.02,631628.37,431609.39
BUD0002188,2025,6,CC0008,PC008,143446.98,86843.8,56603.18,135168.7,88135.71
BUD0002189,2025,9,CC0005,PC005,564607.14,410873.4,153733.74,614741.28,419904.17
BUD0002190,2026,7,CC0007,PC007,698286.12,563484.32,134801.8,716381.32,560424.34
BUD0002191,2026,7,CC0019,PC009,475747.19,352878.36,122868.83,448717.33,368041.22
BUD0002192,2025,9,CC0019,PC009,122671.74,72765.47,49906.27,118903.45,76479.97
BUD0002193,2025,1,CC0020,PC010,659431.71,456405.31,203026.4,647112.91,482359.3
BUD0002194,2026,5,CC0007,PC007,684087.78,518418.78,165669.0,702924.4,538465.76
BUD0002195,2026,7,CC0001,PC001,353322.54,220765.52,132557.02,379638.88,229747.24
BUD0002196,2025,6,CC0014,PC004,64446.6,42486.12,21960.48,61528.51,44618.8
BUD0002197,2025,5,CC0020,PC010,126920.34,88356.74,38563.6,134526.96,89275.16
BUD0002198,2025,10,CC0013,PC003,440945.93,319554.53,121391.4,433891.58,340369.4
BUD0002199,2025,8,CC0001,PC001,597195.82,396986.31,200209.51,632735.8,397134.01
BUD0002200,2025,3,CC0015,PC005,150895.41,112064.0,38831.41,145195.15,118750.17
BUD0002201,2025,2,CC0007,PC007,180744.61,108793.21,71951.4,197634.13,117405.52
BUD0002202,2025,5,CC0015,PC005,738597.07,436542.3,302054.77,746698.02,451874.61
BUD0002203,2025,12,CC0011,PC001,516487.71,404818.63,111669.08,549391.45,427695.78
BUD0002204,2026,2,CC0003,PC003,115990.78,94900.69,21090.09,113595.66,93485.18
BUD0002205,2025,9,CC0002,PC002,578200.86,339708.69,238492.17,598808.8,351843.6
BUD0002206,2026,3,CC0019,PC009,249275.59,186944.31,62331.28,262046.92,199306.62
BUD0002207,2025,2,CC0017,PC007,624971.79,491745.21,133226.58,604950.62,475924.4
BUD0002208,2025,6,CC0017,PC007,115980.02,86067.61,29912.41,113377.03,89277.2
BUD0002209,2025,9,CC0002,PC002,218008.52,133761.7,84246.82,234278.19,127339.68
BUD0002210,2026,8,CC0018,PC008,188867.08,109002.91,79864.17,189114.44,107652.42
BUD0002211,2025,7,CC0008,PC008,563214.3,354700.32,208513.98,605076.14,360798.84
BUD0002212,2025,8,CC0004,PC004,681964.17,478541.93,203422.24,679110.7,473299.0
BUD0002213,2025,4,CC0009,PC009,576936.59,420762.76,156173.83,568718.5,437509.12
BUD0002214,2026,1,CC0007,PC007,51131.43,40241.81,10889.62,49783.48,43425.91
BUD0002215,2025,11,CC0016,PC006,637473.97,477382.15,160091.82,632780.62,467524.91
BUD0002216,2026,12,CC0007,PC007,62988.53,45493.99,17494.54,65032.79,47695.8
BUD0002217,2025,11,CC0009,PC009,438585.67,262331.02,176254.65,421255.48,255137.29
BUD0002218,2025,7,CC0008,PC008,52552.31,39076.26,13476.05,56242.52,39336.23
BUD0002219,2025,3,CC0004,PC004,119407.78,92367.24,27040.54,124852.95,96270.17
BUD0002220,2025,1,CC0001,PC001,649338.67,376885.41,272453.26,641029.3,404294.99
BUD0002221,2026,12,CC0001,PC001,204314.77,119850.55,84464.22,193118.23,122890.19
BUD0002222,2025,10,CC0015,PC005,138753.22,112811.52,25941.7,144839.67,118139.27
BUD0002223,2025,2,CC0007,PC007,295674.14,205753.31,89920.83,321069.08,210713.74
BUD0002224,2026,8,CC0001,PC001,602206.98,380818.1,221388.88,614076.31,379900.76
BUD0002225,2025,3,CC0013,PC003,193658.86,123357.55,70301.31,188924.82,121168.78
BUD0002226,2026,3,CC0015,PC005,98455.14,59273.93,39181.21,105905.1,63245.47
BUD0002227,2026,9,CC0015,PC005,742314.79,492681.2,249633.59,762655.75,484184.74
BUD0002228,2026,5,CC0011,PC001,338209.49,250968.16,87241.33,361735.64,253032.94
BUD0002229,2026,7,CC0019,PC009,697292.36,532251.16,165041.2,749335.36,509191.3
BUD0002230,2025,5,CC0020,PC010,526257.13,371845.6,154411.53,538565.07,392016.68
BUD0002231,2025,5,CC0001,PC001,538009.78,374872.37,163137.41,509196.39,360526.39
BUD0002232,2025,9,CC0006,PC006,576625.97,359664.4,216961.57,625386.94,362529.47
BUD0002233,2025,10,CC0016,PC006,113293.58,74739.21,38554.37,119277.82,72605.7
BUD0002234,2025,1,CC0008,PC008,505566.5,311915.79,193650.71,552931.28,299498.86
BUD0002235,2025,8,CC0018,PC008,730466.18,509295.05,221171.13,764107.3,504603.79
BUD0002236,2026,7,CC0005,PC005,55959.28,39245.24,16714.04,60381.24,37993.71
BUD0002237,2025,3,CC0006,PC006,460815.42,337620.76,123194.66,451338.68,350314.17
BUD0002238,2026,4,CC0013,PC003,350167.49,257603.26,92564.23,376707.39,252189.43
BUD0002239,2026,6,CC0007,PC007,706355.84,429004.51,277351.33,711221.21,430195.24
BUD0002240,2025,5,CC0013,PC003,716764.77,578342.37,138422.4,674862.75,580742.72
BUD0002241,2025,9,CC0016,PC006,112414.57,83512.52,28902.05,122643.52,79533.1
BUD0002242,2025,3,CC0010,PC010,746270.24,426724.89,319545.35,804135.53,427691.5
BUD0002243,2026,11,CC0005,PC005,377347.34,259088.11,118259.23,395958.62,267256.95
BUD0002244,2025,1,CC0018,PC008,386349.33,228578.24,157771.09,366820.44,240823.59
BUD0002245,2026,1,CC0020,PC010,308700.82,221969.97,86730.85,315880.74,223972.27
BUD0002246,2025,12,CC0017,PC007,298224.36,174699.27,123525.09,283818.64,174399.44
BUD0002247,2025,7,CC0005,PC005,458553.68,375446.35,83107.33,473892.86,368194.83
BUD0002248,2025,12,CC0008,PC008,82749.37,54577.48,28171.89,89734.53,58048.24
BUD0002249,2026,10,CC0007,PC007,99187.34,54998.52,44188.82,98075.3,54519.0
BUD0002250,2025,5,CC0009,PC009,640117.68,503955.05,136162.63,653963.92,534026.3
BUD0002251,2026,6,CC0007,PC007,58897.63,44787.92,14109.71,61413.97,45254.04
BUD0002252,2026,12,CC0017,PC007,550553.83,439114.52,111439.31,567991.03,464250.55
BUD0002253,2025,2,CC0006,PC006,538389.42,304726.74,233662.68,580134.35,304652.09
BUD0002254,2025,9,CC0010,PC010,140696.91,84728.26,55968.65,133296.84,85456.79
BUD0002255,2025,7,CC0014,PC004,658778.1,401231.98,257546.12,693161.47,393780.11
BUD0002256,2025,9,CC0001,PC001,261332.55,211092.84,50239.71,286101.0,221349.22
BUD0002257,2026,7,CC0014,PC004,696150.22,516227.18,179923.04,722593.91,527569.14
BUD0002258,2026,5,CC0001,PC001,69183.98,52837.22,16346.76,73103.38,50841.99
BUD0002259,2025,1,CC0018,PC008,543828.75,440941.39,102887.36,546063.72,466982.31
BUD0002260,2026,10,CC0003,PC003,598299.65,442846.51,155453.14,630622.33,437266.17
BUD0002261,2026,7,CC0007,PC007,630375.1,386217.92,244157.18,683708.66,411622.07
BUD0002262,2026,8,CC0010,PC010,362012.69,200261.73,161750.96,341518.29,195697.83
BUD0002263,2026,10,CC0010,PC010,226348.19,178851.31,47496.88,234607.93,171778.86
BUD0002264,2026,11,CC0010,PC010,627588.65,492296.63,135292.02,607839.89,491852.62
BUD0002265,2026,9,CC0006,PC006,735652.04,477490.3,258161.74,757895.94,476008.82
BUD0002266,2025,5,CC0016,PC006,744422.26,604654.35,139767.91,727430.79,575942.57
BUD0002267,2025,6,CC0017,PC007,688406.48,562973.38,125433.1,652740.98,535374.84
BUD0002268,2026,9,CC0013,PC003,188229.63,128358.65,59870.98,187745.55,136696.78
BUD0002269,2025,1,CC0014,PC004,406130.2,277866.38,128263.82,387057.26,298794.15
BUD0002270,2025,7,CC0015,PC005,76646.65,45962.95,30683.7,79156.2,44721.15
BUD0002271,2025,5,CC0009,PC009,418739.75,237037.32,181702.43,405346.08,235343.36
BUD0002272,2026,2,CC0007,PC007,611806.39,494164.41,117641.98,668686.59,472888.53
BUD0002273,2026,9,CC0009,PC009,195228.73,151665.52,43563.21,203833.09,163445.41
BUD0002274,2025,3,CC0003,PC003,664177.78,398262.6,265915.18,729013.63,421996.09
BUD0002275,2025,4,CC0020,PC010,539078.98,435322.02,103756.96,519703.56,462467.34
BUD0002276,2025,3,CC0001,PC001,664701.57,519236.96,145464.61,627642.27,494606.3
BUD0002277,2025,11,CC0018,PC008,250357.14,185699.53,64657.61,264745.52,182528.47
BUD0002278,2025,3,CC0010,PC010,503738.08,397531.71,106206.37,478123.51,389343.11
BUD0002279,2025,8,CC0014,PC004,304944.0,180242.97,124701.03,316749.41,184788.87
BUD0002280,2026,1,CC0004,PC004,420660.81,272940.41,147720.4,405814.4,263235.1
BUD0002281,2025,5,CC0019,PC009,231385.34,167477.63,63907.71,232716.4,163479.8
BUD0002282,2025,7,CC0012,PC002,58921.06,44487.55,14433.51,63317.66,47172.52
BUD0002283,2026,7,CC0005,PC005,686982.89,528735.85,158247.04,663143.24,540898.67
BUD0002284,2025,2,CC0001,PC001,272382.63,156712.65,115669.98,260786.24,152602.73
BUD0002285,2026,5,CC0010,PC010,714804.67,530414.5,184390.17,738024.58,553944.43
BUD0002286,2026,1,CC0004,PC004,675427.85,466926.48,208501.37,645835.74,486803.29
BUD0002287,2025,1,CC0007,PC007,186309.73,127069.77,59239.96,193078.61,122913.74
BUD0002288,2026,11,CC0020,PC010,578436.27,409817.1,168619.17,621164.17,410729.48
BUD0002289,2026,9,CC0019,PC009,609422.01,421814.9,187607.11,629689.59,452864.38
BUD0002290,2025,5,CC0005,PC005,153481.82,108565.67,44916.15,159339.38,112919.85
BUD0002291,2025,3,CC0015,PC005,212999.52,119127.76,93871.76,206946.48,125190.55
BUD0002292,2026,2,CC0019,PC009,225703.08,154513.77,71189.31,231456.83,166061.2
BUD0002293,2025,12,CC0013,PC003,226707.74,131377.7,95330.04,213918.16,134356.99
BUD0002294,2026,3,CC0014,PC004,193018.91,142782.81,50236.1,190763.95,149211.76
BUD0002295,2026,3,CC0015,PC005,659759.73,374343.28,285416.45,642764.02,374840.37
BUD0002296,2026,2,CC0008,PC008,212597.42,164934.96,47662.46,218129.56,173987.96
BUD0002297,2026,7,CC0011,PC001,119505.4,90107.2,29398.2,118636.72,91876.49
BUD0002298,2025,4,CC0006,PC006,733662.81,486718.87,246943.94,783294.79,480138.4
BUD0002299,2026,5,CC0006,PC006,438087.88,335123.9,102963.98,442729.77,341635.08
BUD0002300,2026,2,CC0017,PC007,134429.97,102276.33,32153.64,128943.58,107399.62
BUD0002301,2025,8,CC0002,PC002,117988.35,73714.46,44273.89,116495.13,70643.0
BUD0002302,2025,5,CC0014,PC004,613636.52,385441.08,228195.44,577016.38,404481.7
BUD0002303,2025,2,CC0007,PC007,374487.25,226022.8,148464.45,353538.13,217958.84
BUD0002304,2025,10,CC0020,PC010,172149.66,114499.09,57650.57,167271.53,122811.83
BUD0002305,2025,2,CC0017,PC007,733713.37,495787.44,237925.93,715050.3,507370.51
BUD0002306,2025,8,CC0017,PC007,727878.26,501948.15,225930.11,712521.32,529050.56
BUD0002307,2026,12,CC0011,PC001,154740.67,121320.53,33420.14,151672.69,124930.29
BUD0002308,2026,10,CC0006,PC006,507633.47,332519.92,175113.55,495813.08,357637.4
BUD0002309,2026,3,CC0014,PC004,338142.91,226632.21,111510.7,369846.48,221409.55
BUD0002310,2025,12,CC0005,PC005,690242.62,405918.61,284324.01,690339.56,416044.58
BUD0002311,2026,2,CC0004,PC004,467827.8,350413.92,117413.88,496974.32,338345.46
BUD0002312,2026,9,CC0002,PC002,607567.23,435687.68,171879.55,586662.28,435438.13
BUD0002313,2025,5,CC0017,PC007,427996.18,267999.8,159996.38,444330.93,287242.19
BUD0002314,2026,11,CC0018,PC008,154686.98,120280.84,34406.14,149591.29,128812.82
BUD0002315,2026,11,CC0006,PC006,460884.42,338916.14,121968.28,457101.1,364203.6
BUD0002316,2026,7,CC0002,PC002,51358.09,39804.09,11554.0,51024.84,40508.52
BUD0002317,2025,9,CC0004,PC004,446436.44,357723.54,88712.9,428147.76,372812.88
BUD0002318,2026,9,CC0019,PC009,153157.84,117226.81,35931.03,167979.17,115651.61
BUD0002319,2025,6,CC0020,PC010,234339.67,163741.79,70597.88,240759.81,158598.37
BUD0002320,2026,9,CC0006,PC006,333061.1,217992.13,115068.97,317109.86,219332.09
BUD0002321,2025,2,CC0011,PC001,66658.16,36871.88,29786.28,65665.7,39817.38
BUD0002322,2026,8,CC0004,PC004,232442.31,131656.97,100785.34,228937.69,133462.28
BUD0002323,2026,2,CC0006,PC006,219938.93,151518.53,68420.4,225244.27,150993.15
BUD0002324,2025,11,CC0012,PC002,132476.91,91252.11,41224.8,137767.83,89400.3
BUD0002325,2025,4,CC0015,PC005,423443.43,275906.05,147537.38,447896.17,263379.34
BUD0002326,2025,10,CC0018,PC008,398705.8,303228.7,95477.1,383916.62,298826.54
BUD0002327,2026,6,CC0008,PC008,465248.33,348829.35,116418.98,448973.68,342376.48
BUD0002328,2025,7,CC0010,PC010,94773.11,72154.42,22618.69,91691.8,70514.87
BUD0002329,2026,11,CC0017,PC007,635060.38,353258.11,281802.27,636717.86,342034.25
BUD0002330,2026,10,CC0015,PC005,321935.78,182215.92,139719.86,340903.45,192616.22
BUD0002331,2026,9,CC0013,PC003,449758.84,328293.89,121464.95,476602.26,314032.97
BUD0002332,2026,1,CC0020,PC010,342416.34,214129.54,128286.8,364853.45,208387.28
BUD0002333,2025,12,CC0020,PC010,683315.82,411527.51,271788.31,699093.47,416992.11
BUD0002334,2026,10,CC0001,PC001,162673.55,94593.98,68079.57,155069.38,93826.96
BUD0002335,2025,5,CC0008,PC008,470833.84,374305.15,96528.69,455734.33,399252.87
BUD0002336,2025,11,CC0018,PC008,372016.38,288238.51,83777.87,374944.94,301243.19
BUD0002337,2025,6,CC0016,PC006,283751.05,197823.96,85927.09,300901.96,188710.03
BUD0002338,2025,1,CC0012,PC002,128824.7,77757.62,51067.08,127658.05,78683.18
BUD0002339,2025,8,CC0018,PC008,729421.43,473247.93,256173.5,772012.78,456973.96
BUD0002340,2026,2,CC0001,PC001,710725.58,454555.58,256170.0,769076.19,486769.66
BUD0002341,2026,3,CC0006,PC006,80207.89,55259.0,24948.89,79894.29,53318.86
BUD0002342,2026,3,CC0006,PC006,348440.31,228903.2,119537.11,371245.66,245372.34
BUD0002343,2025,9,CC0005,PC005,589962.81,341800.94,248161.87,602739.25,331385.36
BUD0002344,2025,9,CC0003,PC003,188530.72,106943.03,81587.69,186101.55,104087.16
BUD0002345,2026,4,CC0014,PC004,167563.24,116010.48,51552.76,179141.55,114267.97
BUD0002346,2025,5,CC0020,PC010,146989.58,80900.68,66088.9,151297.27,86236.4
BUD0002347,2026,3,CC0017,PC007,54482.72,41121.46,13361.26,57666.73,42109.27
BUD0002348,2026,10,CC0007,PC007,339527.7,204473.75,135053.95,323044.13,216001.6
BUD0002349,2026,10,CC0010,PC010,272944.81,156723.88,116220.93,294057.8,157927.88
BUD0002350,2025,5,CC0010,PC010,733668.18,493821.04,239847.14,699174.87,491622.35
BUD0002351,2025,12,CC0015,PC005,611255.3,355130.27,256125.03,665616.26,353599.32
BUD0002352,2025,12,CC0004,PC004,80292.58,55258.91,25033.67,84000.7,58092.38
BUD0002353,2026,6,CC0005,PC005,196077.2,159388.77,36688.43,205958.11,171409.47
BUD0002354,2026,2,CC0017,PC007,561730.52,426509.42,135221.1,566386.8,427144.6
BUD0002355,2025,9,CC0014,PC004,504678.58,403815.68,100862.9,485528.38,427983.54
BUD0002356,2025,4,CC0015,PC005,610496.48,500306.24,110190.24,610381.9,498254.03
BUD0002357,2026,5,CC0017,PC007,249337.45,141731.75,107605.7,250654.3,139714.51
BUD0002358,2025,12,CC0005,PC005,664136.18,528404.71,135731.47,685804.53,570232.16
BUD0002359,2025,3,CC0009,PC009,739206.56,454287.76,284918.8,758462.72,443108.82
