Transaction_ID,Product_ID,Plant_ID,Material_ID,Standard_Cost,Actual_Cost,Material_Cost,Labor_Cost,Overhead_Cost,Freight_Cost,Manufacturing_Cost,Production_Date,Cost_Per_Unit
T0002945,P0089,PL01,M00195,219.36,229.44,143.01,50.65,26.28,9.5,219.94,2025-02-28,1.2676
T0002946,P0128,PL02,M00196,1243.38,1217.54,728.44,234.46,150.48,104.16,1113.38,2026-01-20,1.1347
T0002947,P0039,PL03,M00197,532.43,529.94,351.59,78.64,66.96,32.75,497.19,2025-12-30,0.4495
T0002948,P0067,PL04,M00198,602.98,602.36,385.09,85.31,82.39,49.57,552.79,2025-01-07,1.5935
T0002949,P0041,PL05,M00199,74.94,75.18,46.79,13.44,10.75,4.2,70.98,2025-04-24,1.1933
T0002950,P0132,PL06,M00200,38.41,37.15,19.0,8.15,7.04,2.96,34.19,2026-07-29,0.1486
T0002951,P0147,PL07,M00201,245.13,252.46,157.03,37.37,36.16,21.9,230.56,2025-10-13,0.2199
T0002952,P0089,PL08,M00202,636.18,647.87,389.4,115.44,116.44,26.59,621.28,2026-06-25,0.6784
T0002953,P0034,PL01,M00203,190.8,199.46,115.94,40.11,27.81,15.6,183.86,2026-01-30,0.8865
T0002954,P0052,PL02,M00204,403.01,390.48,204.75,84.48,72.01,29.24,361.24,2026-05-18,0.5199
T0002955,P0053,PL03,M00205,422.02,431.04,248.3,66.23,78.26,38.25,392.79,2025-05-04,0.5187
T0002956,P0045,PL04,M00206,17.72,18.1,11.07,4.2,2.17,0.66,17.44,2026-11-18,0.1792
T0002957,P0093,PL05,M00207,253.91,244.22,151.75,40.18,40.66,11.63,232.59,2026-04-30,0.9503
T0002958,P0062,PL06,M00208,744.74,738.52,382.65,176.7,113.59,65.58,672.94,2026-04-07,1.0672
T0002959,P0038,PL07,M00209,140.08,142.87,77.43,27.35,26.85,11.24,131.63,2025-07-01,0.8211
T0002960,P0148,PL08,M00210,733.17,727.75,433.91,159.16,99.04,35.64,692.11,2026-05-18,0.6199
T0002961,P0143,PL01,M00211,51.75,50.09,28.35,8.69,9.79,3.26,46.83,2026-07-23,0.5504
T0002962,P0085,PL02,M00212,946.86,957.67,566.3,164.25,166.83,60.29,897.38,2025-12-04,1.092
T0002963,P0048,PL03,M00213,208.35,207.77,123.6,32.23,42.98,8.96,198.81,2025-05-07,0.6258
T0002964,P0033,PL04,M00214,441.24,436.32,246.92,91.99,74.37,23.04,413.28,2025-06-19,0.3651
T0002965,P0113,PL05,M00215,79.34,78.94,48.92,16.32,9.12,4.58,74.36,2026-10-29,0.6418
T0002966,P0019,PL06,M00216,169.95,171.11,103.96,28.82,26.94,11.39,159.72,2025-11-04,0.2733
T0002967,P0009,PL07,M00217,482.07,464.43,266.5,111.07,67.58,19.28,445.15,2026-05-22,1.5585
T0002968,P0096,PL08,M00218,1091.32,1066.34,554.1,223.4,213.58,75.26,991.08,2026-12-20,1.4587
T0002969,P0002,PL01,M00219,629.17,633.32,340.84,144.2,125.39,22.89,610.43,2026-04-17,0.5711
T0002970,P0028,PL02,M00220,17.99,18.74,10.13,3.56,3.86,1.19,17.55,2025-09-30,0.1266
T0002971,P0030,PL03,M00221,291.59,292.58,171.31,57.19,43.42,20.66,271.92,2026-08-22,1.2832
T0002972,P0055,PL04,M00222,452.55,436.72,248.62,93.27,67.25,27.58,409.14,2026-10-19,0.853
T0002973,P0128,PL05,M00223,192.1,196.11,101.95,49.15,32.34,12.67,183.44,2025-04-02,0.4952
T0002974,P0099,PL06,M00224,939.04,913.43,494.03,151.02,180.23,88.15,825.28,2026-12-05,1.4545
T0002975,P0065,PL07,M00225,119.58,121.75,74.99,27.8,14.05,4.91,116.84,2025-08-25,0.341
T0002976,P0071,PL08,M00226,1035.1,1009.01,653.71,158.15,126.9,70.25,938.76,2025-10-30,1.2708
T0002977,P0107,PL01,M00227,785.07,778.2,425.08,202.74,116.65,33.73,744.47,2026-11-09,1.4937
T0002978,P0035,PL02,M00228,511.43,492.83,303.65,86.73,79.97,22.48,470.35,2025-07-14,0.911
T0002979,P0018,PL03,M00229,154.62,162.32,91.42,36.26,28.16,6.48,155.84,2025-12-13,0.1527
T0002980,P0050,PL04,M00230,327.5,337.34,220.0,53.92,50.03,13.39,323.95,2025-10-04,0.8168
T0002981,P0111,PL05,M00231,276.03,279.34,167.77,64.43,35.39,11.75,267.59,2025-03-10,0.245
T0002982,P0078,PL06,M00232,111.84,109.0,56.64,26.65,20.73,4.98,104.02,2025-12-04,0.2907
T0002983,P0129,PL07,M00233,167.69,163.41,102.07,27.06,20.4,13.88,149.53,2026-09-15,0.2705
T0002984,P0049,PL08,M00234,106.76,109.63,61.67,26.16,16.88,4.92,104.71,2026-08-15,0.4266
T0002985,P0078,PL01,M00235,63.34,66.49,42.77,12.0,8.51,3.21,63.28,2025-04-21,0.2071
T0002986,P0104,PL02,M00236,362.48,380.18,226.11,81.87,55.15,17.05,363.13,2026-06-18,0.6152
T0002987,P0084,PL03,M00237,379.36,369.73,229.06,59.32,56.6,24.75,344.98,2026-04-14,1.696
T0002988,P0030,PL04,M00238,62.98,63.91,35.98,11.41,14.06,2.46,61.45,2025-06-03,1.0308
T0002989,P0044,PL05,M00239,260.44,256.28,158.54,45.65,31.01,21.08,235.2,2026-07-01,0.425
T0002990,P0045,PL06,M00240,1218.1,1180.09,699.56,191.88,235.63,53.02,1127.07,2025-09-15,1.1968
T0002991,P0062,PL07,M00241,539.11,519.58,266.29,123.98,105.77,23.54,496.04,2025-09-17,0.5918
T0002992,P0138,PL08,M00242,1102.85,1150.66,562.81,289.97,220.12,77.76,1072.9,2025-07-22,1.3031
T0002993,P0011,PL01,M00243,249.91,257.99,154.2,38.26,45.48,20.05,237.94,2025-05-18,0.3675
T0002994,P0019,PL02,M00244,1385.83,1408.93,780.89,289.52,255.68,82.84,1326.09,2026-01-15,1.3827
T0002995,P0017,PL03,M00245,1118.76,1130.43,660.34,202.24,199.25,68.6,1061.83,2025-10-24,1.0286
T0002996,P0142,PL04,M00246,150.62,147.07,84.04,24.47,26.0,12.56,134.51,2025-08-28,0.3781
T0002997,P0043,PL05,M00247,1080.99,1096.34,701.09,176.58,131.59,87.08,1009.26,2026-10-26,0.9668
T0002998,P0117,PL06,M00248,154.32,148.49,75.01,34.58,26.98,11.92,136.57,2025-08-26,0.8684
T0002999,P0021,PL07,M00249,387.67,371.34,200.41,91.74,62.61,16.58,354.76,2025-07-11,0.5609
T0003000,P0123,PL08,M00250,23.48,23.47,12.88,4.01,4.27,2.31,21.16,2025-01-04,1.0668
T0003001,P0089,PL01,M00001,638.26,647.86,374.47,114.83,101.52,57.04,590.82,2026-02-14,0.8274
T0003002,P0019,PL02,M00002,433.66,448.64,264.52,84.13,77.48,22.51,426.13,2026-08-16,0.837
T0003003,P0049,PL03,M00003,586.66,598.35,330.38,143.13,77.67,47.17,551.18,2025-07-20,0.8799
T0003004,P0026,PL04,M00004,647.12,651.59,401.09,136.51,89.27,24.72,626.87,2026-12-22,0.7657
T0003005,P0003,PL05,M00005,28.6,29.3,17.97,4.5,4.19,2.64,26.66,2025-12-31,0.4069
T0003006,P0129,PL06,M00006,146.99,151.88,88.63,27.56,29.64,6.05,145.83,2026-12-20,1.6876
T0003007,P0113,PL07,M00007,1067.28,1105.64,622.55,250.79,165.61,66.69,1038.95,2026-06-13,1.0171
T0003008,P0082,PL08,M00008,57.54,56.02,33.42,10.74,9.48,2.38,53.64,2026-11-30,0.2197
T0003009,P0023,PL01,M00009,150.09,148.62,83.48,22.8,28.19,14.15,134.47,2025-08-11,0.3448
T0003010,P0086,PL02,M00010,635.24,609.72,331.14,106.88,116.53,55.17,554.55,2026-03-19,1.127
T0003011,P0141,PL03,M00011,230.03,225.08,116.24,53.87,44.83,10.14,214.94,2026-03-04,1.1311
T0003012,P0012,PL04,M00012,562.93,571.67,358.83,80.58,89.49,42.77,528.9,2025-03-31,0.5343
T0003013,P0017,PL05,M00013,1389.09,1362.79,685.9,333.84,226.74,116.31,1246.48,2025-07-08,1.1618
T0003014,P0127,PL06,M00014,570.49,587.17,388.09,92.62,74.79,31.67,555.5,2026-10-22,1.3165
T0003015,P0102,PL07,M00015,18.07,18.34,9.92,4.34,2.68,1.4,16.94,2025-10-29,0.1274
T0003016,P0013,PL08,M00016,374.32,361.52,190.38,66.93,76.77,27.44,334.08,2025-11-07,1.1662
T0003017,P0022,PL01,M00017,1044.02,1057.83,615.94,236.67,123.35,81.87,975.96,2025-05-14,1.351
T0003018,P0142,PL02,M00018,680.55,670.31,373.32,130.97,123.52,42.5,627.81,2026-05-24,0.6604
T0003019,P0055,PL03,M00019,199.33,207.29,118.47,50.75,25.54,12.53,194.76,2025-05-12,0.1869
T0003020,P0010,PL04,M00020,240.01,241.65,139.54,54.01,32.58,15.52,226.13,2026-05-03,0.3226
T0003021,P0058,PL05,M00021,195.51,197.68,103.5,49.31,27.91,16.96,180.72,2026-04-13,0.8169
T0003022,P0064,PL06,M00022,808.89,775.63,436.54,166.06,122.61,50.42,725.21,2026-11-25,1.0743
T0003023,P0062,PL07,M00023,48.96,48.47,27.8,9.66,8.45,2.56,45.91,2026-10-15,0.1632
T0003024,P0081,PL08,M00024,90.51,87.62,50.33,19.55,11.54,6.2,81.42,2026-11-22,1.2003
T0003025,P0020,PL01,M00025,283.69,294.35,166.81,70.85,42.65,14.04,280.31,2026-04-25,0.7127
T0003026,P0057,PL02,M00026,301.46,307.61,152.56,73.98,61.87,19.2,288.41,2025-12-11,0.5533
T0003027,P0129,PL03,M00027,1451.5,1409.04,744.76,334.6,229.22,100.46,1308.58,2026-04-12,1.2683
T0003028,P0009,PL04,M00028,1063.64,1040.18,635.71,208.63,144.65,51.19,988.99,2025-04-19,1.1042
T0003029,P0045,PL05,M00029,229.2,227.72,141.7,34.52,29.75,21.75,205.97,2025-03-11,0.273
T0003030,P0080,PL06,M00030,601.22,618.06,336.53,145.44,101.7,34.39,583.67,2025-01-24,0.6984
T0003031,P0128,PL07,M00031,454.84,436.55,247.68,74.86,70.51,43.5,393.05,2025-11-04,0.8099
T0003032,P0063,PL08,M00032,428.31,411.17,259.29,77.45,51.09,23.34,387.83,2025-01-15,0.6064
T0003033,P0097,PL01,M00033,1174.66,1186.24,641.21,270.99,230.4,43.64,1142.6,2025-11-12,1.0833
T0003034,P0015,PL02,M00034,401.05,399.08,264.83,57.25,55.53,21.47,377.61,2025-08-07,0.8384
T0003035,P0104,PL03,M00035,203.35,197.69,112.64,41.48,30.22,13.35,184.34,2025-05-27,0.5832
T0003036,P0074,PL04,M00036,108.91,104.71,67.31,18.0,13.62,5.78,98.93,2026-06-08,0.3636
T0003037,P0095,PL05,M00037,248.19,251.87,147.51,53.44,38.68,12.24,239.63,2025-06-20,1.4393
T0003038,P0098,PL06,M00038,70.63,73.52,40.87,14.37,14.63,3.65,69.87,2025-06-08,0.1194
T0003039,P0040,PL07,M00039,67.04,64.17,35.27,15.11,10.11,3.68,60.49,2026-10-27,0.2449
T0003040,P0098,PL08,M00040,239.97,248.11,130.84,57.86,46.85,12.56,235.55,2025-05-21,0.2454
T0003041,P0080,PL01,M00041,386.61,398.04,251.33,58.6,62.28,25.83,372.21,2025-03-19,1.1537
T0003042,P0068,PL02,M00042,724.02,753.46,442.78,126.03,128.52,56.13,697.33,2025-07-24,1.1468
T0003043,P0070,PL03,M00043,998.23,1018.79,575.48,185.94,198.7,58.67,960.12,2026-09-18,1.1902
T0003044,P0040,PL04,M00044,352.24,349.1,212.91,64.04,47.19,24.96,324.14,2025-11-21,0.3188
T0003045,P0009,PL05,M00045,92.83,93.99,60.62,13.51,13.16,6.7,87.29,2026-11-04,0.2338
T0003046,P0086,PL06,M00046,1003.72,984.16,586.94,198.01,146.67,52.54,931.62,2026-11-17,0.9373
T0003047,P0116,PL07,M00047,356.22,367.81,206.91,89.08,50.63,21.19,346.62,2025-04-01,0.4917
T0003048,P0065,PL08,M00048,573.65,595.34,380.74,125.02,68.62,20.96,574.38,2026-05-16,1.0445
T0003049,P0146,PL01,M00049,1345.69,1299.78,736.2,239.61,194.72,129.25,1170.53,2025-01-09,1.2309
T0003050,P0119,PL02,M00050,602.89,628.11,339.32,154.05,94.99,39.75,588.36,2025-08-01,1.3196
T0003051,P0036,PL03,M00051,93.19,91.12,54.91,12.77,15.18,8.26,82.86,2026-08-20,1.6567
T0003052,P0012,PL04,M00052,172.67,175.99,108.71,29.77,23.97,13.54,162.45,2026-09-10,0.1958
T0003053,P0113,PL05,M00053,174.44,181.23,101.16,31.6,37.22,11.25,169.98,2026-04-25,0.5981
T0003054,P0015,PL06,M00054,187.0,178.49,101.04,38.55,25.12,13.78,164.71,2026-12-04,0.6397
T0003055,P0131,PL07,M00055,873.5,848.98,457.63,139.81,182.68,68.86,780.12,2026-10-12,1.5751
T0003056,P0068,PL08,M00056,969.69,953.69,515.35,190.51,183.95,63.88,889.81,2026-05-27,1.1115
T0003057,P0130,PL01,M00057,286.91,296.74,169.8,50.88,56.52,19.54,277.2,2026-04-13,0.8152
T0003058,P0028,PL02,M00058,143.52,146.17,88.53,23.68,27.67,6.29,139.88,2025-05-28,0.3058
T0003059,P0034,PL03,M00059,173.42,168.34,102.0,29.5,26.36,10.48,157.86,2026-11-13,0.2096
T0003060,P0094,PL04,M00060,51.59,51.85,28.32,11.63,8.81,3.09,48.76,2026-02-03,0.2963
T0003061,P0034,PL05,M00061,45.05,43.53,25.96,6.43,8.08,3.06,40.47,2026-12-26,0.1277
T0003062,P0035,PL06,M00062,570.9,575.01,337.99,109.39,77.66,49.97,525.04,2026-06-23,0.6609
T0003063,P0117,PL07,M00063,300.03,288.18,166.86,62.58,39.19,19.55,268.63,2025-08-23,1.0219
T0003064,P0011,PL08,M00064,173.63,180.17,100.21,41.89,28.15,9.92,170.25,2025-12-19,0.617
T0003065,P0099,PL01,M00065,1505.98,1493.86,924.59,235.23,209.39,124.65,1369.21,2026-12-15,1.8838
T0003066,P0007,PL02,M00066,41.19,39.51,21.97,9.68,6.18,1.68,37.83,2025-04-25,0.1037
T0003067,P0122,PL03,M00067,505.28,487.05,279.19,105.22,63.47,39.17,447.88,2026-01-06,1.1095
T0003068,P0071,PL04,M00068,581.21,594.88,346.82,134.45,68.6,45.01,549.87,2025-07-17,0.9194
T0003069,P0007,PL05,M00069,175.42,181.71,96.82,42.72,27.04,15.13,166.58,2026-09-14,0.5769
T0003070,P0041,PL06,M00070,1068.84,1021.01,525.38,256.84,173.28,65.51,955.5,2026-05-05,0.9463
T0003071,P0010,PL07,M00071,215.98,209.81,105.85,49.61,39.82,14.53,195.28,2026-02-28,0.4282
T0003072,P0118,PL08,M00072,1230.9,1177.39,751.16,165.74,184.95,75.54,1101.85,2025-12-26,1.277
T0003073,P0001,PL01,M00073,666.41,669.76,372.44,106.58,144.97,45.77,623.99,2026-03-21,1.1371
T0003074,P0114,PL02,M00074,810.87,819.84,471.03,145.84,128.01,74.96,744.88,2025-01-25,0.7268
T0003075,P0087,PL03,M00075,106.93,111.26,63.85,20.93,17.6,8.88,102.38,2025-01-06,0.5349
T0003076,P0101,PL04,M00076,385.42,381.44,211.03,72.41,67.95,30.05,351.39,2025-10-26,0.4137
T0003077,P0058,PL05,M00077,626.12,611.93,341.39,130.67,112.67,27.2,584.73,2025-11-12,1.0869
T0003078,P0050,PL06,M00078,651.44,660.38,401.88,131.29,77.33,49.88,610.5,2026-01-31,1.5649
T0003079,P0009,PL07,M00079,1864.52,1940.74,1181.97,417.89,251.77,89.11,1851.63,2026-04-05,1.6905
T0003080,P0081,PL08,M00080,563.9,584.5,353.86,104.4,90.82,35.42,549.08,2026-01-04,1.0363
T0003081,P0024,PL01,M00081,1030.45,1033.84,598.93,219.07,179.4,36.44,997.4,2026-03-16,1.1165
T0003082,P0148,PL02,M00082,220.72,211.47,129.42,41.95,23.99,16.11,195.36,2025-06-13,0.9037
T0003083,P0113,PL03,M00083,18.69,19.2,11.46,3.38,3.14,1.22,17.98,2025-09-10,0.4923
T0003084,P0101,PL04,M00084,704.72,691.49,361.81,155.94,117.99,55.75,635.74,2026-04-03,1.844
T0003085,P0041,PL05,M00085,929.55,893.59,488.7,192.67,155.83,56.39,837.2,2025-08-14,2.0495
T0003086,P0064,PL06,M00086,53.98,52.93,31.52,10.06,7.95,3.4,49.53,2025-06-08,0.8143
T0003087,P0079,PL07,M00087,540.3,566.34,327.76,115.55,97.25,25.78,540.56,2025-05-26,0.801
T0003088,P0138,PL08,M00088,779.31,776.43,462.86,143.89,99.15,70.53,705.9,2026-05-18,0.9199
T0003089,P0104,PL01,M00089,134.93,130.87,82.4,21.94,18.39,8.14,122.73,2025-09-09,0.3296
T0003090,P0113,PL02,M00090,1465.84,1503.9,853.47,316.29,280.75,53.39,1450.51,2026-03-31,1.4601
T0003091,P0114,PL03,M00091,128.96,129.48,82.86,23.78,14.86,7.98,121.5,2025-09-11,1.1358
T0003092,P0144,PL04,M00092,206.29,207.6,107.82,42.93,40.6,16.25,191.35,2025-07-21,1.1663
T0003093,P0092,PL05,M00093,1220.49,1197.63,692.99,230.28,175.64,98.72,1098.91,2025-03-23,1.1823
T0003094,P0075,PL06,M00094,419.3,417.95,241.81,79.2,75.16,21.78,396.17,2026-06-21,0.405
T0003095,P0129,PL07,M00095,199.8,210.2,122.45,43.24,30.49,14.02,196.18,2026-09-11,0.5775
T0003096,P0150,PL08,M00096,70.01,70.79,41.22,11.17,13.7,4.7,66.09,2026-08-14,0.2107
T0003097,P0002,PL01,M00097,818.2,803.11,429.24,181.11,132.71,60.05,743.06,2026-11-09,1.4114
T0003098,P0029,PL02,M00098,420.3,421.41,251.39,85.58,53.63,30.81,390.6,2026-11-14,0.5355
T0003099,P0080,PL03,M00099,991.71,954.11,546.42,175.69,153.9,78.1,876.01,2026-12-04,1.0473
T0003100,P0111,PL04,M00100,1077.08,1062.54,567.18,241.34,156.97,97.05,965.49,2026-05-01,1.2802
T0003101,P0036,PL05,M00101,421.54,416.82,252.91,73.59,64.98,25.34,391.48,2025-12-17,0.4621
T0003102,P0136,PL06,M00102,749.28,783.37,448.74,145.17,118.48,70.98,712.39,2026-06-16,0.6794
T0003103,P0142,PL07,M00103,57.09,55.52,34.07,8.5,9.76,3.19,52.33,2026-12-05,0.597
T0003104,P0009,PL08,M00104,684.97,714.39,409.18,118.89,117.59,68.73,645.66,2026-12-04,0.9066
T0003105,P0064,PL01,M00105,105.99,110.17,69.17,21.98,14.77,4.25,105.92,2025-03-31,0.2707
T0003106,P0029,PL02,M00106,529.59,539.02,296.37,132.06,84.76,25.83,513.19,2025-04-22,0.9836
T0003107,P0092,PL03,M00107,600.19,611.96,373.06,104.9,101.82,32.18,579.78,2026-12-15,0.5204
T0003108,P0082,PL04,M00108,1161.76,1209.19,675.17,237.86,218.12,78.04,1131.15,2026-06-20,1.2905
T0003109,P0102,PL05,M00109,1518.56,1478.07,883.28,302.64,224.5,67.65,1410.42,2025-12-24,1.6533
T0003110,P0065,PL06,M00110,1034.56,1021.76,523.35,227.46,195.61,75.34,946.42,2026-07-05,1.0643
T0003111,P0111,PL07,M00111,565.12,579.13,347.1,90.17,99.74,42.12,537.01,2026-08-21,1.053
T0003112,P0138,PL08,M00112,173.94,181.23,112.29,29.26,33.41,6.27,174.96,2026-12-02,0.6228
T0003113,P0013,PL01,M00113,5.09,5.34,3.29,0.91,0.77,0.37,4.97,2026-09-13,0.2967
T0003114,P0033,PL02,M00114,362.75,368.67,219.39,60.49,57.12,31.67,337.0,2026-09-28,0.9357
T0003115,P0011,PL03,M00115,784.75,805.4,457.04,150.34,164.94,33.08,772.32,2025-03-19,1.1033
T0003116,P0101,PL04,M00116,401.7,394.64,235.32,74.66,54.9,29.76,364.88,2025-02-06,0.4485
T0003117,P0034,PL05,M00117,161.4,164.32,95.36,28.44,29.02,11.5,152.82,2025-07-13,0.6041
T0003118,P0135,PL06,M00118,123.3,124.44,80.6,21.37,15.95,6.52,117.92,2026-09-02,0.8642
T0003119,P0072,PL07,M00119,48.7,46.45,24.75,10.22,9.09,2.39,44.06,2025-02-20,1.191
T0003120,P0145,PL08,M00120,97.03,96.22,52.78,20.11,19.48,3.85,92.37,2026-10-18,0.0999
T0003121,P0025,PL01,M00121,187.15,195.96,108.12,41.09,35.83,10.92,185.04,2026-04-25,0.5354
T0003122,P0126,PL02,M00122,583.11,590.72,343.3,114.1,107.34,25.98,564.74,2026-10-21,0.8026
T0003123,P0028,PL03,M00123,1657.96,1683.31,957.65,371.82,298.35,55.49,1627.82,2025-11-14,1.739
T0003124,P0033,PL04,M00124,216.95,215.54,121.88,47.84,31.56,14.26,201.28,2026-08-14,0.3884
T0003125,P0057,PL05,M00125,202.26,210.28,122.57,34.89,40.48,12.34,197.94,2025-09-18,0.1788
T0003126,P0074,PL06,M00126,486.85,475.68,279.7,87.0,70.85,38.13,437.55,2025-07-05,0.4859
T0003127,P0029,PL07,M00127,64.77,64.41,40.65,9.68,10.51,3.57,60.84,2025-08-15,0.2753
T0003128,P0074,PL08,M00128,219.64,225.98,129.23,44.41,32.79,19.55,206.43,2025-03-31,1.2416
T0003129,P0084,PL01,M00129,28.61,29.96,17.17,6.58,4.78,1.43,28.53,2026-11-01,0.1569
T0003130,P0042,PL02,M00130,629.24,603.46,332.35,134.02,82.91,54.18,549.28,2025-09-15,0.6968
T0003131,P0043,PL03,M00131,1038.02,996.56,595.58,213.4,133.98,53.6,942.96,2026-10-07,1.208
T0003132,P0140,PL04,M00132,209.61,218.67,129.79,38.18,33.05,17.65,201.02,2026-04-02,0.2193
T0003133,P0016,PL05,M00133,426.14,417.67,242.22,98.55,60.25,16.65,401.02,2025-02-14,0.9428
T0003134,P0104,PL06,M00134,664.3,667.16,380.47,138.06,97.06,51.57,615.59,2025-12-05,0.5857
T0003135,P0056,PL07,M00135,479.81,479.51,264.77,104.43,82.6,27.71,451.8,2026-03-08,1.2423
T0003136,P0017,PL08,M00136,700.08,673.55,427.88,99.23,107.59,38.85,634.7,2025-10-19,1.0917
T0003137,P0132,PL01,M00137,333.78,335.95,185.21,70.78,53.29,26.67,309.28,2025-03-11,1.4543
T0003138,P0084,PL02,M00138,4.62,4.55,2.51,0.83,0.88,0.33,4.22,2026-08-17,0.13
T0003139,P0146,PL03,M00139,529.7,539.61,353.52,89.1,71.07,25.92,513.69,2025-06-07,0.9517
T0003140,P0091,PL04,M00140,754.24,730.07,400.31,136.86,161.19,31.71,698.36,2025-09-29,0.9556
T0003141,P0110,PL05,M00141,75.34,75.09,42.47,14.88,13.86,3.88,71.21,2025-05-28,0.1676
T0003142,P0032,PL06,M00142,237.19,247.76,143.24,54.34,39.78,10.4,237.36,2026-07-27,0.5899
T0003143,P0023,PL07,M00143,864.84,858.42,480.93,133.55,168.16,75.78,782.64,2026-01-14,0.7324
T0003144,P0014,PL08,M00144,808.93,789.64,432.84,145.11,146.58,65.11,724.53,2025-12-03,0.8157
T0003145,P0113,PL01,M00145,182.7,186.83,109.49,35.73,34.79,6.82,180.01,2025-02-21,0.5679
T0003146,P0002,PL02,M00146,297.58,287.86,161.28,45.23,56.58,24.77,263.09,2026-12-02,0.4477
T0003147,P0047,PL03,M00147,270.02,284.03,160.88,62.4,48.6,12.15,271.88,2025-12-10,0.3213
T0003148,P0115,PL04,M00148,582.46,568.86,325.98,120.49,79.41,42.98,525.88,2025-05-27,0.5638
T0003149,P0015,PL05,M00149,402.73,396.49,194.11,100.03,71.37,30.98,365.51,2025-06-19,0.41
T0003150,P0012,PL06,M00150,341.29,337.47,191.78,57.03,75.16,13.5,323.97,2026-02-12,1.5696
T0003151,P0129,PL07,M00151,950.32,969.31,533.92,234.93,161.36,39.1,930.21,2026-02-10,1.2116
T0003152,P0066,PL08,M00152,540.04,558.49,321.61,81.36,110.35,45.17,513.32,2025-09-14,1.0887
T0003153,P0107,PL01,M00153,530.11,528.62,299.98,125.75,75.17,27.72,500.9,2026-12-26,1.1013
T0003154,P0140,PL02,M00154,153.33,149.86,89.11,20.94,28.43,11.38,138.48,2026-07-12,0.5809
T0003155,P0127,PL03,M00155,460.82,455.69,291.51,64.7,83.84,15.64,440.05,2025-07-28,0.8814
T0003156,P0099,PL04,M00156,161.89,156.77,90.66,30.84,27.44,7.83,148.94,2025-01-29,0.761
T0003157,P0050,PL05,M00157,746.49,722.41,421.92,139.59,115.07,45.83,676.58,2025-03-16,0.8831
T0003158,P0047,PL06,M00158,238.25,247.3,144.58,57.24,33.82,11.66,235.64,2026-05-12,0.9512
T0003159,P0117,PL07,M00159,398.08,390.12,226.76,77.86,68.46,17.04,373.08,2025-09-08,0.5866
T0003160,P0119,PL08,M00160,947.81,905.93,544.28,141.18,167.69,52.78,853.15,2025-03-23,1.2742
T0003161,P0131,PL01,M00161,131.09,136.49,79.2,23.74,23.08,10.47,126.02,2025-08-12,0.564
T0003162,P0142,PL02,M00162,7.99,7.69,4.37,1.65,1.24,0.43,7.26,2026-10-04,0.2403
T0003163,P0134,PL03,M00163,1891.13,1845.6,959.84,402.74,371.03,111.99,1733.61,2026-11-04,1.6391
T0003164,P0004,PL04,M00164,922.5,888.94,474.71,183.23,164.01,66.99,821.95,2026-01-25,1.1441
T0003165,P0116,PL05,M00165,162.66,156.63,89.76,29.18,31.41,6.28,150.35,2025-12-25,0.4634
T0003166,P0075,PL06,M00166,1284.66,1350.96,676.94,326.85,251.51,95.66,1255.3,2025-12-21,1.236
T0003167,P0130,PL07,M00167,377.23,370.89,205.13,80.83,61.31,23.62,347.27,2026-02-15,1.539
T0003168,P0082,PL08,M00168,272.61,282.62,174.24,54.66,42.73,10.99,271.63,2025-01-08,0.4084
T0003169,P0147,PL01,M00169,137.49,136.42,80.22,31.48,18.62,6.1,130.32,2025-02-11,0.7537
T0003170,P0051,PL02,M00170,519.56,522.94,330.01,80.14,74.64,38.15,484.79,2026-01-05,0.4851
T0003171,P0042,PL03,M00171,361.45,353.1,215.87,68.33,54.13,14.77,338.33,2026-05-29,0.5827
T0003172,P0002,PL04,M00172,658.53,630.22,371.52,93.18,135.17,30.35,599.87,2025-02-20,1.3268
T0003173,P0002,PL05,M00173,1555.18,1599.34,903.12,351.77,218.94,125.51,1473.83,2025-11-26,1.5558
T0003174,P0007,PL06,M00174,1773.41,1786.88,982.72,332.01,370.68,101.47,1685.41,2025-07-11,1.5813
T0003175,P0051,PL07,M00175,116.68,117.55,60.41,28.42,24.13,4.59,112.96,2026-03-14,0.1066
T0003176,P0121,PL08,M00176,1061.6,1086.51,619.82,165.23,210.92,90.54,995.97,2025-03-09,1.1064
T0003177,P0112,PL01,M00177,1004.57,1013.89,577.85,220.13,170.04,45.87,968.02,2026-03-27,0.8832
T0003178,P0007,PL02,M00178,501.69,519.77,310.12,99.15,69.61,40.89,478.88,2026-04-04,0.8397
T0003179,P0071,PL03,M00179,729.88,752.25,420.76,115.09,164.59,51.81,700.44,2025-04-13,0.8923
T0003180,P0008,PL04,M00180,196.11,200.79,115.2,37.48,32.18,15.93,184.86,2026-08-02,0.2006
T0003181,P0011,PL05,M00181,290.81,296.44,166.57,54.44,64.0,11.43,285.01,2026-04-23,0.9206
T0003182,P0118,PL06,M00182,985.74,950.4,574.5,150.59,164.09,61.22,889.18,2025-06-16,1.4185
T0003183,P0145,PL07,M00183,984.47,1007.85,498.27,225.08,208.9,75.6,932.25,2025-10-02,1.0274
T0003184,P0087,PL08,M00184,14.04,14.13,9.3,1.94,1.61,1.28,12.85,2025-07-14,0.3364
T0003185,P0136,PL01,M00185,380.41,391.2,237.06,72.8,56.82,24.52,366.68,2025-07-20,0.4915
T0003186,P0089,PL02,M00186,578.91,586.14,360.33,102.57,75.78,47.46,538.68,2026-02-07,1.1699
